"accepted_name","accepted_rank","lng","lat"
"Lamna sulcata","species","-97.889442","31.951668"
"Lamna","genus","-97.601112","33.237221"
"Lamna sulcata","species","-97.601112","33.034168"
"Lamna sulcata","species","-98.859169","31.868610"
"Onchopristis dunklei","species","-98.859169","31.868610"
"Lamna sulcata","species","-97.960556","32.846943"
"Onchopristis","genus","-97.960556","32.846943"
"Lamna sulcata","species","-98.918610","31.923056"
"Lamna sulcata","species","-97.994446","32.360279"
"Lamna sulcata","species","-98.827499","31.792778"
"Striatolamia macrota","species","-71.058891","-53.138332"
"Striatolamia macrota","species","-72.366669","-50.950001"
"Abdounia","genus","-72.366669","-50.950001"
"Isurus","genus","-72.366669","-50.950001"
"Lamna","genus","157.699997","35.683334"
"Lamna","genus","169.883331","35.366669"
"Lamna","genus","-177.066666","37.683334"
"Carcharodon","genus","-160.283340","37.866669"
"Lamna","genus","-154.933334","30.366667"
"Carcharodon","genus","-152.250000","-7.416667"
"Lamna","genus","-152.250000","-7.416667"
"Carcharodon","genus","-131.383331","-39.066666"
"Carcharocles megalodon","species","-146.533340","-18.916668"
"Lamna","genus","-137.783340","9.950000"
"Lamna","genus","-126.949997","28.383333"
"Carcharocles megalodon","species","-126.949997","28.383333"
"Carcharocles megalodon","species","-137.783340","9.950000"
"Carcharias","genus","-126.949997","28.383333"
"Carcharias","genus","-137.783340","9.950000"
"Hemipristis","genus","-126.949997","28.383333"
"Carcharodon carcharias","species","-70.534447","-23.357500"
"Carcharias","genus","-70.534447","-23.357500"
"Carcharhinus","genus","-70.534447","-23.357500"
"Myliobatidae","family","-70.534447","-23.357500"
"Carcharias","genus","-56.650002","-64.240555"
"Cretascymnus","genus","7.986389","51.793331"
"Centroscymnus","genus","7.986389","51.793331"
"Chiloscyllium","genus","7.986389","51.793331"
"Pararhincodon","genus","7.986389","51.793331"
"Squaliformes","order","8.191667","51.818611"
"Centrophoroides","genus","8.191667","51.818611"
"Eoetmopterus","genus","8.191667","51.818611"
"Somniosidae","family","8.191667","51.818611"
"Cretascymnus","genus","8.191667","51.818611"
"Cretascymnus","genus","8.191667","51.818611"
"Centroscymnus","genus","8.191667","51.818611"
"Squatina baumbergensis","species","8.191667","51.818611"
"Squatina","genus","8.191667","51.818611"
"Galeomorphi","superorder","8.191667","51.818611"
"Scyliorhinidae","family","8.191667","51.818611"
"Crassescyliorhinus","genus","8.191667","51.818611"
"Lamna","genus","141.429718","41.401943"
"Carcharodon","genus","-70.966667","-27.633333"
"Otodontidae","family","-70.966667","-27.633333"
"Carcharocles","genus","-70.966667","-27.633333"
"Galeorhinus","genus","-70.966667","-27.633333"
"Carcharhinus","genus","-70.966667","-27.633333"
"Carcharodon carcharias","species","-70.966667","-27.633333"
"Isurus","genus","-70.966667","-27.633333"
"Cretolamna appendiculata","species","-99.244720","39.081112"
"Leptostyrax","genus","-99.244720","39.081112"
"Cretoxyrhina mantelli","species","-99.244720","39.081112"
"Squalicorax falcatus","species","-99.244720","39.081112"
"Kirkella","genus","-112.145279","41.923611"
"Kirkella","genus","-111.943886","41.523609"
"Kirkella fillmorensis","species","-113.360001","38.919998"
"Kirkella fillmorensis","species","-113.440002","38.820000"
"Kirkella fillmorensis","species","-113.440002","38.820000"
"Kirkella fillmorensis","species","-113.459999","38.840000"
"Kirkella","genus","-113.459999","38.840000"
"Kirkella","genus","-113.459999","38.840000"
"Kirkella","genus","-113.459999","38.840000"
"Cetorhinus","genus","17.809999","49.480000"
"Squalicorax pristodontus","species","23.989676","43.238064"
"Corax","genus","-104.223610","43.305832"
"Kirkella","genus","-113.459999","38.840000"
"Squalicorax falcatus","species","-98.449997","38.583332"
"Cretoxyrhina mantelli","species","-98.449997","38.583332"
"Hexanchus","genus","-117.712219","33.561943"
"Carcharocles megalodon","species","-117.712219","33.561943"
"Carcharodon hastalis","species","-117.712219","33.561943"
"Sphyrna","genus","-117.712219","33.561943"
"Myliobatidae","family","-117.712219","33.561943"
"Eostriatolamia","genus","44.736389","50.880833"
"Cretolamna appendiculata","species","44.736389","50.880833"
"Odontaspis","genus","44.736389","50.880833"
"Pseudoisurus","genus","44.736389","50.880833"
"Squatina","genus","44.736389","50.880833"
"Hexanchus","genus","-77.400002","38.299999"
"Echinorhinus","genus","-77.400002","38.299999"
"Squalus","genus","-77.400002","38.299999"
"Isistius","genus","-77.400002","38.299999"
"Squatina prima","species","-77.400002","38.299999"
"Heterodontus lerichei","species","-77.400002","38.299999"
"Ginglymostoma","genus","-77.400002","38.299999"
"Ginglymostoma subafricanum","species","-77.400002","38.299999"
"Ginglymostoma serra","species","-77.400002","38.299999"
"Nebrius","genus","-77.400002","38.299999"
"Palaeorhincodon","genus","-77.400002","38.299999"
"Orectolobidae","family","-77.400002","38.299999"
"Odontaspis winkleri","species","-77.400002","38.299999"
"Carcharias","genus","-77.400002","38.299999"
"Carcharias","genus","-77.400002","38.299999"
"Striatolamia macrota","species","-77.400002","38.299999"
"Cretolamna appendiculata","species","-77.400002","38.299999"
"Serratolamna","genus","-77.400002","38.299999"
"Serratolamna","genus","-77.400002","38.299999"
"Lamna obliqua","species","-77.400002","38.299999"
"Scyliorhinus","genus","-77.400002","38.299999"
"Pachygaleus lefevrei","species","-77.400002","38.299999"
"Galeorhinus","genus","-77.400002","38.299999"
"Triakis","genus","-77.400002","38.299999"
"Palaeogaleus vincenti","species","-77.400002","38.299999"
"Abdounia","genus","-77.400002","38.299999"
"Abdounia","genus","-77.400002","38.299999"
"Abdounia","genus","-77.400002","38.299999"
"Physogaleus","genus","-77.400002","38.299999"
"Pristis","genus","-77.400002","38.299999"
"Anoxypristis","genus","-77.400002","38.299999"
"Anoxypristis","genus","-77.400002","38.299999"
"Propristis schweinfurthi","species","-77.400002","38.299999"
"Myliobatis dixoni","species","-77.400002","38.299999"
"Myliobatis striatus","species","-77.400002","38.299999"
"Myliobatis","genus","-77.400002","38.299999"
"Aetobatis irregularis","species","-77.400002","38.299999"
"Aetomylaeus","genus","-77.400002","38.299999"
"Rhinoptera sherboni","species","-77.400002","38.299999"
"Archaeomanta melenhorsti","species","-77.400002","38.299999"
"Burnhamia daviesi","species","-77.400002","38.299999"
"Hexanchus","genus","172.600006","-43.049999"
"Carcharocles megalodon","species","-70.009445","11.930000"
"Onchopristis","genus","-0.827955","45.967049"
"Moerigaleus vitreodon","species","30.041580","29.281731"
"Moerigaleus vitreodon","species","30.034445","29.281668"
"Pristis brachyodon","species","-77.391670","37.207500"
"Abdounia","genus","-92.008888","32.019444"
"Prionodon gibbesi","species","-92.008888","32.019444"
"Cretolamna","genus","-92.008888","32.019444"
"Galeocerdo clarkensis","species","-92.008888","32.019444"
"Galeocerdo contortus","species","-92.008888","32.019444"
"Galeorhinus huberensis","species","-92.008888","32.019444"
"Ginglymostoma serra","species","-92.008888","32.019444"
"Hemipristis","genus","-92.008888","32.019444"
"Heterodontus pineti","species","-92.008888","32.019444"
"Isurus praecursor","species","-92.008888","32.019444"
"Lamna (Odontaspis) hopei","species","-92.008888","32.019444"
"Rhizoprionodon","genus","-92.008888","32.019444"
"Myliobatis","genus","-92.008888","32.019444"
"Rhinoptera","genus","-92.008888","32.019444"
"Pristis lathami","species","-92.008888","32.019444"
"Propristis schweinfurthi","species","-92.008888","32.019444"
"Lamna (Odontaspis) hopei","species","-90.193054","32.901112"
"Isurus praecursor","species","-90.193054","32.901112"
"Carcharodon auriculatus","species","-90.193054","32.901112"
"Lamna","genus","-90.193054","32.901112"
"Galeocerdo clarkensis","species","-90.193054","32.901112"
"Galeorhinus huberensis","species","-90.193054","32.901112"
"Hemipristis wyattdurhami","species","-90.193054","32.901112"
"Prionodon gibbesi","species","-90.193054","32.901112"
"Myliobatis","genus","-90.193054","32.901112"
"Aetobatus","genus","-90.193054","32.901112"
"Pristis lathami","species","-90.193054","32.901112"
"Protosqualus","genus","78.920555","11.083889"
"Gladioserratus magnus","species","78.920555","11.083889"
"Notidanodon","genus","78.920555","11.083889"
"Cretalamna","genus","78.920555","11.083889"
"Dwardius sudindicus","species","78.920555","11.083889"
"Eostriatolamia","genus","78.920555","11.083889"
"Squalicorax","genus","78.920555","11.083889"
"Cretodus","genus","78.920555","11.083889"
"Carcharhinus","genus","-47.156944","-1.205278"
"Rhinoptera","genus","-47.156944","-1.205278"
"Sphyrna magna","species","-47.156944","-1.205278"
"Carcharhinus","genus","-47.216667","-1.177222"
"Galeocerdo","genus","-47.216667","-1.177222"
"Ginglymostoma serra","species","-47.216667","-1.177222"
"Hemipristis serra","species","-47.216667","-1.177222"
 species not entered","Myliobatis","36658","-47.216667"
"Rhinoptera studeri","species","-47.216667","-1.177222"
"Scoliodon","genus","-47.216667","-1.177222"
"Sphyrna magna","species","-47.216667","-1.177222"
"Sphyrna prisca","species","-47.216667","-1.177222"
"Carcharhinus","genus","-48.170555","-0.480000"
"Carcharhinus egertoni","species","-48.170555","-0.480000"
"Carcharhinus priscus","species","-48.170555","-0.480000"
"Carcharhinus","genus","-48.170555","-0.480000"
"Carcharodon subauriculatus","species","-48.170555","-0.480000"
"Galeocerdo","genus","-48.170555","-0.480000"
"Ginglymostoma obliquum","species","-48.170555","-0.480000"
"Ginglymostoma serra","species","-48.170555","-0.480000"
"Hemipristis serra","species","-48.170555","-0.480000"
"Hypoprion","genus","-48.170555","-0.480000"
"Isurus","genus","-48.170555","-0.480000"
"Myliobatis","genus","-48.170555","-0.480000"
"Nebrius obliquus","species","-48.170555","-0.480000"
 species not entered","Myliobatis","36658","-48.170555"
"Rhinoptera studeri","species","-48.170555","-0.480000"
"Scoliodon","genus","-48.170555","-0.480000"
"Sphyrna magna","species","-48.170555","-0.480000"
"Carcharhinus","genus","-47.157223","-1.046389"
"Carcharhinus egertoni","species","-47.157223","-1.046389"
"Carcharhinus","genus","-47.157223","-1.046389"
"Carcharhinus","genus","-47.157223","-1.046389"
"Carcharodon subauriculatus","species","-47.157223","-1.046389"
"Galeocerdo","genus","-47.157223","-1.046389"
"Ginglymostoma serra","species","-47.157223","-1.046389"
"Hemipristis serra","species","-47.157223","-1.046389"
"Isurus","genus","-47.157223","-1.046389"
"Nebrius obliquus","species","-47.157223","-1.046389"
"Scoliodon","genus","-47.157223","-1.046389"
"Sphyrna magna","species","-47.157223","-1.046389"
"Galeocerdo","genus","-47.541668","-0.625833"
"Hemipristis serra","species","-47.541668","-0.625833"
"Myliobatis","genus","-47.541668","-0.625833"
"Carcharhinus","genus","-47.287498","-0.595833"
"Carcharhinus egertoni","species","-47.287498","-0.595833"
"Carcharhinus priscus","species","-47.287498","-0.595833"
"Carcharhinus","genus","-47.287498","-0.595833"
"Carcharodon subauriculatus","species","-47.287498","-0.595833"
"Galeocerdo","genus","-47.287498","-0.595833"
"Ginglymostoma serra","species","-47.287498","-0.595833"
"Hemipristis serra","species","-47.287498","-0.595833"
"Isurus","genus","-47.287498","-0.595833"
"Nebrius obliquus","species","-47.287498","-0.595833"
"Scoliodon","genus","-47.287498","-0.595833"
"Sphyrna magna","species","-47.287498","-0.595833"
"Rhinoptera studeri","species","-47.338333","-1.225833"
"Carcharhinus","genus","-75.656387","-14.589722"
"Galeocerdo contortus","species","-75.656387","-14.589722"
"Carcharhinus","genus","-75.656387","-14.589722"
"Hemipristis serra","species","-75.656387","-14.589722"
"Galeocerdo contortus","species","-75.656387","-14.589722"
"Carcharocles megalodon","species","-75.656387","-14.589722"
"Carcharodon hastalis","species","-75.656387","-14.589722"
"Carcharodon subauriculatus","species","-75.656387","-14.589722"
"Isurus desori","species","-75.656387","-14.589722"
"Carcharhinus","genus","-75.656387","-14.589722"
"Selachii","unranked clade","14.498889","56.148888"
"Carcharocles megalodon","species","17.287500","-30.320557"
"Notidanodon","genus","-57.849998","-63.916668"
"Onchopristis dunklei","species","10.250000","33.013889"
"Cretodus","genus","10.211111","32.655556"
"Selachii","unranked clade","8.157222","47.682777"
"Lamna","genus","49.264168","40.502777"
"Heptranchias","genus","-120.722504","36.716110"
"Carcharhinus","genus","-75.906944","-14.336944"
"Carcharhinus macloti","species","-75.906944","-14.336944"
"Galeocerdo aduncus","species","-75.906944","-14.336944"
"Sphyrna media","species","-75.906944","-14.336944"
"Myliobatidae","family","-75.906944","-14.336944"
"Carcharocles megalodon","species","-75.906944","-14.336944"
"Selachii","unranked clade","5.683333","50.816666"
"Palaeoscyllium","genus","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Galeomorphi","superorder","10.505000","51.902000"
"Hexanchus","genus","-122.446381","37.000000"
"Squatina","genus","-122.446381","37.470150"
"Cetorhinus maximus","species","-122.446381","37.470150"
"Cetorhinus maximus","species","-122.446381","37.000000"
"Cetorhinus","genus","-122.446381","37.470150"
"Carcharodon carcharias","species","-122.446381","37.470150"
"Carcharodon","genus","-122.446381","37.000000"
"Isurus oxyrhinchus","species","-122.446381","37.470150"
"Sphyrna","genus","-122.446381","37.470150"
"Raja","genus","-122.446381","37.470150"
"Raja","genus","-122.446381","37.000000"
"Squalicorax falcatus","species","-103.576942","44.653610"
"Cretodus","genus","-103.576942","44.653610"
"Cretolamna appendiculata","species","-103.576942","44.653610"
"Hexanchus","genus","37.666668","34.333332"
"Squalicorax pristodontus","species","37.666668","34.333332"
"Squalicorax","genus","37.666668","34.333332"
"Squalicorax","genus","37.666668","34.333332"
"Cretolamna biauriculata","species","37.666668","34.333332"
"Hexanchus","genus","37.799999","34.299999"
"Squalicorax","genus","37.799999","34.299999"
"Squalicorax pristodontus","species","37.799999","34.299999"
"Squalicorax","genus","37.799999","34.299999"
"Squalicorax","genus","37.799999","34.299999"
"Squalicorax","genus","37.799999","34.299999"
"Cretolamna biauriculata","species","37.799999","34.299999"
"Cretolamna","genus","37.799999","34.299999"
"Cretolamna appendiculata","species","37.799999","34.299999"
"Carcharias","genus","37.799999","34.299999"
"Plicatoscyllium","genus","37.799999","34.299999"
"Pteroscyllium","genus","37.799999","34.299999"
"Hypsobatis","genus","37.799999","34.299999"
"Youssoubatis","genus","37.799999","34.299999"
"Hexanchus","genus","37.799999","34.299999"
"Squalicorax pristodontus","species","37.799999","34.299999"
"Squalicorax kaupi","species","37.799999","34.299999"
"Carcharias","genus","37.799999","34.299999"
"Plicatoscyllium","genus","37.799999","34.299999"
"Pteroscyllium","genus","37.799999","34.299999"
"Hypsobatis","genus","37.799999","34.299999"
"Youssoubatis","genus","37.799999","34.299999"
"Squalicorax","genus","37.833332","34.299999"
"Squalicorax pristodontus","species","37.833332","34.299999"
"Squalicorax","genus","37.833332","34.299999"
"Cretolamna","genus","37.833332","34.299999"
"Carcharias","genus","37.833332","34.299999"
"Plicatoscyllium","genus","37.833332","34.299999"
"Dalpiazia stromeri","species","37.833332","34.299999"
"Hypsobatis","genus","37.833332","34.299999"
"Youssoubatis","genus","37.833332","34.299999"
"Squalicorax","genus","37.833332","34.299999"
"Squalicorax pristodontus","species","37.833332","34.299999"
"Squalicorax kaupi","species","37.833332","34.299999"
"Squalicorax","genus","37.833332","34.299999"
"Cretolamna","genus","37.833332","34.299999"
"Carcharias","genus","37.833332","34.299999"
"Plicatoscyllium","genus","37.833332","34.299999"
"Squatigaleus","genus","37.833332","34.299999"
"Dalpiazia stromeri","species","37.833332","34.299999"
"Hypsobatis","genus","37.833332","34.299999"
"Youssoubatis","genus","37.833332","34.299999"
"Squalicorax pristodontus","species","37.833332","34.299999"
"Squalicorax kaupi","species","37.833332","34.299999"
"Squalicorax","genus","37.833332","34.299999"
"Squalicorax","genus","37.833332","34.299999"
"Cretolamna biauriculata","species","37.833332","34.299999"
"Cretolamna","genus","37.833332","34.299999"
"Carcharias","genus","37.833332","34.299999"
"Chiloscyllium","genus","37.833332","34.299999"
"Plicatoscyllium","genus","37.833332","34.299999"
"Hypsobatis","genus","37.833332","34.299999"
"Youssoubatis","genus","37.833332","34.299999"
"Squalicorax","genus","37.833332","34.299999"
"Squalicorax pristodontus","species","37.833332","34.299999"
"Squalicorax kaupi","species","37.833332","34.299999"
"Squalicorax","genus","37.833332","34.299999"
"Cretolamna biauriculata","species","37.833332","34.299999"
"Cretolamna","genus","37.833332","34.299999"
"Cretolamna appendiculata","species","37.833332","34.299999"
"Carcharias","genus","37.833332","34.299999"
"Chiloscyllium","genus","37.833332","34.299999"
"Plicatoscyllium","genus","37.833332","34.299999"
"Squatigaleus","genus","37.833332","34.299999"
"Dalpiazia stromeri","species","37.833332","34.299999"
"Hypsobatis","genus","37.833332","34.299999"
"Youssoubatis","genus","37.833332","34.299999"
"Squalicorax pristodontus","species","38.166668","34.333332"
"Squalicorax kaupi","species","38.166668","34.333332"
"Squalicorax","genus","38.750000","34.750000"
"Carcharodon carcharias","species","-0.676944","38.084999"
"Carcharocles megalodon","species","-79.836388","9.354444"
"Carcharocles megalodon","species","-79.810837","9.366944"
"Ginglymostoma delfortriei","species","-70.018890","11.973889"
"Carcharocles megalodon","species","-70.018890","11.973889"
"Carcharodon subauriculatus","species","-70.018890","11.973889"
"Hemipristis serra","species","-70.018890","11.973889"
"Paragaleus","genus","-70.018890","11.973889"
"Carcharhinus ackermani","species","-70.018890","11.973889"
"Galeocerdo aduncus","species","-70.018890","11.973889"
"Negaprion eurybathrodon","species","-70.018890","11.973889"
"Sphyrna","genus","-70.018890","11.973889"
"Pristis","genus","-70.018890","11.973889"
"Plinthicus stenodon","species","-70.018890","11.973889"
"Mobula","genus","-70.018890","11.973889"
"Aetobatus","genus","-116.800003","32.116669"
 obsolete variant of","Myliobatis","37939","-116.800003"
"Pteromylaeus","genus","-116.800003","32.116669"
"Cretoxyrhina mantelli","species","-100.500000","39.000000"
"Myliobatis","genus","18.450001","-33.883331"
"Odontaspis acutissima","species","18.450001","-33.883331"
"Squalicorax dalinkevichiusi","species","65.800003","40.099998"
"Paraisurus","genus","65.800003","40.099998"
"Cretolamna biauriculata","species","36.033333","32.016666"
"Squalicorax","genus","36.033333","32.016666"
"Plicatoscyllium","genus","36.033333","32.016666"
"Myledaphus","genus","62.655315","42.117294"
"Squalicorax","genus","-112.833336","49.683334"
"Carcharodon angustidens","species","170.983337","-44.966667"
"Reifia minuta","species","9.770000","49.000000"
"Crossorhinus jurassicus","species","11.145000","48.910000"
"Squalogaleus woodwardi","species","11.145000","48.910000"
"Notidanus primigenius","species","20.526667","50.520832"
"Odontaspis acutissima","species","20.526667","50.520832"
"Odontaspis cuspidata","species","20.526667","50.520832"
"Carcharodon hastalis","species","20.526667","50.520832"
"Carcharocles megalodon","species","20.526667","50.520832"
"Galeocerdo aduncus","species","20.526667","50.520832"
"Hemipristis serra","species","20.526667","50.520832"
"Myliobatis","genus","20.526667","50.520832"
"Aetobatis irregularis","species","20.526667","50.520832"
"Galeus","genus","20.526667","50.520832"
"Carcharias collata","species","20.526667","50.520832"
"Carcharias","genus","20.526667","50.520832"
"Prionodon","genus","20.526667","50.520832"
"Raja","genus","20.526667","50.520832"
"Carcharodon auriculatus","species","7.220556","52.590832"
"Carcharocles","genus","7.220556","52.590832"
"Carcharocles megalodon","species","-67.044998","18.485832"
"Carcharias","genus","-76.172775","36.789165"
"Carcharhinus","genus","-76.172775","36.789165"
"Raja","genus","-76.172775","36.789165"
"Myliobatis","genus","-76.172775","36.789165"
"Notidanus","genus","10.333333","52.150002"
"Myledaphus","genus","-104.010277","46.331112"
"Cretolamna","genus","-6.633333","32.883331"
"Squalus","genus","-99.702225","44.188332"
"Selachii","unranked clade","28.984167","28.334999"
"Squalicorax","genus","-75.094719","39.867500"
"Odontaspis","genus","-75.094719","39.867500"
"Galeocerdo aduncus","species","-76.513611","38.517502"
"Squalicorax falcatus","species","35.683334","33.950001"
"Cyclobatis oligodactylus","species","35.683334","33.950001"
"Squalicorax","genus","-74.171944","40.384724"
"Squalicorax kaupi","species","-74.171944","40.384724"
"Synodontaspis holmdelensis","species","-74.171944","40.384724"
"Cretolamna appendiculata","species","-74.171944","40.384724"
"Squalicorax pristodontus","species","-75.085831","39.805000"
"Squalicorax pristodontus","species","-75.085831","39.805000"
"Lamna","genus","-74.918999","40.022999"
"Lamna","genus","-74.848610","39.921112"
"Squalicorax pristodontus","species","-75.064163","39.802223"
"Onchopristis","genus","-4.200000","31.570000"
"Myliobatis","genus","-76.851944","38.913612"
"Cretolamna serrata","species","-76.851944","38.913612"
"Cretolamna appendiculata","species","-76.851944","38.913612"
"Squatina hassei","species","-76.851944","38.913612"
"Nebrius","genus","-76.851944","38.913612"
"Squalicorax kaupi","species","-74.274170","40.259998"
"Hexanchidae","family","-116.800003","32.116669"
"Squalus","genus","-116.800003","32.116669"
"Squatina","genus","-116.800003","32.116669"
"Mustelus","genus","-116.800003","32.116669"
"Rhizoprionodon","genus","-116.800003","32.116669"
"Carcharhinidae","family","-116.800003","32.116669"
"Mobula","genus","-116.800003","32.116669"
"Heptranchias howelli","species","-74.012779","40.177223"
"Heptranchias howelli","species","-123.260559","45.996944"
"Heptranchias howelli","species","-124.000000","45.047501"
"Heptranchias howelli","species","-123.496666","47.255833"
"Heptranchias howelli","species","-126.469719","49.386112"
"Myliobatis dixoni","species","-74.170555","40.199165"
"Myliobatis dixoni","species","-75.255554","39.690556"
"Myliobatis striatus","species","-74.686943","39.855831"
"Myliobatis dixoni","species","-74.686943","39.855831"
"Notidanus primigenius","species","-75.329170","39.559723"
"Squatina hassei","species","-75.631943","39.556946"
"Synodontaspis holmdelensis","species","-75.631943","39.556946"
"Odontaspis","genus","-75.631943","39.556946"
"Cretolamna appendiculata","species","-75.631943","39.556946"
"Squalicorax kaupi","species","-75.631943","39.556946"
"Squalicorax pristodontus","species","-75.631943","39.556946"
"Pseudocorax","genus","-75.631943","39.556946"
"Cretolamna appendiculata","species","-75.728889","39.540279"
"Sclerorhynchus","genus","-75.650833","39.552502"
"Pseudohypolophus","genus","-75.650833","39.552502"
"Squatina hassei","species","-75.650833","39.552502"
"Ginglymostoma globidens","species","-75.650833","39.552502"
"Synodontaspis holmdelensis","species","-75.650833","39.552502"
"Odontaspis","genus","-75.650833","39.552502"
"Plicatolamna arcuata","species","-75.650833","39.552502"
"Cretodus borodini","species","-75.650833","39.552502"
"Cretolamna appendiculata","species","-75.650833","39.552502"
"Paranomotodon","genus","-75.650833","39.552502"
"Squalicorax kaupi","species","-75.650833","39.552502"
"Squalicorax pristodontus","species","-75.650833","39.552502"
"Pseudocorax","genus","-75.650833","39.552502"
"Pseudohypolophus","genus","-75.650833","39.552502"
"Squatina hassei","species","-75.650833","39.552502"
"Ginglymostoma globidens","species","-75.650833","39.552502"
"Synodontaspis holmdelensis","species","-75.650833","39.552502"
"Odontaspis","genus","-75.650833","39.552502"
"Plicatolamna arcuata","species","-75.650833","39.552502"
"Paranomotodon","genus","-75.650833","39.552502"
"Cretolamna appendiculata","species","-75.650833","39.552502"
"Squalicorax kaupi","species","-75.650833","39.552502"
"Squalicorax pristodontus","species","-75.650833","39.552502"
"Pseudocorax","genus","-75.650833","39.552502"
"Odontaspis","genus","-75.628609","39.555557"
"Cretolamna appendiculata","species","-75.628609","39.555557"
"Squalicorax kaupi","species","-75.628609","39.555557"
"Squalicorax pristodontus","species","-75.628609","39.555557"
"Cretolamna appendiculata","species","-75.728889","39.540279"
"Paranomotodon","genus","-75.728889","39.540279"
"Squalicorax kaupi","species","-75.728889","39.540279"
"Myliobatis dixoni","species","-77.262497","38.414165"
"Odontaspis macrota","species","-77.262497","38.414165"
"Odontaspis macrota","species","-77.023613","38.706944"
"Myliobatis dixoni","species","-77.590836","38.501110"
"Carcharodon hastalis","species","-77.590836","38.501110"
"Lamna obliqua","species","-77.590836","38.501110"
"Galeocerdo contortus","species","-77.590836","38.501110"
"Squalicorax pristodontus","species","-74.116669","40.250000"
"Myliobatis dixoni","species","-77.061943","38.384445"
"Odontaspis macrota","species","-77.061943","38.384445"
"Odontaspis cuspidata","species","-77.061943","38.384445"
"Galeocerdo latidens","species","-77.061943","38.384445"
"Myliobatis dixoni","species","-77.269165","38.463890"
"Odontaspis macrota","species","-77.269165","38.463890"
"Odontaspis macrota","species","-77.269165","38.463890"
"Odontaspis cuspidata","species","-77.269165","38.463890"
"Lamna obliqua","species","-77.269165","38.463890"
"Sphyrna prisca","species","-77.269165","38.463890"
"Aetobatis irregularis","species","-77.590836","38.501110"
"Odontaspis macrota","species","-77.590836","38.501110"
"Odontaspis macrota","species","-77.590836","38.501110"
"Lamna obliqua","species","-77.590836","38.501110"
"Myliobatis dixoni","species","-77.521111","38.393333"
"Aetobatis irregularis","species","-77.300003","38.599998"
"Odontaspis cuspidata","species","-77.300003","38.599998"
"Carcharodon auriculatus","species","-77.300003","38.599998"
"Odontaspis macrota","species","-77.023613","38.706944"
"Odontaspis cuspidata","species","-77.023613","38.706944"
"Lamna obliqua","species","-77.142776","38.601665"
"Odontaspis cuspidata","species","-77.165558","38.576111"
"Odontaspis macrota","species","-75.738052","39.540833"
"Odontaspis macrota","species","-76.849998","38.900002"
"Odontaspis cuspidata","species","-75.738052","39.540833"
"Odontaspis cuspidata","species","-76.480553","39.066387"
"Odontaspis cuspidata","species","-76.540276","39.110001"
"Odontaspis cuspidata","species","-76.530281","39.035000"
"Odontaspis macrota","species","-76.906670","38.896111"
"Odontaspis cuspidata","species","-76.906670","38.896111"
"Squalicorax pristodontus","species","-76.906670","38.896111"
"Corax","genus","-76.540276","39.110001"
"Corax","genus","-75.774651","39.464550"
"Squalicorax falcatus","species","-75.738052","39.540833"
"Squalicorax falcatus","species","-76.540276","39.110001"
"Myliobatis","genus","-76.906670","38.896111"
"Squalicorax","genus","-112.891945","49.520557"
"Carcharocles megalodon","species","130.949997","33.950001"
"Odontaspis","genus","130.949997","33.950001"
"Isurus","genus","-117.377777","33.209721"
"Otodontidae","family","-60.552776","-31.709999"
"Lamnidae","family","-60.552776","-31.709999"
"Odontaspididae","family","-60.552776","-31.709999"
"Carcharhinidae","family","-60.552776","-31.709999"
"Sphyrnidae","family","-60.552776","-31.709999"
"Hemigaleidae","family","-60.552776","-31.709999"
"Heterodontidae","family","-60.552776","-31.709999"
"Squatinidae","family","-60.552776","-31.709999"
"Myliobatidae","family","-60.552776","-31.709999"
"Rajidae","family","-60.552776","-31.709999"
"Selachii","unranked clade","6.110604","43.604431"
"Onchopristis","genus","-3.855000","30.905001"
"Squalicorax curvatus","species","-103.068611","37.336666"
"Carcharias","genus","-103.068611","37.336666"
"Archaeolamna kopingensis","species","-103.068611","37.336666"
"Cretoxyrhina mantelli","species","-103.068611","37.336666"
"Pristis curvidens","species","-74.690002","39.970001"
"Cooperella striatula","species","-94.639999","39.070000"
"Cooperella selluliformis","species","-94.639999","39.070000"
"Cooperella subsulcata","species","-94.639999","39.070000"
"Cooperella eroda","species","-94.639999","39.070000"
"Cooperella rectistriata","species","-94.639999","39.070000"
"Cooperella","genus","-94.639999","39.070000"
"Cooperella","genus","-94.639999","39.070000"
"Cooperella typicalis","species","-94.639999","39.070000"
