"accepted_name","accepted_rank","lng","lat"
"Heterodontus","genus","-74.871994","-15.441929"
"Isurus","genus","-74.781944","-15.482778"
"Carcharocles megalodon","species","-74.781944","-15.482778"
"Myliobatis","genus","-74.781944","-15.482778"
"Carcharocles megalodon","species","-74.746391","-15.576944"
"Myliobatis","genus","-74.746391","-15.576944"
"Carcharocles megalodon","species","-74.690277","-15.557222"
"Carcharhinus egertoni","species","-74.690277","-15.557222"
"Carcharhinus priscus","species","-74.690277","-15.557222"
"Hexanchus","genus","-74.690277","-15.557222"
"Myliobatis","genus","-74.690277","-15.557222"
"Carcharocles megalodon","species","138.240005","38.033333"
"Galeus","genus","15.833333","38.016666"
"Galeus","genus","15.833333","38.016666"
"Onchopristis numidus","species","0.833330","32.716671"
"Myledaphus","genus","-112.865601","51.549999"
"Onchopristis numidus","species","1.916667","29.666670"
"Galeocerdo aduncus","species","12.217500","46.139999"
"Notidanus primigenius","species","12.217500","46.139999"
"Odontaspis contortidens","species","12.217500","46.139999"
"Carcharodon hastalis","species","12.217500","46.139999"
"Myliobatis","genus","12.217500","46.139999"
 species not entered","Chrysophris","17090","12.217500"
"Hexanchidae","family","37.752220","51.288612"
"Cretolamna","genus","37.752220","51.288612"
"Cretoxyrhina","genus","37.752220","51.288612"
"Paraisurus","genus","37.752220","51.288612"
"Myledaphus","genus","67.000000","40.099998"
"Cretolamna","genus","-0.466667","45.750000"
"Onchopristis numidus","species","-3.816111","31.291668"
"Squatina occidentalis","species","-76.514168","38.602779"
"Trygon dux","species","-76.704170","38.542778"
"Myliobatis gigas","species","-76.704170","38.542778"
"Myliobatis pachyodon","species","-76.704170","38.542778"
"Myliobatis frangens","species","-76.704170","38.542778"
"Notidanus primigenius","species","-76.704170","38.542778"
"Odontaspis macrota","species","-76.514168","38.602779"
"Carcharodon hastalis","species","-76.514168","38.602779"
"Carcharocles megalodon","species","-76.514168","38.602779"
"Carcharias collata","species","-76.514168","38.602779"
"Onchopristis","genus","-3.855000","30.905001"
"Kirkella","genus","-116.438004","39.203999"
"Igdabatis","genus","79.051941","20.350834"
"Rhinoptera","genus","79.051941","20.350834"
"Squalus occidentalis","species","-121.929169","46.983334"
"Pseudocetorhinus","genus","5.550000","46.666672"
"Pseudocetorhinus","genus","5.550000","46.666672"
"Squalicorax","genus","-117.295280","33.130001"
"Carcharodon","genus","-80.148331","33.327499"
"Squaliodalatias weltoni","species","-1.133333","43.666668"
"Squaliodalatias weltoni","species","-1.133333","43.666668"
"Lamniformes","order","-0.674444","41.001389"
"Heterodontus rugosus","species","-1.016667","45.616669"
"Squalicorax kaupi","species","-1.016667","45.616669"
"Squalicorax pristodontus","species","-1.016667","45.616669"
"Serratolamna","genus","-1.016667","45.616669"
"Protolamna","genus","-1.016667","45.616669"
"Paranomotodon","genus","-1.016667","45.616669"
"Palaeogaleus","genus","-1.016667","45.616669"
"Squatina hassei","species","-1.016667","45.616669"
"Heterodontus rugosus","species","-1.016667","45.616669"
"Plicatoscyllium","genus","-1.016667","45.616669"
"Squalicorax kaupi","species","-1.016667","45.616669"
"Squalicorax pristodontus","species","-1.016667","45.616669"
"Pseudocorax laevis","species","-1.016667","45.616669"
"Carcharias","genus","-1.016667","45.616669"
"Carcharias","genus","-1.016667","45.616669"
"Cretolamna appendiculata","species","-1.016667","45.616669"
"Cretolamna","genus","-1.016667","45.616669"
"Protolamna","genus","-1.016667","45.616669"
"Scyliorhinus","genus","-1.016667","45.616669"
"Galeorhinus","genus","-1.016667","45.616669"
"Squatirhina","genus","-1.016667","45.616669"
"Paranomotodon","genus","-1.016667","45.616669"
"Squatirhina lonzeensis","species","-1.016667","45.616669"
"Squatirhina lonzeensis","species","-1.016667","45.616669"
"Squatina hassei","species","-1.016667","45.616669"
"Heterodontus rugosus","species","-1.016667","45.616669"
"Plicatoscyllium","genus","-1.016667","45.616669"
"Squalicorax kaupi","species","-1.016667","45.616669"
"Pseudocorax laevis","species","-1.016667","45.616669"
"Carcharias","genus","-1.016667","45.616669"
"Carcharias","genus","-1.016667","45.616669"
"Cretolamna appendiculata","species","-1.016667","45.616669"
"Cretolamna","genus","-1.016667","45.616669"
"Protolamna","genus","-1.016667","45.616669"
"Paranomotodon","genus","-1.016667","45.616669"
"Scyliorhinus","genus","-1.016667","45.616669"
"Galeorhinus","genus","-1.016667","45.616669"
"Squatirhina lonzeensis","species","-1.016667","45.616669"
"Hexanchus","genus","-96.000000","33.250000"
"Squalus","genus","-96.000000","33.250000"
"Heterodontus","genus","-96.000000","33.250000"
"Cantioscyllium","genus","-96.000000","33.250000"
"Ginglymostoma","genus","-96.000000","33.250000"
"Nebrius","genus","-96.000000","33.250000"
"Plicatoscyllium","genus","-96.000000","33.250000"
"Plicatoscyllium","genus","-96.000000","33.250000"
"Cretorectolobus olsoni","species","-96.000000","33.250000"
"Cretolamna","genus","-96.000000","33.250000"
"Serratolamna","genus","-96.000000","33.250000"
"Pseudocorax","genus","-96.000000","33.250000"
"Squalicorax kaupi","species","-96.000000","33.250000"
"Carcharias","genus","-96.000000","33.250000"
"Squalicorax pristodontus","species","-96.000000","33.250000"
"Carcharias","genus","-96.000000","33.250000"
"Carcharias","genus","-96.000000","33.250000"
"Odontaspis","genus","-96.000000","33.250000"
"Galeorhinus","genus","-96.000000","33.250000"
"Palaeogaleus","genus","-96.000000","33.250000"
"Squatigaleus","genus","-96.000000","33.250000"
"Scyliorhinus","genus","-96.000000","33.250000"
"Raja","genus","-96.000000","33.250000"
"Sclerorhynchus","genus","-96.000000","33.250000"
"Squatina hassei","species","-84.927780","32.381943"
"Chiloscyllium","genus","-84.927780","32.381943"
"Columbusia","genus","-84.927780","32.381943"
"Microdontaspis","genus","-84.927780","32.381943"
"Cretolamna appendiculata","species","-84.927780","32.381943"
"Cretodus borodini","species","-84.927780","32.381943"
"Squalicorax falcatus","species","-84.927780","32.381943"
"Pseudohypolophus","genus","-84.927780","32.381943"
"Squatina hassei","species","-74.566666","40.099998"
"Heterodontus","genus","-74.566666","40.099998"
"Chiloscyllium","genus","-74.566666","40.099998"
"Hemiscyllium","genus","-74.566666","40.099998"
"Brachaelurus","genus","-74.566666","40.099998"
"Ginglymostoma","genus","-74.566666","40.099998"
"Pseudodontaspis","genus","-74.566666","40.099998"
"Cretolamna appendiculata","species","-74.566666","40.099998"
"Serratolamna","genus","-74.566666","40.099998"
"Squalicorax kaupi","species","-74.566666","40.099998"
"Sclerorhynchus","genus","-74.566666","40.099998"
"Squalicorax","genus","-93.066666","47.400002"
"Carcharias","genus","-93.066666","47.400002"
"Cretodus semiplicatus","species","-93.066666","47.400002"
"Cenocarcharias","genus","-93.066666","47.400002"
"Cretodus","genus","-93.066666","47.400002"
"Cretolamna appendiculata","species","-93.066666","47.400002"
"Protolamna","genus","-93.066666","47.400002"
"Onchopristis dunklei","species","-93.066666","47.400002"
"Squatirhina","genus","-112.118614","37.634724"
"Squatirhina americana","species","-112.118614","37.634724"
"Myledaphus","genus","-112.118614","37.634724"
"Hemiscyllium","genus","-88.590836","34.439999"
"Ginglymostoma globidens","species","-88.590836","34.439999"
"Carcharias","genus","-88.590836","34.439999"
"Cretolamna appendiculata","species","-88.590836","34.439999"
"Pseudocorax","genus","-88.590836","34.439999"
"Squalicorax kaupi","species","-88.590836","34.439999"
"Sclerorhynchus","genus","-88.590836","34.439999"
"Carcharocles","genus","30.150000","29.316668"
"Isurus praecursor","species","30.150000","29.316668"
"Cretolamna","genus","30.150000","29.316668"
"Abdounia","genus","30.150000","29.316668"
"Carcharhinus","genus","30.150000","29.316668"
"Carcharhinus","genus","30.150000","29.316668"
"Misrichthys","genus","30.150000","29.316668"
"Physogaleus","genus","30.150000","29.316668"
"Rhizoprionodon","genus","30.150000","29.316668"
"Hemipristis","genus","30.150000","29.316668"
"Myliobatis","genus","30.150000","29.316668"
"Myliobatis","genus","30.150000","29.316668"
"Carcharocles","genus","30.666668","29.600000"
"Isurus praecursor","species","30.666668","29.600000"
"Cretolamna","genus","30.666668","29.600000"
"Abdounia","genus","30.666668","29.600000"
"Carcharhinus","genus","30.666668","29.600000"
"Galeocerdo latidens","species","30.666668","29.600000"
"Galeocerdo","genus","30.666668","29.600000"
"Misrichthys","genus","30.666668","29.600000"
"Physogaleus","genus","30.666668","29.600000"
"Rhizoprionodon","genus","30.666668","29.600000"
"Hemipristis","genus","30.666668","29.600000"
"Anoxypristis","genus","30.666668","29.600000"
"Pristis lathami","species","30.666668","29.600000"
"Pristis fajumensis","species","30.666668","29.600000"
"Myliobatis","genus","30.666668","29.600000"
"Myliobatis","genus","30.666668","29.600000"
"Aetobatis irregularis","species","30.666668","29.600000"
"Aetobatus","genus","30.666668","29.600000"
"Propristis schweinfurthi","species","30.150000","29.316668"
"Myledaphus","genus","-108.183609","36.281113"
"Eostegostoma","genus","35.700001","31.183332"
"Cantioscyllium","genus","35.700001","31.183332"
"Cretolamna appendiculata","species","35.700001","31.183332"
"Cretoxyrhina mantelli","species","35.700001","31.183332"
"Squalicorax kaupi","species","35.700001","31.183332"
"Pseudohypolophus","genus","35.700001","31.183332"
"Sclerorhynchus","genus","35.700001","31.183332"
"Squalus","genus","65.500000","41.633331"
"Isistius","genus","65.500000","41.633331"
"Squatina prima","species","65.500000","41.633331"
"Heterodontus","genus","65.500000","41.633331"
"Palaeorhincodon","genus","65.500000","41.633331"
"Odontaspis winkleri","species","65.500000","41.633331"
"Striatolamia macrota","species","65.500000","41.633331"
"Carcharias","genus","65.500000","41.633331"
"Isurus praecursor","species","65.500000","41.633331"
"Notorhynchus","genus","65.500000","41.633331"
"Cretolamna","genus","65.500000","41.633331"
"Carcharocles","genus","65.500000","41.633331"
"Scyliorhinus","genus","65.500000","41.633331"
"Galeorhinus","genus","65.500000","41.633331"
"Abdounia","genus","65.500000","41.633331"
"Abdounia","genus","65.500000","41.633331"
"Abdounia","genus","65.500000","41.633331"
"Galeocerdo latidens","species","65.500000","41.633331"
"Physogaleus","genus","65.500000","41.633331"
"Rhizoprionodon","genus","65.500000","41.633331"
"Pristis","genus","65.500000","41.633331"
"Anoxypristis","genus","65.500000","41.633331"
"Aetobatis irregularis","species","65.500000","41.633331"
"Aktaua","genus","65.500000","41.633331"
"Myliobatis","genus","65.500000","41.633331"
"Rhinoptera","genus","65.500000","41.633331"
"Archaeomanta melenhorsti","species","65.500000","41.633331"
"Burnhamia daviesi","species","65.500000","41.633331"
"Selachii","unranked clade","-0.133889","50.957500"
"Hexanchus","genus","-73.000000","40.099998"
"Hexanchus","genus","-73.000000","40.099998"
"Weltonia","genus","-73.000000","40.099998"
"Squalus minor","species","-73.000000","40.099998"
"Carcharias","genus","-73.000000","40.099998"
"Cretolamna appendiculata","species","-73.000000","40.099998"
"Scyliorhinus","genus","-73.000000","40.099998"
"Palaeogaleus vincenti","species","-73.000000","40.099998"
"Ginglymostoma subafricanum","species","-88.699997","32.366669"
"Nebrius","genus","-88.699997","32.366669"
"Odontaspis","genus","-88.699997","32.366669"
"Odontaspis","genus","-88.699997","32.366669"
"Odontaspis","genus","-88.699997","32.366669"
"Odontaspis","genus","-88.699997","32.366669"
"Odontaspis winkleri","species","-88.699997","32.366669"
"Odontaspis","genus","-88.699997","32.366669"
"Pseudodontaspis lauderdalensis","species","-88.699997","32.366669"
"Pseudodontaspis","genus","-88.699997","32.366669"
"Striatolamia macrota","species","-88.699997","32.366669"
"Carcharias","genus","-88.699997","32.366669"
"Carcharias","genus","-88.699997","32.366669"
"Carcharias","genus","-88.699997","32.366669"
"Carcharias","genus","-88.699997","32.366669"
"Cretolamna","genus","-88.699997","32.366669"
"Cretolamna","genus","-88.699997","32.366669"
"Galeorhinus affinis","species","-88.699997","32.366669"
"Galeorhinus","genus","-88.699997","32.366669"
"Galeorhinus","genus","-88.699997","32.366669"
"Galeorhinus","genus","-88.699997","32.366669"
"Mustelus","genus","-88.699997","32.366669"
"Abdounia","genus","-88.699997","32.366669"
"Abdounia","genus","-88.699997","32.366669"
"Physogaleus","genus","-88.699997","32.366669"
"Physogaleus","genus","-88.699997","32.366669"
"Physogaleus","genus","-88.699997","32.366669"
"Pristis","genus","-88.699997","32.366669"
"Eotorpedo jaekeli","species","-88.699997","32.366669"
"Trygon jaekeli","species","-88.699997","32.366669"
"Myliobatis dixoni","species","-88.699997","32.366669"
"Myliobatis","genus","-88.699997","32.366669"
"Rhinoptera","genus","-88.699997","32.366669"
"Notorynchus","genus","-76.800003","35.400002"
"Echinorhinus blakei","species","-76.800003","35.400002"
"Pteromylaeus","genus","-76.800003","35.400002"
"Aetobatus","genus","-76.800003","35.400002"
"Rhinoptera","genus","-76.800003","35.400002"
"Plinthicus stenodon","species","-76.800003","35.400002"
"Mobula","genus","-76.800003","35.400002"
"Squatina","genus","-76.800003","35.400002"
"Megascyliorhinus miocaenicus","species","-76.800003","35.400002"
"Ginglymostoma","genus","-76.800003","35.400002"
"Rhincodon","genus","-76.800003","35.400002"
"Odontaspis cuspidata","species","-76.800003","35.400002"
"Carcharias","genus","-76.800003","35.400002"
"Odontaspis ferox","species","-76.800003","35.400002"
"Odontaspis acutissima","species","-76.800003","35.400002"
"Megachasma","genus","-76.800003","35.400002"
"Cetorhinus","genus","-76.800003","35.400002"
"Isurus oxyrhinchus","species","-76.800003","35.400002"
"Carcharodon hastalis","species","-76.800003","35.400002"
"Carcharodon subauriculatus","species","-76.800003","35.400002"
"Carcharocles megalodon","species","-76.800003","35.400002"
"Scyliorhinus","genus","-76.800003","35.400002"
"Galeorhinus affinis","species","-76.800003","35.400002"
"Hypogaleus","genus","-76.800003","35.400002"
"Notorynchus","genus","-76.817497","35.359722"
"Hexanchus","genus","-76.817497","35.359722"
"Echinorhinus blakei","species","-76.817497","35.359722"
"Squalus","genus","-76.817497","35.359722"
"Isistius","genus","-76.817497","35.359722"
"Pristis","genus","-76.817497","35.359722"
"Pristis pectinatus","species","-76.817497","35.359722"
"Raja","genus","-76.817497","35.359722"
"Aetobatus","genus","-76.817497","35.359722"
"Mobula","genus","-76.817497","35.359722"
"Manta","genus","-76.817497","35.359722"
"Squatina","genus","-76.817497","35.359722"
"Carcharias taurus","species","-76.817497","35.359722"
"Odontaspis cuspidata","species","-76.817497","35.359722"
"Megachasma","genus","-76.817497","35.359722"
"Parotodus benedenii","species","-76.817497","35.359722"
"Isurus oxyrhinchus","species","-76.817497","35.359722"
"Carcharodon hastalis","species","-76.817497","35.359722"
"Carcharodon hastalis","species","-76.817497","35.359722"
"Lamna","genus","-76.817497","35.359722"
"Carcharocles megalodon","species","-76.817497","35.359722"
"Carcharodon carcharias","species","-76.817497","35.359722"
"Scyliorhinus","genus","-76.817497","35.359722"
"Galeorhinus affinis","species","-76.817497","35.359722"
"Paragaleus","genus","-76.817497","35.359722"
"Hemipristis serra","species","-76.817497","35.359722"
"Galeocerdo cuvier","species","-76.817497","35.359722"
"Carcharhinus leucas","species","-76.817497","35.359722"
"Carcharhinus macloti","species","-76.817497","35.359722"
"Carcharhinus obscurus","species","-76.817497","35.359722"
"Carcharhinus perezi","species","-76.817497","35.359722"
"Carcharhinus plumbeus","species","-76.817497","35.359722"
"Negaprion brevirostris","species","-76.817497","35.359722"
"Sphyrna lewini","species","-76.817497","35.359722"
"Sphyrna media","species","-76.817497","35.359722"
"Sphyrna zygaena","species","-76.817497","35.359722"
"Mustelus","genus","-76.800003","35.400002"
"Paragaleus","genus","-76.800003","35.400002"
"Hemipristis serra","species","-76.800003","35.400002"
"Galeocerdo","genus","-76.800003","35.400002"
"Galeocerdo contortus","species","-76.800003","35.400002"
"Carcharhinus","genus","-76.800003","35.400002"
"Carcharhinus falciformis","species","-76.800003","35.400002"
"Carcharhinus leucas","species","-76.800003","35.400002"
"Carcharhinus perezi","species","-76.800003","35.400002"
"Carcharhinus plumbeus","species","-76.800003","35.400002"
"Rhizoprionodon","genus","-76.800003","35.400002"
"Negaprion brevirostris","species","-76.800003","35.400002"
"Triaenodon obesus","species","-76.800003","35.400002"
"Sphyrna media","species","-76.800003","35.400002"
"Sphyrna zygaena","species","-76.800003","35.400002"
"Heterodontus","genus","-88.699997","32.366669"
"Ginglymostoma subafricanum","species","-88.699997","32.366669"
"Nebrius","genus","-88.699997","32.366669"
"Odontaspis","genus","-88.699997","32.366669"
"Odontaspis","genus","-88.699997","32.366669"
"Odontaspis winkleri","species","-88.699997","32.366669"
"Pseudodontaspis lauderdalensis","species","-88.699997","32.366669"
"Pseudodontaspis","genus","-88.699997","32.366669"
"Striatolamia macrota","species","-88.699997","32.366669"
"Cretolamna","genus","-88.699997","32.366669"
"Cretolamna","genus","-88.699997","32.366669"
"Galeus","genus","-88.699997","32.366669"
"Microscyliorhinus","genus","-88.699997","32.366669"
"Scyliorhinus","genus","-88.699997","32.366669"
"Galeorhinus","genus","-88.699997","32.366669"
"Galeorhinus","genus","-88.699997","32.366669"
"Abdounia","genus","-88.699997","32.366669"
"Abdounia","genus","-88.699997","32.366669"
"Physogaleus","genus","-88.699997","32.366669"
"Physogaleus","genus","-88.699997","32.366669"
"Eotorpedo","genus","-88.699997","32.366669"
"Myliobatis dixoni","species","-88.699997","32.366669"
"Archaeomanta melenhorsti","species","-88.699997","32.366669"
"Burnhamia daviesi","species","-88.699997","32.366669"
"Burnhamia fetahi","species","-88.699997","32.366669"
"Odontaspididae","family","-176.240005","-44.241001"
"Odontaspididae","family","-176.000000","-44.333332"
"Heterodontus","genus","176.533340","-43.666668"
"Carcharias acutissima","species","176.533340","-43.666668"
"Striatolamia macrota","species","176.533340","-43.666668"
"Kirkella","genus","-113.459999","38.849998"
"Kirkella","genus","-113.459999","38.849998"
"Kirkella","genus","-113.459999","38.849998"
"Lamna","genus","7.950000","51.799999"
"Selachii","unranked clade","-88.606392","35.233612"
"Pristis","genus","11.858333","45.651390"
"Lamnidae","family","15.714722","48.831390"
"Selachii","unranked clade","12.371389","51.339722"
"Orectolobiformes","order","36.033333","32.016666"
"Cretolamna","genus","36.033333","32.016666"
"Hemiscyllium","genus","36.270832","30.746111"
"Cretolamna","genus","36.270832","30.746111"
"Plicatoscyllium","genus","36.091946","29.990833"
"Cretolamna biauriculata","species","36.091946","29.990833"
"Squalicorax","genus","36.091946","29.990833"
"Carcharias","genus","36.091946","29.990833"
"Lamniformes","order","36.091946","29.990833"
"Dalpiazia stromeri","species","36.091946","29.990833"
"Hemiscyllium","genus","36.384167","29.802778"
"Plicatoscyllium","genus","36.384167","29.802778"
"Odontaspididae","family","36.384167","29.802778"
"Lamnidae","family","36.384167","29.802778"
"Cretolamna","genus","36.384167","29.802778"
"Squalicorax","genus","36.384167","29.802778"
"Dalpiazia stromeri","species","36.384167","29.802778"
"Plicatoscyllium","genus","35.685001","32.608612"
"Pteroscyllium","genus","35.685001","32.608612"
"Scyliorhinus","genus","35.685001","32.608612"
"Youssoubatis","genus","35.685001","32.608612"
"Hexanchus","genus","36.958332","31.934999"
"Heptranchias","genus","36.958332","31.934999"
"Weltonia","genus","36.958332","31.934999"
"Odontaspididae","family","36.958332","31.934999"
"Pseudocarcharias","genus","36.958332","31.934999"
"Megascyliorhinus","genus","36.958332","31.934999"
"Hexanchus","genus","37.118332","31.574444"
"Heptranchias","genus","37.118332","31.574444"
"Centrophorus","genus","37.118332","31.574444"
"Brachaelurus","genus","37.118332","31.574444"
"Pararhincodon","genus","37.118332","31.574444"
"Carcharias","genus","37.118332","31.574444"
"Isurus","genus","37.118332","31.574444"
"Carcharocles","genus","37.118332","31.574444"
"Scyliorhinus","genus","37.118332","31.574444"
"Physogaleus","genus","37.118332","31.574444"
"Galeocerdo","genus","37.118332","31.574444"
"Carcharhinus","genus","37.118332","31.574444"
"Rhizoprionodon","genus","37.118332","31.574444"
"Hemipristis","genus","37.118332","31.574444"
"Hemigaleidae","family","37.118332","31.574444"
"Triakis","genus","37.118332","31.574444"
"Myliobatis","genus","37.118332","31.574444"
"Torpedo","genus","37.118332","31.574444"
"Carcharias","genus","38.677502","32.520279"
"Galeorhinus","genus","38.677502","32.520279"
"Abdounia","genus","38.677502","32.520279"
"Rhizoprionodon","genus","38.677502","32.520279"
"Scyliorhinus","genus","38.677502","32.520279"
"Archaeomanta","genus","38.677502","32.520279"
"Burnhamia","genus","38.677502","32.520279"
"Carcharocles megalodon","species","15.782500","48.634167"
"Isurus","genus","-118.500000","32.900002"
"Carcharodon","genus","-118.500000","32.900002"
"Galeocerdo","genus","-118.500000","32.900002"
"Hemipristis","genus","-118.500000","32.900002"
"Carcharhinus","genus","-118.500000","32.900002"
"Myliobatidae","family","-118.500000","32.900002"
"Carcharodon hastalis","species","-116.800003","32.116669"
"Isurus","genus","-116.800003","32.116669"
"Carcharocles megalodon","species","-116.800003","32.116669"
"Carcharhinus","genus","-116.800003","32.116669"
"Negaprion","genus","-116.800003","32.116669"
"Galeocerdo aduncus","species","-116.800003","32.116669"
"Galeocerdo","genus","-116.800003","32.116669"
"Hemipristis serra","species","-116.800003","32.116669"
"Hemipristis","genus","-116.800003","32.116669"
"Sphyrna","genus","-116.800003","32.116669"
"Myliobatis","genus","-116.800003","32.116669"
"Carcharocles megalodon","species","-74.719719","-15.580833"
"Squatina","genus","-122.406387","37.293056"
"Cetorhinus","genus","-122.406387","37.293056"
"Carcharodon","genus","-122.406387","37.293056"
"Isurus","genus","-122.406387","37.293056"
"Sphyrna","genus","-122.406387","37.293056"
"Squalicorax","genus","-100.175964","38.716106"
"Protolamna","genus","10.255789","33.172859"
"Cretodus","genus","10.255789","33.172859"
"Myliobatidae","family","-44.385887","-2.404642"
"Cretorectolobus","genus","-0.233333","54.150002"
"Cretorectolobus","genus","-0.233333","54.150002"
"Cretorectolobus","genus","-0.233333","54.150002"
"Notidanodon lanceolatus","species","-0.233333","54.150002"
"Triakidae","family","-0.233333","54.150002"
"Cretorectolobus","genus","-0.233333","54.150002"
"Cretorectolobus","genus","-0.233333","54.150002"
"Notorhynchus","genus","-0.233333","54.150002"
"Heterodontus","genus","20.066668","51.500000"
"Orectolobiformes","order","20.066668","51.500000"
"Protolamna","genus","20.066668","51.500000"
"Palaeoscyllium","genus","20.066668","51.500000"
"Squatina cranei","species","20.066668","51.500000"
"Pseudocetorhinus","genus","6.218458","49.567909"
"Pristis dubius","species","9.703265","52.363239"
"Notorynchus","genus","2.650000","49.349998"
"Squalus orpiensis","species","2.650000","49.349998"
"Heterodontus","genus","2.650000","49.349998"
"Squatina","genus","2.650000","49.349998"
"Striatolamia","genus","2.650000","49.349998"
"Isurolamna","genus","2.650000","49.349998"
"Lamna obliqua","species","2.650000","49.349998"
"Pachygaleus lefevrei","species","2.650000","49.349998"
"Palaeogaleus vincenti","species","2.650000","49.349998"
"Myliobatis","genus","2.650000","49.349998"
"Carcharodon carcharias","species","-71.500000","-30.333332"
"Hemipristis serra","species","178.483337","-18.450001"
"Carcharodon hastalis","species","178.483337","-18.450001"
"Cretolamna appendiculata","species","-74.333336","40.466667"
"Cretolamna","genus","-88.699997","32.366669"
"Cretolamna","genus","-88.699997","32.366669"
"Striatolamia macrota","species","165.016663","-78.366669"
"Galeorhinus","genus","165.016663","-78.366669"
"Carcharodon carcharias","species","-70.841667","-27.080833"
"Carcharodon hastalis","species","-70.841667","-27.080833"
"Lamna","genus","17.321112","-30.324444"
"Isurus","genus","17.321112","-30.324444"
"Carcharodon","genus","17.321112","-30.324444"
"Squalicorax kaupi","species","-109.009720","48.026943"
"Eucrossorhinus microcuspidatus","species","-109.009720","48.026943"
"Cretorectolobus olsoni","species","-109.009720","48.026943"
"Odontaspis sanguinei","species","-109.009720","48.026943"
"Plicatolamna arcuata","species","-109.009720","48.026943"
"Archaeotriakis rochelleae","species","-109.009720","48.026943"
"Myledaphus bipartitus","species","-109.009720","48.026943"
"Squalicorax kaupi","species","-108.936111","47.787498"
"Cretorectolobus olsoni","species","-108.936111","47.787498"
"Plicatolamna arcuata","species","-108.936111","47.787498"
"Myledaphus bipartitus","species","-108.936111","47.787498"
"Squalicorax kaupi","species","-108.909721","48.006943"
"Eucrossorhinus microcuspidatus","species","-108.909721","48.006943"
"Cretorectolobus olsoni","species","-108.909721","48.006943"
"Odontaspis sanguinei","species","-108.909721","48.006943"
"Plicatolamna arcuata","species","-108.909721","48.006943"
"Archaeotriakis rochelleae","species","-108.909721","48.006943"
"Myledaphus bipartitus","species","-108.909721","48.006943"
"Myledaphus bipartitus","species","-109.216667","48.583332"
"Plicatolamna arcuata","species","-106.316666","48.049999"
"Myledaphus bipartitus","species","-106.316666","48.049999"
"Myledaphus bipartitus","species","-109.666664","48.533333"
"Plicatolamna arcuata","species","-108.916664","47.833332"
"Myledaphus bipartitus","species","-108.916664","47.833332"
"Myledaphus bipartitus","species","-109.016670","47.983334"
"Myledaphus bipartitus","species","-109.150002","47.866669"
"Chiloscyllium","genus","-109.009720","48.026943"
"Cretorectolobus olsoni","species","-109.300003","48.250000"
"Myledaphus bipartitus","species","-109.300003","48.250000"
"Lamnidae","family","0.150000","51.433334"
"Carcharodon carcharias","species","-70.879440","-27.139168"
"Carcharodon carcharias","species","-70.879440","-27.139168"
"Prionace","genus","-70.879440","-27.139168"
"Notorhynchus","genus","-2.337500","48.475834"
"Squalus","genus","-2.337500","48.475834"
"Squatina angeloides","species","-2.337500","48.475834"
"Odontaspis cuspidata","species","-2.337500","48.475834"
"Carcharias acutissima","species","-2.337500","48.475834"
"Isurus","genus","-2.337500","48.475834"
"Isurus desori","species","-2.337500","48.475834"
"Carcharocles","genus","-2.337500","48.475834"
"Keasius parvus","species","-2.337500","48.475834"
"Scyliorhinus","genus","-2.337500","48.475834"
"Carcharhinus","genus","-2.337500","48.475834"
"Physogaleus","genus","-2.337500","48.475834"
"Galeocerdo aduncus","species","-2.337500","48.475834"
"Myliobatis oligocaena","species","-2.337500","48.475834"
"Rhinoptera","genus","-2.337500","48.475834"
"Selachii","unranked clade","46.582222","-15.907778"
"Odontaspis cuspidata","species","-89.083336","37.183334"
"Plicatolamna arcuata","species","-107.708336","44.045555"
"Centrophoroides","genus","-107.708336","44.045555"
"Odontaspis","genus","-107.708336","44.045555"
"Pseudodontaspis","genus","-107.708336","44.045555"
"Cretorectolobus olsoni","species","-107.708336","44.045555"
"Myledaphus bipartitus","species","-107.708336","44.045555"
"Plicatolamna arcuata","species","-107.668335","44.121113"
"Squalicorax kaupi","species","-107.668335","44.121113"
"Centrophoroides","genus","-107.668335","44.121113"
"Odontaspis","genus","-107.668335","44.121113"
"Pseudodontaspis","genus","-107.668335","44.121113"
"Ginglymostoma globidens","species","-107.668335","44.121113"
"Cretorectolobus olsoni","species","-107.668335","44.121113"
"Myledaphus bipartitus","species","-107.668335","44.121113"
"Plicatolamna arcuata","species","-107.666664","44.116669"
"Centrophoroides","genus","-107.666664","44.116669"
"Odontaspis","genus","-107.666664","44.116669"
"Odontaspis","genus","-107.666664","44.116669"
"Pseudodontaspis","genus","-107.666664","44.116669"
"Cretorectolobus olsoni","species","-107.666664","44.116669"
"Brachaelurus","genus","-107.666664","44.116669"
"Archaeotriakis rochelleae","species","-107.666664","44.116669"
"Myledaphus bipartitus","species","-107.666664","44.116669"
"Squalicorax","genus","12.633333","56.750000"
"Carcharias","genus","9.858333","48.351391"
"Carcharias","genus","9.858333","48.351391"
"Odontaspis cuspidata","species","9.858333","48.351391"
"Carcharodon hastalis","species","9.858333","48.351391"
"Hemipristis serra","species","9.858333","48.351391"
"Galeocerdo aduncus","species","9.858333","48.351391"
"Carcharias","genus","9.803889","48.325832"
"Carcharias","genus","9.808889","48.334999"
"Odontaspis cuspidata","species","10.016389","48.322777"
"Squatirhina americana","species","-106.876312","41.939877"
"Myledaphus bipartitus","species","-107.000000","41.799999"
"Myledaphus bipartitus","species","-107.000000","41.799999"
"Squatirhina americana","species","-107.000000","41.799999"
