"Carcharhinus egertoni","species","15.97","11.608","12352"
"Carcharhinus egertoni","species","15.97","11.608","52618"
"Carcharhinus egertoni","species","15.97","11.608","52618"
"Carcharhinus egertoni","species","15.97","11.608","52618"
"Carcharhinus egertoni","species","15.97","13.82","52618"
"Carcharhinus egertoni","species","20.44","15.97","24251"
"Carcharhinus egertoni","species","20.44","15.97","9820"
"Carcharhinus egertoni","species","23.03","15.97","36658"
"Carcharhinus egertoni","species","23.03","15.97","36658"
"Carcharhinus egertoni","species","23.03","15.97","36658"
"Carcharhinus egertoni","species","23.03","15.97","51924"
"Carcharhinus egertoni","species","5.333","2.588","32997"
"Carcharhinus egertoni","species","5.333","2.588","48478"
"Carcharhinus egertoni","species","5.333","2.588","48478"
"Carcharhinus egertoni","species","5.333","2.588","48478"
"Carcharhinus egertoni","species","5.333","2.588","49963"
"Carcharhinus egertoni","species","7.246","5.333","16797"
"Carcharhinus falciformis","species","11.608","5.333","52909"
"Carcharhinus falciformis","species","11.608","5.333","52965"
"Carcharhinus falciformis","species","11.62","7.246","52363"
"Carcharhinus falciformis","species","13.82","11.62","18094"
"Carcharhinus falciformis","species","13.82","11.62","52363"
"Carcharhinus falciformis","species","13.82","7.246","52582"
"Carcharhinus falciformis","species","20.44","15.97","52582"
"Carcharhinus falciformis","species","20.44","15.97","52582"
"Carcharhinus falciformis","species","23.03","15.97","47006"
"Carcharhinus falciformis","species","23.03","20.44","52582"
"Carcharhinus falciformis","species","2.588","0","30915"
"Carcharhinus falciformis","species","5.333","2.588","49968"
"Carcharhinus leucas","species","0.126","0.0117","1962"
"Carcharhinus leucas","species","0.126","0.0117","1962"
"Carcharhinus leucas","species","10.3","4.9","46620"
"Carcharhinus leucas","species","11.608","5.333","52569"
"Carcharhinus leucas","species","11.608","5.333","52909"
"Carcharhinus leucas","species","11.62","7.246","52363"
"Carcharhinus leucas","species","11.62","7.246","52363"
"Carcharhinus leucas","species","13.6","10.3","3581"
"Carcharhinus leucas","species","13.6","10.3","52569"
"Carcharhinus leucas","species","13.6","10.3","52569"
"Carcharhinus leucas","species","13.82","11.62","18094"
"Carcharhinus leucas","species","15.97","11.608","52569"
"Carcharhinus leucas","species","1.8","0.3","15601"
"Carcharhinus leucas","species","1.8","0.3","1960"
"Carcharhinus leucas","species","5.333","2.588","49968"
"Carcharhinus leucas","species","5.333","2.588","49969"
"Carcharhinus leucas","species","5.333","3.6","12358"
"Carcharhinus leucas","species","5.333","3.6","18094"
"Carcharhinus leucas","species","5.333","3.6","55446"
"Carcharhinus leucas","species","7.246","4.9","52967"
"Carcharhinus leucas","species","7.246","5.333","49965"
"Carcharhinus leucas","species","7.246","5.333","52967"
"Carcharhinus leucas","species","7.246","5.333","55065"
"Carcharhinus macloti","species","11.62","7.246","37592"
"Carcharhinus macloti","species","47.8","41.3","289"
"Carcharhinus macloti","species","5.333","3.6","18094"
"Carcharhinus obscurus","species","0.126","0.0117","1962"
"Carcharhinus obscurus","species","0.126","0.0117","1962"
"Carcharhinus obscurus","species","11.62","7.246","52363"
"Carcharhinus obscurus","species","11.62","7.246","55065"
"Carcharhinus obscurus","species","15.97","11.608","30733"
"Carcharhinus obscurus","species","15.97","11.608","52781"
"Carcharhinus obscurus","species","15.97","11.608","52781"
"Carcharhinus obscurus","species","15.97","11.608","52781"
"Carcharhinus obscurus","species","15.97","11.608","52781"
"Carcharhinus obscurus","species","23.03","11.608","52781"
"Carcharhinus obscurus","species","23.03","15.97","11413"
"Carcharhinus obscurus","species","2.588","0","30915"
"Carcharhinus obscurus","species","5.333","2.588","49968"
"Carcharhinus obscurus","species","5.333","2.588","49969"
"Carcharhinus obscurus","species","5.333","3.6","18094"
"Carcharhinus obscurus","species","7.246","4.9","52967"
"Carcharhinus obscurus","species","7.246","5.333","55065"
"Carcharhinus perezi","species","11.62","7.246","52363"
"Carcharhinus perezi","species","11.62","7.246","52363"
"Carcharhinus perezi","species","13.82","11.62","18094"
"Carcharhinus perezi","species","23.03","15.97","11413"
"Carcharhinus perezi","species","5.333","3.6","18094"
"Carcharhinus perezi","species","7.246","4.9","52967"
"Carcharhinus perezi","species","7.246","4.9","52967"
"Carcharhinus perezi","species","7.246","5.333","52967"
"Carcharhinus perseus","species","28.4","23.03","48852"
"Carcharhinus perseus","species","33.9","23.03","48852"
"Carcharhinus perseus","species","33.9","28.1","48852"
"Carcharhinus perseus","species","33.9","28.1","48852"
"Carcharhinus perseus","species","33.9","28.4","48852"
"Carcharhinus plumbeus","species","11.608","5.333","52569"
"Carcharhinus plumbeus","species","11.62","7.246","52363"
"Carcharhinus plumbeus","species","11.62","7.246","55065"
"Carcharhinus plumbeus","species","13.82","11.62","18094"
"Carcharhinus plumbeus","species","23.03","15.97","12499"
"Carcharhinus plumbeus","species","2.588","0","30915"
"Carcharhinus plumbeus","species","5.333","3.6","18094"
"Carcharhinus plumbeus","species","7.246","4.9","52967"
"Carcharhinus plumbeus","species","7.246","5.333","52967"
"Carcharhinus priscus","species","11.608","5.333","13708"
"Carcharhinus priscus","species","11.608","5.333","13708"
"Carcharhinus priscus","species","11.608","5.333","52618"
"Carcharhinus priscus","species","11.608","5.333","52618"
"Carcharhinus priscus","species","11.608","5.333","52965"
"Carcharhinus priscus","species","11.608","5.333","52968"
"Carcharhinus priscus","species","13.65","12.7","52771"
"Carcharhinus priscus","species","13.65","12.7","52772"
"Carcharhinus priscus","species","13.65","12.7","52778"
"Carcharhinus priscus","species","13.82","11.62","52618"
"Carcharhinus priscus","species","13.82","11.62","52618"
"Carcharhinus priscus","species","13.82","11.62","52618"
"Carcharhinus priscus","species","13.82","11.62","52633"
"Carcharhinus priscus","species","13.82","11.62","52633"
"Carcharhinus priscus","species","13.82","11.62","52633"
"Carcharhinus priscus","species","13.82","11.62","52731"
"Carcharhinus priscus","species","13.82","11.62","52731"
"Carcharhinus priscus","species","15.97","11.608","30733"
"Carcharhinus priscus","species","15.97","11.608","52618"
"Carcharhinus priscus","species","15.97","11.608","52618"
"Carcharhinus priscus","species","15.97","11.608","52618"
"Carcharhinus priscus","species","15.97","11.608","52618"
"Carcharhinus priscus","species","15.97","11.608","52731"
"Carcharhinus priscus","species","15.97","13.65","13612"
"Carcharhinus priscus","species","15.97","13.82","52618"
"Carcharhinus priscus","species","15.97","13.82","52633"
"Carcharhinus priscus","species","15.97","13.82","52633"
"Carcharhinus priscus","species","15.97","13.82","52633"
"Carcharhinus priscus","species","15.97","13.82","52731"
"Carcharhinus priscus","species","15.97","13.82","52731"
"Carcharhinus priscus","species","15.97","13.82","52731"
"Carcharhinus priscus","species","20.44","15.97","23349"
"Carcharhinus priscus","species","23.03","15.97","12499"
"Carcharhinus priscus","species","23.03","15.97","12755"
"Carcharhinus priscus","species","23.03","15.97","24210"
"Carcharhinus priscus","species","23.03","15.97","36658"
"Carcharhinus priscus","species","23.03","15.97","36658"
"Carcharhinus priscus","species","5.333","2.588","29366"
"Carcharhinus priscus","species","5.333","2.588","48478"
"Carcharhinus priscus","species","5.333","2.588","48478"
"Carcharhinus priscus","species","5.333","2.588","49963"
"Carcharhinus priscus","species","7.246","5.333","16797"
"Carcharias acutissima","species","11.608","5.333","49965"
"Carcharias acutissima","species","13.82","11.62","15016"
"Carcharias acutissima","species","13.82","11.62","52633"
"Carcharias acutissima","species","13.82","11.62","52633"
"Carcharias acutissima","species","13.82","11.62","52633"
"Carcharias acutissima","species","13.82","11.62","52633"
"Carcharias acutissima","species","13.82","11.62","52731"
"Carcharias acutissima","species","13.82","11.62","52731"
"Carcharias acutissima","species","15.97","11.608","52731"
"Carcharias acutissima","species","15.97","13.82","52633"
"Carcharias acutissima","species","15.97","13.82","52633"
"Carcharias acutissima","species","15.97","13.82","52731"
"Carcharias acutissima","species","15.97","13.82","52731"
"Carcharias acutissima","species","23.03","20.44","27089"
"Carcharias acutissima","species","33.9","28.1","60711"
"Carcharias acutissima","species","33.9","28.4","23435"
"Carcharias acutissima","species","43","36","13610"
"Carcharias acutissima","species","55.8","37.2","149"
"Carcharias acutissima","species","55.8","37.2","149"
"Carcharias acutissima","species","7.246","4.9","52967"
"Carcharias acutissima","species","7.246","4.9","52967"
"Carcharias acutissima","species","7.246","5.333","52967"
"Carcharias (Aprionodon) frequens","species","38","33.9","47889"
"Carcharias (Aprionodon) frequens","species","41.3","38","11199"
"Carcharias collata","species","11.62","7.246","38753"
"Carcharias collata","species","15.97","13.82","23697"
"Carcharias collata","species","20.44","15.97","17219"
"Carcharias (Physodon) quartus","species","38","33.9","47889"
"Carcharias (Prionodon) egertoni","species","15.97","13.82","12189"
