"Carcharhinus plumbeus","species","49.393612","25.983610"
"Carcharhinus plumbeus","species","-76.817497","35.359722"
"Carcharhinus plumbeus","species","-76.800003","35.400002"
"Carcharhinus plumbeus","species","-80.807220","32.458332"
"Carcharhinus plumbeus","species","-79.836388","9.354444"
"Carcharhinus plumbeus","species","-82.599998","29.650000"
"Carcharhinus plumbeus","species","-8.173333","38.166389"
"Carcharhinus plumbeus","species","-8.118056","39.301666"
"Carcharhinus plumbeus","species","-80.044724","9.281389"
"Carcharhinus obscurus","species","-81.066666","31.983334"
"Carcharhinus obscurus","species","-81.099998","32.000000"
"Carcharhinus obscurus","species","-70.050003","10.366667"
"Carcharhinus obscurus","species","-76.817497","35.359722"
"Carcharhinus obscurus","species","-84.532776","9.520000"
"Carcharhinus obscurus","species","-80.807220","32.458332"
"Carcharhinus obscurus","species","-112.291389","27.368055"
"Carcharhinus obscurus","species","-109.616669","23.166668"
"Carcharhinus obscurus","species","-79.836388","9.354444"
"Carcharhinus obscurus","species","-61.432365","12.475512"
"Carcharhinus obscurus","species","-61.423439","12.487568"
"Carcharhinus obscurus","species","-61.430370","12.463584"
"Carcharhinus obscurus","species","-61.424637","12.489823"
"Carcharhinus obscurus","species","-61.422779","12.486831"
"Carcharhinus obscurus","species","-8.173333","38.166389"
"Carcharhinus obscurus","species","-80.293335","9.156389"
"Carcharhinus obscurus","species","-80.044724","9.281389"
"Carcharias taurus","species","-81.066666","31.983334"
"Carcharias taurus","species","-81.099998","32.000000"
"Carcharias taurus","species","7.458889","43.765556"
"Carcharias taurus","species","141.933334","-37.724998"
"Carcharias taurus","species","144.300003","-38.333332"
"Carcharias taurus","species","144.270279","-38.204166"
"Carcharias taurus","species","144.280563","-38.092499"
"Carcharias taurus","species","145.042221","-37.992779"
"Carcharias taurus","species","145.752502","-40.983612"
"Carcharias taurus","species","-52.326389","-32.388332"
"Carcharias taurus","species","-82.516670","29.549999"
"Carcharias taurus","species","-82.500000","27.700001"
"Carcharias taurus","species","-74.719719","-15.580833"
"Carcharias taurus","species","-80.811386","27.830278"
"Carcharias taurus","species","-76.817497","35.359722"
"Carcharias taurus","species","14.004444","32.732498"
"Carcharias taurus","species","-6.675833","37.333332"
"Carcharias taurus","species","-6.676944","37.327221"
"Carcharias taurus","species","-6.612222","37.351112"
"Carcharias taurus","species","-6.842500","37.271111"
"Carcharias taurus","species","13.300000","-8.750000"
"Carcharias taurus","species","3.057778","39.920834"
"Carcharias taurus","species","-82.233330","23.100000"
"Carcharias taurus","species","-82.525833","27.292221"
"Carcharias taurus","species","14.236111","36.072224"
"Carcharias taurus","species","14.340278","35.927776"
"Carcharias taurus","species","14.236111","36.080555"
"Carcharias taurus","species","14.333333","35.900002"
"Carcharias taurus","species","14.336111","35.908333"
"Carcharias taurus","species","-61.432365","12.475512"
"Carcharias taurus","species","-60.491669","-32.083332"
"Carcharias taurus","species","-82.599998","29.650000"
"Carcharias taurus","species","-81.650002","30.330000"
"Carcharias taurus","species","-80.633057","-5.193333"
"Carcharias taurus","species","-9.202222","39.067780"
"Cetorhinus maximus","species","5.729444","51.700279"
"Cetorhinus maximus","species","6.606111","52.147778"
"Cetorhinus maximus","species","10.531667","43.464722"
"Cetorhinus maximus","species","-122.446381","37.470150"
"Cetorhinus maximus","species","-122.446381","37.000000"
"Cetorhinus maximus","species","9.000000","55.283333"
"Cetorhinus maximus","species","139.649994","35.866669"
"Cetorhinus maximus","species","139.638062","35.444168"
"Cetorhinus maximus","species","137.069443","37.295834"
"Cetorhinus maximus","species","8.650000","52.799999"
"Cetorhinus maximus","species","16.633333","48.805557"
