Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
161622,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,kukujevi,"(Dolganov, 1985)",,,,,Raja kukujevi  ,Mid-Atlantic Skate,,,LC,,3.1,2015,stable,N
44619,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,leopardus,"(von Bonde & Swart, 1923)",,,,,"",Leopard Skate,,,LC,,3.1,2004,unknown,N
161377,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,lintea,"(Fries, 1838)",,,,,Dipturus linteus|Raja lintea  ,Sailray,,,LC,,3.1,2009,unknown,N
44655,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,nigerrima,"(de Buen, 1960)",,,,,Breviraja nigerrima  |Malacoraja nigerrima  ,Blackish Skate,,,LC,,3.1,2004,unknown,N
161702,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,purpuriventralis,"(Bigelow & Schroeder, 1962)",,,,,Raja purpuriventralis  ,Purplebelly Skate,,,LC,,3.1,2009,unknown,N
44620,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,ravidula,"(Hulley, 1970)",,,,,"",Smoothback Skate,,,LC,,3.1,2004,unknown,N
44645,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,sadowskii,"(Krefft & Stehmann, 1974)",,,,,"",Brazilian Skate,,,DD,,3.1,2004,unknown,N
41848,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINIDAE,Rhina,ancylostoma,"Bloch & Schneider, 1801",,,,,"","Shark Ray, Mud Skate, Bowmouth Guitarfish",,,VU,A2bd+3bd+4bd,3.1,2016,decreasing,N
19488,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,RHINCODONTIDAE,Rhincodon,typus,"Smith, 1828",,,,,"",Whale Shark,Requin Baleine,Tiburón Ballena,EN,A2bd+4bd,3.1,2016,decreasing,N
161320,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Rhinobatos,albomaculatus,"Norman, 1930",,,,,"",White-spotted Guitarfish,Poisson-guitare à Lunaires,Guitarra Pecosa,VU,A4bd,3.1,2009,decreasing,N
161478,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Rhinobatos,annandalei,"Norman, 1926",,,,,"",Annandale's Guitarfish,,,DD,,3.1,2009,unknown,N
161405,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Rhinobatos,holcorhynchus,"Norman, 1922",,,,,"",Slender Guitarfish,,,DD,,3.1,2009,unknown,N
60167,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Rhinobatos,hynnicephalus,"Richardson, 1846",,,,,"",Ringstraked Guitarfish,,,NT,,3.1,2006,unknown,N
161409,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Rhinobatos,irvinei,"Norman, 1931",,,,,"",Spineback Guitarfish,Raie-Guitare d'Irvine,Irvine Guitarra,VU,A4bd,3.1,2009,decreasing,N
63167,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Rhinobatos,jimbaranensis,"Last, White & Fahmi, 2006",,,,,Rhinobatos sp. nov. subspecies ,,,,VU,"A2cd+3cd+4cd; B1ab(iii,v)",3.1,2006,decreasing,N
161677,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Rhinobatos,lionotus,"Norman, 1926",,,,,"",Smoothback Guitarfish,,,DD,,3.1,2009,unknown,N
60169,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Rhinobatos,nudidorsalis,"Last, Compagno & Nakaya, 2004",,,,,"","Nakedback Guitarfish, Bareback Shovelnose Ray",,,NT,,3.1,2006,unknown,N
63166,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Rhinobatos,penggali,"Last, White & Fahmi, 2006",,,,,Rhinobatos sp. nov. subspecies ,,,,VU,A2cd+3cd+4cd,3.1,2006,decreasing,N
161447,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Rhinobatos,punctifer,"Compagno & Randall, 1987",,,,,"",Spotted Guitarfish,,,DD,,3.1,2009,unknown,N
63131,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Rhinobatos,rhinobatos,"(Linnaeus, 1758)",,,,,Raja rhinobatos,"Common Guitarfish, Violinfish",Guitare De Mer Commune,"Guitarra, Guitarra Comùn, Guitarró",EN,A4cd,3.1,2007,decreasing,N
42721,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Rhinobatos,sainsburyi,"Last, 2004",,,,,"",Goldeneye Shovelnose Ray,,,LC,,3.1,2015,unknown,N
161713,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Rhinobatos,schlegelii,"Müller & Henle, 1841",,,,,"",Brown Guitarfish,,,DD,,3.1,2009,unknown,N
60144,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,RHINOCHIMAERIDAE,Rhinochimaera,africana,"Compagno, Stehmann & Ebert, 1990",,,,,"","Paddlenose Spookfish, Paddlenose Chimaera",,,DD,,3.1,2016,unknown,N
60145,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,RHINOCHIMAERIDAE,Rhinochimaera,atlantica,"Holt & Byrne, 1909",,,,,"","Straightnose Rabbitfish, Broadnose Chimaera, Spearnose Chimaera, Knifenose Chimaera",Chimère Nez Lance,Narigón Sierra,LC,,3.1,2006,unknown,N
60146,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,RHINOCHIMAERIDAE,Rhinochimaera,pacifica,"(Mitsukuri, 1895)",,,,,"","Pacific Spookfish, Knifenose Chimaera",,,LC,,3.1,2015,unknown,N
60128,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOPTERIDAE,Rhinoptera,bonasus,"(Mitchill, 1815)",,,,,"","Cowfish, Cownose Ray, Skeete",Mourine Américaine,"Cara De Vaca, Gavilan Mancha, Gavilan Manchado, Mancha, Raya Gavilán",NT,,3.1,2006,unknown,N
44595,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOPTERIDAE,Rhinoptera,brasiliensis,"Müller, 1836",,,,,"",Brazilian Cownose Ray,,,EN,"A2abcd+3bcd+4abcd; B1ab(i,iii,v)",3.1,2004,decreasing,N
60129,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOPTERIDAE,Rhinoptera,javanica,"Müller & Henle, 1841",,,,,"","Flapnose Ray, Javanese Cownose Ray",Mourine Javanaise,,VU,A2d+3cd+4cd,3.1,2006,unknown,N
161463,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOPTERIDAE,Rhinoptera,marginata,"(Geoffroy Saint-Hilaire, 1817)",,,,,Myliobatis marginata,Lusitanian Cownose Ray,,,NT,,3.1,2009,unknown,N
161530,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOPTERIDAE,Rhinoptera,neglecta,"Ogilby, 1912",,,,,"","Australian Cownose Ray, Flap Ray",,,DD,,3.1,2015,unknown,N
60130,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RHINOPTERIDAE,Rhinoptera,steindachneri,"Evermann & Jenkins, 1891",,,,,"","Golden Cownose Ray, Hawkray, Pacific Cownose Ray",,"Gavilán, Gavilán Negro",NT,,3.1,2006,unknown,N
63102,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Rhinoraja,albomaculata,"(Norman, 1937)",,,,,Bathyraja albomaculata  ,Whitedotted Skate,,"Raya De Manchas Blancas, Rayas De Lunares",VU,A4bcd,3.1,2007,unknown,N
161534,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Rhinoraja,kujiensis,"(Tanaka, 1916)",,,,,Bathyraja kujiensis  ,Dapplebellied Softnose Skate,,,LC,,3.1,2009,unknown,N
161575,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Rhinoraja,longicauda,"Ishiyama, 1952",,,,,Bathyraja longicauda  ,,,,LC,,3.1,2009,unknown,N
63117,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Rhinoraja,macloviana,"(Norman, 1937)",,,,,Bathyraja macloviana  |Raja macloviana  ,Patagonian Skate,,Raya Espinosa,NT,,3.1,2007,unknown,N
63143,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Rhinoraja,magellanica,"(Philippi, 1902)",,,,,Bathyraja magellanica  |Raja magellanica  ,Magellan Skate,,Raya Atigrada,DD,,3.1,2007,unknown,N
63144,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Rhinoraja,multispinis,"(Norman, 1937)",,,,,Bathyraja multispinis  |Raja multispinis  ,Multispine Skate,,Raya Aserrada,NT,,3.1,2007,unknown,N
161391,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Rhinoraja,murrayi,"(Günther, 1880)",,,,,Bathyraja murrayi  |Raja murrati  ,Murray's Skate,,,NT,,3.1,2009,unknown,N
161742,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Rhinoraja,odai,"Ishiyama, 1958",,,,,Bathyraja odai  ,Oda Skate,,,LC,,3.1,2009,unknown,N
161600,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Rhinoraja,taranetzi,"Dolganov, 1983",,,,,Bathyraja hubbsi  |Bathyraja taranetzi|Rhinoraja longi  ,Mud Skate,,,LC,,3.1,2015,stable,N
41850,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Rhizoprionodon,acutus,"(Rüppell, 1837)",,,,,Carcharias acutus,"Milk Shark, Fish-shark, Longman's Shark, White-eyed Shark",,,LC,,3.1,2003,unknown,N
44666,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Rhizoprionodon,lalandii,"(Müller & Henle, 1839)",,,,,Carcharias lalandii  ,Brazilian Sharpnose Shark,,Cazon Chino,DD,,3.1,2004,unknown,N
161662,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Rhizoprionodon,longurio,"(Jordan & Gilbert, 1882)",,,,,Carcharias longurio  ,Pacific Sharpnose Shark,Requin Bironche,"Cazon Bironche, Cazon Picudo del Pacífico",DD,,3.1,2009,unknown,N
41851,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Rhizoprionodon,oligolinx,"Springer, 1964",,,,,"",Grey Sharpnose Shark,,,LC,,3.1,2003,unknown,N
61407,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Rhizoprionodon,porosus,"(Poey, 1861)",,,,,"",Caribbean Sharpnose Shark,Requin Aiguille Antillais,"Cazon De Playa, Cazón Picudo Antillano",LC,,3.1,2006,stable,N
41852,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Rhizoprionodon,taylori,"(Ogilby, 1915)",,,,,"",Australian Sharpnose Shark,,,LC,,3.1,2003,unknown,N
39382,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Rhizoprionodon,terraenovae,"(Richardson,1836)",,,,,Squalus terraenovae  ,Atlantic Sharpnose Shark,,,LC,,3.1,2009,unknown,N
41853,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINIDAE,Rhynchobatus,australiae,"Whitley, 1939",,,,,Rhynchobatus djiddensis subspecies australiae,"White-spotted Guitarfish, White-spotted Wedgefish",,,VU,A2bd+3bd+4bd,3.1,2003,decreasing,N
39394,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINIDAE,Rhynchobatus,djiddensis,"(Forsskål, 1775)",,,,,Raja djiddensis,"Giant Guitarfish, Whitespotted Wedgefish",,,VU,A2d+3d+4d,3.1,2006,decreasing,N
41854,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINIDAE,Rhynchobatus,laevis,"(Bloch & Schneider, 1801)",,,,,Rhinobatus laevis,Smoothnose Wedgefish,,,VU,A2bd+3bd+4bd,3.1,2016,decreasing,N
60180,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINIDAE,Rhynchobatus,luebberti,"Ehrenbaum, 1915",,,,,Rhynchobatus atlanticus  ,"African Wedgefish, Lubbert's Guitarfish, Guitarra, Spikenose Wedgefish",Guitare A Tachés,,EN,A2ad+3d+4ad,3.1,2006,decreasing,N
60181,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINIDAE,Rhynchobatus,sp. nov. A,,,,,,"",Roughnose Wedgefish,,,VU,A2ad+3d+4ad,3.1,2006,decreasing,N
60182,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINIDAE,Rhynchobatus,springeri,"Compagno & Last, 2010",,,,,Rhynchobatus sp. nov. B  ,Broadnose Wedgefish,,,VU,A2ad+3d+4ad,3.1,2006,decreasing,N
63109,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Rioraja,agassizii,"(Müller & Henle, 1841)",,,,,Rioraja agassizi  ,Rio Skate,,Raya Lisa,VU,A4d,3.1,2007,unknown,N
61408,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rostroraja,alba,"(Lacepède, 1803)",,,,,"","White Skate, Bottlenose Skate, Spearnose Skate",Raie Blanche,Raya Bramante,EN,A2cd+4cd,3.1,2006,decreasing,N
39347,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Schroederichthys,bivius,"(Müller & Henle, 1838)",,,,,Scyllium bivium  ,Narrowmouth Catshark,,,DD,,3.1,2005,unknown,N
44585,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Schroederichthys,chilensis,"(Guichenot, 1848)",,,,,Halaelurus chilensis  ,Chilean Catshark,,Pintarroja Común,DD,,3.1,2004,unknown,N
161544,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Schroederichthys,maculatus,"Springer, 1966",,,,,"",Narrowtail Catshark,Holbiche Petite Queue,Pejegato Rabo Fino,LC,,3.1,2009,unknown,N
44586,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Schroederichthys,saurisqualus,"Soto, 2001",,,,,"",Lizard Catshark,,,VU,"B1ab(iii,v)",3.1,2004,unknown,N
44587,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Schroederichthys,tenuis,"Springer, 1966",,,,,"",Slender Catshark,Holbiche Mannequin,Pejegato Menudo,DD,,3.1,2004,unknown,N
39383,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Scoliodon,laticaudus,"Müller & Henle, 1838",,,,,"",Spadenose Shark,,,NT,,3.1,2009,unknown,N
44588,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,besnardi,"Springer & Sadowsky, 1970",,,,,"",Polkadot Catshark,,,DD,,3.1,2004,unknown,N
161336,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,boa,"Goode & Bean, 1896",,,,,"",Boa Catshark,Roussette Boa,Alitán Boa,LC,,3.1,2009,unknown,N
161399,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,canicula,"(Linnaeus, 1758)",,,,,Squalus canicula  ,"Small Spotted Catshark, Lesser Spotted Dogfish",Petite Roussette,Pintarroja,LC,,3.1,2009,stable,N
39349,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,capensis,"(Müller & Henle, 1838)",,,,,"","Dogfish, Lazy Shark, Spotted Lazyshark, White-spotted Dogfish, Yellowspotted Catshark",Roussette À Taches Jaunes,Alitán De Manchas Amarillas,NT,,3.1,2004,unknown,N
60234,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,cervigoni,"Maurin & Bonnet, 1970",,,,,"",West African Catshark,Roussette Thalassa,Alitán Africano,DD,,3.1,2006,unknown,N
161429,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,comoroensis,"Compagno, 1988",,,,,"",Comoro Catshark,,,DD,,3.1,2009,unknown,N
161458,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,garmani,"(Fowler, 1934)",,,,,Halaelurus garmani  ,,,,DD,,3.1,2009,unknown,N
44589,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,haeckelii,"(Miranda Ribeiro, 1907)",,,,,Scyliorhinus fernandezi  ,Freckled Catshark,,,DD,,3.1,2004,unknown,N
44590,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,hesperius,"Springer, 1966",,,,,"",Whitesaddled Catshark,Roussette Selle Blanche,Alitán Ensillado,DD,,3.1,2004,unknown,N
60232,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,meadi,"Springer, 1966",,,,,"",Blotched Catshark,Roussette Cloquée,Alitán Pintarrajo,DD,,3.1,2006,unknown,N
60233,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,retifer,"(Garman, 1881)",,,,,"","Chain Catshark, Chain Dogfish",Roussette Maille,Alitán Mallero,LC,,3.1,2006,increasing,N
161484,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,stellaris,"(Linnaeus, 1758)",,,,,Squalus stellaris  ,Nursehound,Grande Roussette,Alitán,NT,,3.1,2009,unknown,N
161412,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,tokubee,"Shirai, Hagiwara & Nakaya, 1992",,,,,"",Izu Catshark,,,DD,,3.1,2009,unknown,N
161435,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,torazame,"(Tanaka, 1908)",,,,,Catulus torazame  |Scylliorhinus rudis  ,Cloudy Catshark,,,LC,,3.1,2009,unknown,N
161449,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,torrei,"Howell Rivero, 1936",,,,,"","Dwarf Catshark, Whitespotted Catshark, Cuban Catshark",Roussette Naine,Alitán Enano,LC,,3.1,2009,unknown,N
39360,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Scylliogaleus,quecketti,"Boulenger, 1902",,,,,"",Flapnose Houndshark,,,VU,B1ab(iii); C2a(ii),3.1,2005,unknown,N
41855,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Scymnodalatias,albicauda,"Taniuchi & Garrick,1986",,,,,"",Whitetail Dogfish,,,DD,,3.1,2003,unknown,N
161583,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Scymnodalatias,garricki,"Kukuev & Konovalenko, 1988",,,,,"",Azores Dogfish,,,DD,,3.1,2015,unknown,N
44570,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Scymnodalatias,oligodon,"Kukuev & Konovalenko, 1988",,,,,"",Sparsetooth Dogfish,,,DD,,3.1,2004,unknown,N
41856,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Scymnodalatias,sherwoodi,"(Archey, 1921)",,,,,"",Sherwood Dogfish,,,DD,,3.1,2003,unknown,N
161717,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Scymnodon,ringens,"Barbosa du Bocage & de Brito Capello, 1864",,,,,"",Knifetooth Dogfish,Squale-grogneur Commun,Bruja,DD,,3.1,2009,unknown,N
161379,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Sinobatis,borneensis,"(Chan, 1965)",,,,,Anacanthobatis borneensis  ,Borneo Legskate,,,LC,,3.1,2009,unknown,N
195477,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Sinobatis,bulbicauda,"Last & Séret, 2008",,,,,"",Western Legskate,,,LC,,3.1,2015,unknown,N
195478,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Sinobatis,caerulea,"Last & Séret, 2008",,,,,"","Blue Legskate, Indigo Legskate",,,DD,,3.1,2015,unknown,N
195479,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Sinobatis,filicauda,"Last & Séret, 2008",,,,,"",Eastern Legskate,,,DD,,3.1,2015,unknown,N
161358,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Sinobatis,melanosoma,"(Chan, 1965)",,,,,Anacanthobatis melanosoma  |Springeria melanosoma  ,Blackbodied Legskate,,,LC,,3.1,2009,unknown,N
41857,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Somniosus,antarcticus,"Whitley, 1939",,,,,"","Southern Sleeper Shark, Whitely's Sleeper Shark",,,DD,,3.1,2003,unknown,N
161552,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Somniosus,longus,"(Tanaka, 1912)",,,,,Heteroscymnus longus  ,Frog Shark,,,DD,,3.1,2009,unknown,N
60213,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Somniosus,microcephalus,"(Bloch & Schneider, 1801)",,,,,Squalus microcephalus,"Greenland Shark, Sleeper Shark, Large Sleeper Shark, Sleeper, Gurry Shark",Laimargue Du Groenland,"Tiburón Boreal, Tollo De Groenlandia",NT,,3.1,2006,unknown,N
161403,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Somniosus,pacificus,"Bigelow & Schroeder, 1944",,,,,"",Pacific Sleeper Shark,Laimargue Dormeur,Tollo Negro Dormilón,DD,,3.1,2009,unknown,N
161432,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Somniosus,rostratus,"(Risso, 1827)",,,,,Scymnus rostratus  ,Little Sleeper Shark,,,DD,,3.1,2009,unknown,N
44591,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Sphyrna,corona,"Springer, 1940",,,,,"","Crown Shark, Mallethead Shark, Scalloped Bonnethead",Requin-marteau Cornu,Cornuda Coronada,NT,,3.1,2004,unknown,N
39385,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Sphyrna,lewini,"(Griffith & Smith, 1834)",,,,,Sphyrna couardi|Zygaena lewini  ,Scalloped Hammerhead,,,EN,A2bd+4bd,3.1,2007,unknown,N
60201,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Sphyrna,media,"Springer, 1940",,,,,Sphyrna nana  ,Scoophead Shark,Requin-marteau Écope,"Cachona, Cornuda Cuchara, Tiburón Cabeza De Pala, Tiburón Martillo Cuchara",DD,,3.1,2006,unknown,N
39386,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Sphyrna,mokarran,"(Rüppell, 1837)",,,,,Zygaena mokarran,"Great Hammerhead, Squat-headed Hammerhead Shark, Hammerhead Shark","Sorosena, Grand Requin-marteau, Marieau Millet, Poisson Pantouflier","Cornuda, El Tiburon, Guardia Civil, Pez Martillo, Tiburon",EN,A2bd+4bd,3.1,2007,decreasing,N
39387,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Sphyrna,tiburo,"(Linnaeus, 1758)",,,,,Squalus tiburo,Bonnethead Shark,,,LC,,3.1,2016,stable,N
60202,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Sphyrna,tudes,"(Valenciennes, 1822)",,,,,"","Curry Shark, Golden Hammerhead, Smalleye Hammerhead Shark",Requin-marteau À Petits Yeux,"Cornuda Ojichica, Tiburón",VU,A2ad+3d+4ad,3.1,2006,decreasing,N
39388,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Sphyrna,zygaena,"(Linnaeus, 1758)",,,,,"",Smooth Hammerhead,"Requin-marteau commun, Requin marteau lisse",,VU,A2bd+3bd+4bd,3.1,2005,decreasing,N
161496,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Spiniraja,whitleyi,"(Iredale, 1938)",,,,,Dipturus whitleyi  |Raja whitleyi,"Melbourne Skate, Rough Skate, Great Skate, Wedgenose Skate, Whitley's Skate",,,VU,A2bd+4bd,3.1,2009,unknown,N
41858,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Squaliolus,aliae,"Teng, 1959",,,,,"",Smalleye Pygmy Shark,,,LC,,3.1,2015,unknown,N
