Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
195427,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,argiloba,"Last, White & Pogonoski, 2008",,,,,"",Whitefin Chimaera,,,LC,,3.1,2015,unknown,N
195428,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,bahamaensis,"Kemper, Ebert, Didier & Compagno, 2010",,,,,"",Bahamas Ghost Shark,,,DD,,3.1,2011,unknown,N
60183,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,cubana,"Howell Rivero, 1936",,,,,"",Cuban Chimaera,Chimère De Cuba,"Mariposa, Quimera Cubano",DD,,3.1,2006,unknown,N
195429,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,fulva,"Didier, Last & White, 2008",,,,,"",Southern Chimaera,,,LC,,3.1,2015,stable,N
60184,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,jordani,"Tanaka, 1905",,,,,"",Jordan's Chimaera,,,DD,,3.1,2006,unknown,N
60185,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,lignaria,"Didier, 2002",,,,,"","Giant Chimaera, Carpenter's Chimaera, Giant Purple Chimaera",,,LC,,3.1,2015,unknown,N
195430,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,macrospina,"Didier, Last & White, 2008",,,,,"",Longspine Chimaera,,,LC,,3.1,2015,unknown,N
63114,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,monstrosa,"Linnaeus,1758",,,,,"",Rabbitfish,Chimère Commun,"Gato, Quimera",NT,,3.1,2007,stable,N
195431,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,notafricana,"Kemper, Ebert, Compagno & Didier, 2010",,,,,"",Cape Chimaera,,,LC,,3.1,2011,unknown,N
195432,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,obscura,"Didier, Last & White, 2008",,,,,"",Shortspine Chimaera,,,DD,,3.1,2015,unknown,N
60186,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,owstoni,"Tanaka, 1905",,,,,"",Owston's Chimaera,,,DD,,3.1,2006,unknown,N
41793,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,panthera,"Didier, 1998",,,,,"",Leopard Chimaera,,,DD,,3.1,2003,unknown,N
60187,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,phantasma,"Jordan & Snyder, 1900",,,,,"",Silver Chimaera,,,DD,,3.1,2006,unknown,N
41794,ANIMALIA,CHORDATA,CHONDRICHTHYES,HEXANCHIFORMES,CHLAMYDOSELACHIDAE,Chlamydoselachus,anguineus,"Garman, 1884",,,,,"","Frilled Shark, Lizard Shark, Scaffold Shark",,,LC,,3.1,2016,unknown,N
60209,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Cirrhigaleus,asper,"(Merrett, 1973)",,,,,Squalus asper  ,"Roughskin Dogfish, Roughskin Spiny Dogfish, Roughskin Spurdog",Aiguillat À Peau Rugueuse,Galludo Raspa,DD,,3.1,2006,unknown,N
161321,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Cirrhigaleus,australis,"White, Last & Stevens, 2007",,,,,"",Southern Mandarin Shark,,,DD,,3.1,2016,unknown,N
41795,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Cirrhigaleus,barbifer,"Tanaka, 1912",,,,,"",Mandarin Shark,Squale Moustache,Tollo Mandarin,DD,,3.1,2009,unknown,N
161351,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,PARASCYLLIIDAE,Cirrhoscyllium,expolitum,"Smith & Radcliffe, 1913",,,,,"",Barbelthroat Carpetshark,Requin-carpette á Moustache,Alfombrera Barbuda,DD,,3.1,2009,unknown,N
161679,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,PARASCYLLIIDAE,Cirrhoscyllium,formosanum,"Teng, 1959",,,,,"",Taiwan Saddled Carpetshark,Requin-carpette Chin,Alfombrera de Taiwan,DD,,3.1,2009,unknown,N
161606,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,PARASCYLLIIDAE,Cirrhoscyllium,japonicum,"Kamohara, 1943",,,,,"",Saddled Carpet Shark,Requin-carpette Chat,Alfombrera Japonesa,DD,,3.1,2009,unknown,N
161326,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARKIDAE,Crassinarke,dormitor,"Takagi, 1951",,,,,"",Sleeper Torpedo,,,DD,,3.1,2009,unknown,N
161710,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Cruriraja,andamanica,"(Lloyd, 1909)",,,,,Raia andamanica  ,Andaman Legskate,,,DD,,3.1,2009,unknown,N
161712,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Cruriraja,atlantis,"Bigelow & Schroeder, 1948",,,,,"","Atlantic Legskate, Cuban Limbedskate",,,DD,,3.1,2009,unknown,N
161374,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Cruriraja,cadenati,"Bigelow & Schroeder, 1962",,,,,"",Broadfoot Legskate,,,DD,,3.1,2009,unknown,N
161341,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Cruriraja,durbanensis,"(von Bonde & Swart, 1923)",,,,,"",Smoothnose Legskate,,,DD,,3.1,2009,unknown,N
161711,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Cruriraja,poeyi,"Bigelow & Schroeder, 1948",,,,,"","Cuban Legskate, Poey's Limbedskate",,,DD,,3.1,2009,unknown,N
161682,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Cruriraja,rugosa,"Bigelow & Schroeder, 1958",,,,,"",Rough Legskate,,,DD,,3.1,2009,unknown,N
161499,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,PROSCYLLIIDAE,Ctenacis,fehlmanni,"(Springer, 1968)",,,,,Triakis fehlmanni  ,Herlequin Catshark,Requin Chat Arlequin,Tollo Coludo Arlequín,DD,,3.1,2009,unknown,N
161556,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dactylobatus,armatus,"Bean & Weed, 1909",,,,,"","Skilletskate, Armed Fingerskate",,,DD,,3.1,2009,unknown,N
161331,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dactylobatus,clarkii,"(Bigelow & Schroeder, 1958)",,,,,Raja clarkii  ,"Hookskate, Clark's Fingerskate",,,DD,,3.1,2009,unknown,N
6229,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Dalatias,licha,"(Bonnaterre, 1788)",,,,,Squalus licha  ,Kitefin Shark,,,NT,,3.1,2009,unknown,N
161643,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Dasyatis,chrysonota,"(Smith, 1828)",,,,,Trygon chrysonota,Blue Stingray,,,LC,,3.1,2009,unknown,N
60154,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Dasyatis,hypostigma,"Santos & Carvalho, 2004",,,,,Dasyatis hipostigma,Groovebelly Stingray,,,DD,,3.1,2006,unknown,N
161748,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Dasyatis,marmorata,"(Steindachner, 1892)",,,,,Dasyatis chrysonota subspecies marmorata|Trygon pastinaca subspecies marmorata,Marbled Stingray,,,DD,,3.1,2009,unknown,N
161453,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Dasyatis,pastinaca,"(Linnaeus, 1758)",,,,,Dasyatis tortonesei  ,Common Stingray,,,DD,,3.1,2009,unknown,N
41798,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Deania,calcea,"(Lowe, 1839)",,,,,"","Birdbeak Dogfish, Brier Shark, Shovelnose Spiny Dogfish",,,LC,,3.1,2003,unknown,N
161549,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Deania,hystricosa,"(Garman, 1906)",,,,,Acanthidium hystricosum  ,Rough Longnose Dogfish,Squale-savate Rude,Tollo Raspa,DD,,3.1,2009,unknown,N
161551,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Deania,profundorum,"(Smith & Radcliffe, 1912)",,,,,Deania profundora  |Nasisqualus profundorum  ,Arrowhead Dogfish,Squale-savate Lutin,Tollo Flecha,LC,,3.1,2009,unknown,N
161635,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Deania,quadrispinosa,"(McCulloch, 1915)",,,,,Acanthidium quadrispinosum  ,Longsnout Dogfish,Squale-savate à Long Nez,Tollo Trompalarga,NT,,3.1,2009,unknown,N
195443,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dentiraja,flindersi,Last & Gledhill 2008,,,,,"",Pygmy Thornback Skate,,,DD,,3.1,2015,unknown,N
161489,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dentiraja,lemprieri,"(Richardson, 1845)",,,,,Raja lemprieri  ,"Thornback Skate, Lempriere's Skate, Denticulate Skate",,,LC,,3.1,2015,unknown,N
61401,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Diplobatis,colombiensis,"Fechhelm & McEachran, 1984",,,,,"",Colombian Electric Ray,,Torpedo,VU,A2bd+3bd+4bd,3.1,2006,unknown,N
61402,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Diplobatis,guamachensis,"Martín Salazar, 1957",,,,,"",Brownband Numbfish,,"Temblador, Torpedo Redondo",VU,A2bd+3bd+4bd,3.1,2006,unknown,N
61403,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Diplobatis,ommata,"(Jordan & Gilbert, 1890)",,,,,Diplobatus ommata  ,"Bullseye Electric Ray, Ocellated Electric Ray",Raie Électrique Ocellée,"Raya Eléctrica De Ocelo, Raya Eléctrica Diana, Raya Eléctrica Ocelada",VU,A2bd+3bd+4bd,3.1,2006,unknown,N
61404,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Diplobatis,pictus,"Palmer, 1950",,,,,Diplobatus pictus  ,Variegated Electric Ray,,Raya Electrica Variegada,VU,A2bd+3bd+4bd,3.1,2006,unknown,N
195444,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,acrobelus,"Last, White & Pogonoski, 2008",,,,,"","Deepwater Skate, Brown Bight Skate",,,LC,,3.1,2015,unknown,N
195445,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,apricus,"Last, White & Pogonoski, 2008",,,,,"",Pale Tropical Skate,,,LC,,3.1,2015,unknown,N
161637,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,australis,"(Macleay, 1884)",,,,,Raja australis  ,Sydney Skate,,,VU,A2bd+4bd,3.1,2009,unknown,N
39397,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,batis,"(Linnaeus, 1758)",,,,,Dipturus cf. flossada|Raja batis,"Common Skate, Flapper Skate, Grey Skate, Blue Skate","Flotte, Pocheteau Gris, Pochette","Noriega, Raya Noruega",CR,A2bcd+4bcd,3.1,2006,decreasing,N
161427,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,bullisi,"(Bigelow & Schroeder, 1962)",,,,,Raja bullisi  ,Bullis' Skate,Raie de Bullis,Raya de Bullis,DD,,3.1,2009,unknown,N
44607,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,campbelli,"(Wallace, 1967)",,,,,"",Blackspot Skate,,,NT,,3.1,2004,unknown,N
14134315,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,canutus,"Last, 2008",,,,,Dipturus sp. B  |Raja sp. B  ,Grey Skate,,,EN,A2bd,3.1,2016,decreasing,N
161329,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,cerva,"(Whitley, 1939)",,,,,Raja cerva  ,White-spotted Skate,,,NT,,3.1,2009,unknown,N
70688138,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,confusus,"Last, 2008",,,,,"",Longnose Skate,,,CR,A2bd,3.1,2016,decreasing,N
60118,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,crosnieri,"(Séret, 1989)",,,,,"",Madagascar Skate,,,VU,A3d,3.1,2006,unknown,N
161601,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,doutrei,"(Cadenat, 1960)",,,,,Raja doutrei  ,"Javelin Skate, Violet Skate",Raie Violette,Raya Violeta,DD,,3.1,2009,unknown,N
63136,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,ecuadoriensis,"(Beebe & Tee-Van, 1941)",,,,,Raja steindachneri  ,Ecuador Skate,,,DD,,3.1,2007,unknown,N
195446,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,endeavouri,"Last, 2008",,,,,"",Endeavour Skate,,,NT,,3.1,2011,unknown,N
195447,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,falloargus,"Last, 2008",,,,,"","False Argus Skate, Eye Skate",,,DD,,3.1,2015,unknown,N
161565,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,garricki,"(Bigelow & Schroeder, 1958)",,,,,Raja garricki  ,San Blas Skate,,,DD,,3.1,2009,unknown,N
161393,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,gigas,"(Ishiyama, 1958)",,,,,Raja gigas  ,Giant Skate,,,DD,,3.1,2009,unknown,N
195448,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,grahami,"Last, 2008",,,,,"",Graham's Skate,,,LC,,3.1,2015,stable,N
161535,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,gudgeri,(Whitley 1940),,,,,Raja gudgeri|Raja sp. 1  |Zearaja gudgeri,"Bight Skate, Greenback Skate",,,NT,,3.1,2016,unknown,N
195449,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,healdi,"Last, White & Pogonoski, 2008",,,,,"","Heald's Skate, Leyland's Skate",,,LC,,3.1,2015,unknown,N
41799,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,innominatus,"(Garrick & Paul, 1974)",,,,,Raja innominata  ,Smooth Skate,,,NT,,3.1,2003,stable,N
161617,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,johannisdavesi,"(Alcock, 1899)",,,,,Dipturus johannisdavisi  |Raja johannisdavisi  ,Travencore Skate,,,DD,,3.1,2009,unknown,N
161400,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,kwangtungensis,"(Chu, 1960)",,,,,Raja kwangtungensis  ,Kwangtung Skate,,,DD,,3.1,2009,unknown,N
39771,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,laevis,"(Mitchill, 1818)",,,,,"",Barndoor Skate,,,EN,A1bcd,3.1,2003,stable,N
44608,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,lanceorostratus,"(Wallace, 1967)",,,,,Raja lanceorostrata  ,Rattail Skate,,,DD,,3.1,2004,unknown,N
44644,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,leptocaudus,"(Krefft & Stehmann, 1975)",,,,,"",Thintail Skate,,,DD,,3.1,2004,unknown,N
161738,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,macrocauda,"(Ishiyama, 1955)",,,,,Dipturus macrocaudus  |Raja macrocauda  ,Bigtail Skate,,,DD,,3.1,2009,unknown,N
195450,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,melanospilus,"Last, White & Pogonoski, 2008",,,,,"",Blacktip Skate,,,DD,,3.1,2015,unknown,N
63124,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,mennii,"Gomes & Paragó, 2001",,,,,Dipturus diehli  ,South Brazilian Skate,,,VU,A4d,3.1,2007,unknown,N
161729,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,nidarosiensis,"(Storm, 1881)",,,,,Raja nidarosiensis  ,Norwegian Skate,,,NT,,3.1,2015,decreasing,N
195451,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,oculus,"Last, 2008",,,,,"",Ocellate Skate,,,LC,,3.1,2015,unknown,N
161718,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,olseni,"(Bigelow & Schroeder, 1951)",,,,,Raja olseni  ,"Spreadfin Skate, Olsen's Wingedskate",,,DD,,3.1,2009,unknown,N
161514,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,oregoni,"(Bigelow & Schroeder, 1958)",,,,,Raja oregoni  ,"Hooktail Skate, Oregon's Wingedskate",,,DD,,3.1,2009,unknown,N
63100,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,oxyrinchus,"(Linnaeus, 1758)",,,,,"","Longnosed Skate, Sharpnose Skate",Pocheteau Noir,Picon,NT,,3.1,2015,decreasing,N
202053,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,polyommata,"(Ogilby, 1910)",,,,,Raja polyommata  ,Argus Skate,,,LC,,3.1,2015,unknown,N
44609,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,pullopunctatus,"(Smith, 1964)",,,,,Raja pullopunctata  ,Slimeskate,,,LC,,3.1,2004,stable,N
195452,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,queenslandicus,"Last, White & Pogonoski, 2008",,,,,"",Queensland Deepwater Skate,,,DD,,3.1,2015,unknown,N
161653,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,springeri,"(Wallace, 1967)",,,,,Raja springeri  ,Roughbelly Skate,,,DD,,3.1,2009,unknown,N
44610,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,stenorhynchus,"(Wallace, 1967)",,,,,"",Prownose Skate,,,DD,,3.1,2004,unknown,N
161610,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,teevani,"(Bigelow & Schroeder, 1951)",,,,,Raja teevani  ,"Caribbean Skate, Prickly Brown Ray",Raie Rugueuse,Raya Piel de Lija,DD,,3.1,2009,unknown,N
161354,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,tengu,"(Jordan & Fowler, 1903)",,,,,Raja tengu  ,Acutenose Skate,,,DD,,3.1,2009,unknown,N
63116,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,trachydermus,"(Krefft & Stehmann, 1975)",,,,,Raja trachyderma  ,Roughskin Skate,,Raya Espinuda,VU,A4bd,3.1,2007,decreasing,N
195453,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,wengi,"Séret & Last, 2008",,,,,"",Weng's Skate,,,LC,,3.1,2015,unknown,N
195454,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,wuhanlingi,"Jeong & Nakabo, 2008",,,,,"",Wu's Skate,,,DD,,3.1,2011,unknown,N
44993,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Discopyge,tschudii,"Heckel, 1846",,,,,"",Apron Ray,,"Raya Eléctrica, Tembladera, Torpedo",NT,,3.1,2004,decreasing,N
41801,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ECHINORHINIDAE,Echinorhinus,brucus,"(Bonnaterre, 1788)",,,,,Echinorhinus mccoyi ,"Bramble Shark, Spinous Shark, Spiny Shark",,,DD,,3.1,2003,unknown,N
41802,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ECHINORHINIDAE,Echinorhinus,cookei,"Pietschmann, 1928",,,,,"","Prickly Shark, Spinous Shark",,,NT,,3.1,2003,unknown,N
161428,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARKIDAE,Electrolux,addisoni,"Compagno & Heemstra, 2007",,,,,"",Ornate Sleeper Ray,,,CR,B2ab(ii),3.1,2009,unknown,N
161330,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,PROSCYLLIIDAE,Eridacnis,barbouri,"(Bigelow & Schroeder, 1944)",,,,,Triakis barbouri  ,"Cuban Ribbontail Catshark, Pygmy Dogfish",Requin Chat Cubain,"Tiburón Turquino, Tollo Coludo Cubano",DD,,3.1,2009,unknown,N
161468,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,PROSCYLLIIDAE,Eridacnis,radcliffei,"Smith, 1913",,,,,"",Pygmy Ribbon Tail Catshark,,,LC,,3.1,2009,unknown,N
44611,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,PROSCYLLIIDAE,Eridacnis,sinuans,"(Smith, 1957)",,,,,"",African Ribbontail Catshark,Requin Chat Á Rubans,Tollo Coludo Africano,LC,,3.1,2004,unknown,N
41803,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,baxteri,"Garrick, 1957",,,,,"","Giant Lanternshark, New Zealand Lanternshark, Baxter's Dogfish, Southern Lanternshark",,,LC,,3.1,2016,unknown,N
60236,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,bigelowi,"Shirai & Tachikawa, 1993",,,,,Etmopterus sp. A subspecies ,"Blurred Lanternshark, Blurred Smooth Lanternshark",,,LC,,3.1,2006,unknown,N
161649,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,brachyurus,"Smith & Radcliffe, 1912",,,,,"",Short-tail Lanternshark,,,DD,,3.1,2015,unknown,N
60237,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,bullisi,"Bigelow & Schroeder, 1957",,,,,"",Lined Lanternshark,Sagre Chien,Tollo Lucero Rayado,DD,,3.1,2006,unknown,N
161327,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,burgessi,"Schaaf-da Silva & Ebert, 2006",,,,,"",Broad-snout Lanternshark,,,DD,,3.1,2009,unknown,N
60238,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,carteri,"Springer & Burgess, 1985",,,,,"","Carter Gilbert's Lanternshark, Cylindrical Lanternshark",,,DD,,3.1,2006,unknown,N
41804,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,caudistigmus,"Last, Burgess & Séret, 2002",,,,,"",Tailspot Lantern Shark,,,LC,,3.1,2003,unknown,N
161585,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,decacuspidatus,"Chan, 1966",,,,,"",,,,DD,,3.1,2009,unknown,N
41805,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,dianthus,"Last, Burgess & Séret, 2002",,,,,"",Pink Lanternshark,,,LC,,3.1,2015,unknown,N
41806,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,dislineatus,"Last, Burgess & Séret, 2002",,,,,"",Lined Lanternshark,,,LC,,3.1,2015,unknown,N
41807,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,evansi,"Last, Burgess & Séret, 2002",,,,,"",Blackmouth Lanternshark,,,LC,,3.1,2015,unknown,N
41808,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,fusus,"Last, Burgess & Séret, 2002",,,,,"",Pygmy Lanternshark,,,LC,,3.1,2015,unknown,N
63108,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,gracilispinis,"Krefft, 1968",,,,,"",Broadbanded Lanternshark,Sagre Rubané,Tollo Lucerno Bandoneado,LC,,3.1,2007,unknown,N
63118,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,granulosus,"(Günther, 1880)",,,,,"",Southern Lanternshark,,Tollo Lucero,LC,,3.1,2007,unknown,N
60239,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,hillianus,"(Poey, 1861)",,,,,"",Caribbean Lanternshark,Sagre Antillais,Tollo Lucero Antillano,LC,,3.1,2006,unknown,N
63159,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,litvinovi,"Parin & Kotlyar, 1990",,,,,"",Smalleye Lanternshark,,,DD,,3.1,2007,unknown,N
