"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"293514","occ","","","27931","Onchus","genus","34866","Late Urzhumian","Early Severodvinian","268","252.3","4325"
"298980","occ","","","28765","Cretolamna appendiculata","species","117676","Late Campanian","","83.5","70.6","7903"
"298981","occ","","","28765","Cretolamna","genus","34608","Late Campanian","","83.5","70.6","7903"
"303811","occ","","","31026","Galeocerdo latidens","species","154351","Middle Eocene","","48.6","37.2","8420"
"332014","occ","","","31267","Hexanchus","genus","34526","Ypresian","","56","47.8","8420"
"332015","occ","","","31267","Carcharodon","genus","34605","Ypresian","","56","47.8","8420"
"332016","occ","","","31267","Isurus spallanzani","species","154350","Ypresian","","56","47.8","8420"
"332018","occ","","","31267","Galeocerdo latidens","species","154351","Ypresian","","56","47.8","8420"
"332019","occ","","","31267","Galeocerdo","genus","34643","Ypresian","","56","47.8","8420"
"332020","occ","","","31267","Galeocerdo","genus","34643","Ypresian","","56","47.8","8420"
"332021","occ","","","31267","Hemipristis","genus","34646","Ypresian","","56","47.8","8420"
"332022","occ","","","31267","Paragaleus","genus","34654","Ypresian","","56","47.8","8420"
"332023","occ","","","31267","Galeorhinus","genus","83177","Ypresian","","56","47.8","8420"
"332024","occ","","","31267","Selachii","unranked clade","80574","Ypresian","","56","47.8","8420"
"332029","occ","","","31267","Myliobatis","genus","34741","Ypresian","","56","47.8","8420"
"332037","occ","","","31268","Galeocerdo latidens","species","154351","Ypresian","","56","47.8","8420"
"332824","occ","","","31326","Odontaspis acutissima","species","97229","Langhian","","15.97","13.82","8464"
"332825","occ","","","31326","Odontaspis cuspidata","species","80589","Langhian","","15.97","13.82","8464"
"332826","occ","","","31326","Carcharocles megalodon","species","80603","Langhian","","15.97","13.82","8464"
"341490","occ","","","32181","Squalicorax","genus","34633","Late Campanian","","83.5","70.6","8667"
"341492","occ","","","32181","Plicatolamna arcuata","species","117653","Late Campanian","","83.5","70.6","8667"
"341493","occ","","","32181","Cretolamna appendiculata","species","117676","Late Campanian","","83.5","70.6","8667"
"341494","occ","","","32181","Odontaspis","genus","34620","Late Campanian","","83.5","70.6","8667"
"341495","occ","","","32181","Paranomotodon","genus","34626","Late Campanian","","83.5","70.6","8667"
"341500","occ","","","32181","Cretodus borodini","species","117678","Late Campanian","","83.5","70.6","8667"
"341501","occ","","","32181","Pseudohypolophus","genus","34703","Late Campanian","","83.5","70.6","8667"
"341503","occ","","","32181","Selachii","unranked clade","80574","Late Campanian","","83.5","70.6","8667"
"361695","occ","","","34269","Aetobatus","genus","34721","Late Pleistocene","","0.126","0.0117","9009"
"362009","occ","","","34302","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","9017"
"362125","occ","","","34303","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","9017"
"362147","occ","","","34305","Squatirhina americana","species","67743","Late Campanian","","83.5","70.6","9017"
"362148","occ","","","34305","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","9017"
"362322","occ","","","34307","Squatirhina americana","species","67743","Late Campanian","","83.5","70.6","9017"
"362323","occ","","","34307","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","9017"
"362367","occ","","","34309","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","9017"
"362529","occ","","","34310","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","9017"
"362561","occ","","","34311","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","9017"
"362593","occ","","","34312","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","9017"
"362615","occ","","","34313","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","9017"
"362653","occ","","","34315","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","9017"
"362715","occ","","","34319","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","9017"
"362768","occ","","","34320","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","9017"
"363201","occ","","","34321","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","9017"
"363626","occ","","","34322","Squatirhina americana","species","67743","Late Campanian","","83.5","70.6","9017"
"363627","occ","","","34322","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","9017"
"364199","occ","","","34521","Carcharodon hastalis","species","80595","Tortonian","","11.62","7.246","9111"
"364200","occ","","","34521","Notidanus primigenius","species","80586","Tortonian","","11.62","7.246","9111"
"364201","occ","","","34521","Odontaspis","genus","34620","Tortonian","","11.62","7.246","9111"
"364202","occ","","","34521","Isurus","genus","34613","Tortonian","","11.62","7.246","9111"
"364203","occ","","","34521","Galeocerdo","genus","34643","Tortonian","","11.62","7.246","9111"
"364204","occ","","","34521","Cetorhinus","genus","34606","Tortonian","","11.62","7.246","9111"
"372357","occ","","","35251","Myledaphus","genus","34808","Maastrichtian","","72.1","66","9477"
"372757","occ","","","35279","Odontaspis","genus","34620","Late Miocene","","11.608","5.333","9490"
"372758","occ","","","35279","Lamna","genus","34615","Late Miocene","","11.608","5.333","9490"
"372794","occ","","","35281","Odontaspis","genus","34620","Late Miocene","","11.608","5.333","9490"
"372816","occ","","","35289","Heterodontus","genus","34572","Campanian","","83.6","72.1","9505"
"372819","occ","","","35289","Squalicorax kaupi","species","210092","Campanian","","83.6","72.1","9505"
"372820","occ","","","35289","Pseudocorax affinis","species","117665","Campanian","","83.6","72.1","9505"
"372821","occ","","","35289","Squatina hassei","species","63024","Campanian","","83.6","72.1","9505"
"372822","occ","","","35289","Ginglymostoma globidens","species","117668","Campanian","","83.6","72.1","9505"
"372824","occ","","","35289","Cretolamna appendiculata","species","117676","Campanian","","83.6","72.1","9505"
"372825","occ","","","35289","Cretodus borodini","species","117678","Campanian","","83.6","72.1","9505"
"372829","occ","","","35289","Pseudohypolophus","genus","34703","Campanian","","83.6","72.1","9505"
"373405","occ","","","35353","Chiloscyllium","genus","34581","Campanian","","83.6","72.1","9536"
"373406","occ","","","35353","Ginglymostoma","genus","34584","Campanian","","83.6","72.1","9536"
"373407","occ","","","35353","Cretorectolobus","genus","34582","Campanian","","83.6","72.1","9536"
"373408","occ","","","35353","Odontaspis","genus","34620","Campanian","","83.6","72.1","9536"
"373409","occ","","","35353","Carcharias","genus","64190","Campanian","","83.6","72.1","9536"
"373411","occ","","","35353","Cretolamna","genus","34608","Campanian","","83.6","72.1","9536"
"373412","occ","","","35353","Squalicorax","genus","34633","Campanian","","83.6","72.1","9536"
"373415","occ","","","35353","Squatirhina","genus","34714","Campanian","","83.6","72.1","9536"
"373418","occ","","","35353","Squalicorax","genus","34633","Campanian","","83.6","72.1","9536"
"374050","occ","","","35365","Chiloscyllium","genus","34581","Middle Turonian","","93.5","89.3","9547"
"374051","occ","","","35365","Cantioscyllium decipiens","species","151877","Middle Turonian","","93.5","89.3","9547"
"374052","occ","","","35365","Cretolamna appendiculata","species","117676","Middle Turonian","","93.5","89.3","9547"
"374054","occ","","","35365","Squalicorax falcatus","species","125016","Middle Turonian","","93.5","89.3","9547"
"374055","occ","","","35365","Scyliorhinus","genus","34663","Middle Turonian","","93.5","89.3","9547"
"374077","occ","","","35367","Myledaphus","genus","34808","Campanian","","83.6","72.1","9554"
"375061","occ","","","35429","Carcharias","genus","64190","Middle Cenomanian","Late Cenomanian","99.6","93.5","9572"
"375062","occ","","","35429","Carcharias","genus","64190","Middle Cenomanian","Late Cenomanian","99.6","93.5","9572"
"375063","occ","","","35429","Carcharias","genus","64190","Middle Cenomanian","Late Cenomanian","99.6","93.5","9572"
"375064","occ","","","35429","Archaeolamna","genus","34601","Middle Cenomanian","Late Cenomanian","99.6","93.5","9572"
"375065","occ","","","35429","Cretolamna appendiculata","species","117676","Middle Cenomanian","Late Cenomanian","99.6","93.5","9572"
"375066","occ","","","35429","Pseudoisurus tomosus","species","151699","Middle Cenomanian","Late Cenomanian","99.6","93.5","9572"
"375067","occ","","","35429","Cretodus semiplicatus","species","131781","Middle Cenomanian","Late Cenomanian","99.6","93.5","9572"
"375068","occ","","","35429","Cretoxyrhina mantelli","species","124956","Middle Cenomanian","Late Cenomanian","99.6","93.5","9572"
"375069","occ","","","35429","Squalicorax curvatus","species","302160","Middle Cenomanian","Late Cenomanian","99.6","93.5","9572"
"375070","occ","","","35429","Squalicorax falcatus","species","125016","Middle Cenomanian","Late Cenomanian","99.6","93.5","9572"
"375287","occ","","","35443","Hexanchus","genus","34526","Campanian","Maastrichtian","83.6","66","9577"
"375288","occ","","","35443","Squatina hassei","species","63024","Campanian","Maastrichtian","83.6","66","9577"
"375291","occ","","","35443","Squalus","genus","34562","Campanian","Maastrichtian","83.6","66","9577"
"375292","occ","","","35443","Centrosqualus","genus","34540","Campanian","Maastrichtian","83.6","66","9577"
"375293","occ","","","35443","Cretascymnus","genus","34541","Campanian","Maastrichtian","83.6","66","9577"
"375294","occ","","","35443","Cretascymnus","genus","34541","Campanian","Maastrichtian","83.6","66","9577"
"375295","occ","","","35443","Squalicorax pristodontus","species","110986","Campanian","Maastrichtian","83.6","66","9577"
"375296","occ","","","35443","Squalicorax","genus","34633","Campanian","Maastrichtian","83.6","66","9577"
"375297","occ","","","35443","Squalicorax","genus","34633","Campanian","Maastrichtian","83.6","66","9577"
"375298","occ","","","35443","Pseudocorax affinis","species","117665","Campanian","Maastrichtian","83.6","66","9577"
"375301","occ","","","35443","Cretolamna appendiculata","species","117676","Campanian","Maastrichtian","83.6","66","9577"
"375302","occ","","","35443","Cretolamna biauriculata","species","153959","Campanian","Maastrichtian","83.6","66","9577"
"375303","occ","","","35443","Cretolamna","genus","34608","Campanian","Maastrichtian","83.6","66","9577"
"375304","occ","","","35443","Heterodontus","genus","34572","Campanian","Maastrichtian","83.6","66","9577"
"375305","occ","","","35443","Pteroscyllium","genus","34661","Campanian","Maastrichtian","83.6","66","9577"
"375306","occ","","","35443","Scyliorhinus","genus","34663","Campanian","Maastrichtian","83.6","66","9577"
"375307","occ","","","35443","Triakidae","family","83176","Campanian","Maastrichtian","83.6","66","9577"
"375308","occ","","","35443","Triakidae","family","83176","Campanian","Maastrichtian","83.6","66","9577"
"375310","occ","","","35443","Sclerorhynchus","genus","34712","Campanian","Maastrichtian","83.6","66","9577"
"375316","occ","","","35444","Hexanchus","genus","34526","Campanian","Maastrichtian","83.6","66","9577"
"375317","occ","","","35444","Squalicorax pristodontus","species","110986","Campanian","Maastrichtian","83.6","66","9577"
"375318","occ","","","35444","Squalicorax","genus","34633","Campanian","Maastrichtian","83.6","66","9577"
"375319","occ","","","35444","Squalicorax","genus","34633","Campanian","Maastrichtian","83.6","66","9577"
"375320","occ","","","35444","Pseudocorax affinis","species","117665","Campanian","Maastrichtian","83.6","66","9577"
"375322","occ","","","35444","Cretolamna biauriculata","species","153959","Campanian","Maastrichtian","83.6","66","9577"
"375323","occ","","","35444","Ginglymostoma","genus","34584","Campanian","Maastrichtian","83.6","66","9577"
"381997","occ","","","36256","Cretolamna appendiculata","species","117676","Senonian","Maastrichtian","89.3","66","9686"
"381998","occ","","","36256","Squalicorax pristodontus","species","110986","Senonian","Maastrichtian","89.3","66","9686"
"382001","occ","","","36256","Pristidae","family","63612","Senonian","Maastrichtian","89.3","66","9686"
"382968","occ","","","36449","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","9765"
"383880","occ","","","36541","Isurus","genus","34613","Late Campanian","","83.5","70.6","9765"
"383881","occ","","","36541","Squatirhina americana","species","67743","Late Campanian","","83.5","70.6","9765"
"383882","occ","","","36541","Squatirhina","genus","34714","Late Campanian","","83.5","70.6","9765"
"383884","occ","","","36541","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","9765"
"383922","occ","","","36542","Squatirhina","genus","34714","Late Campanian","","83.5","70.6","9765"
"383923","occ","","","36542","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","9765"
"384788","occ","","","36621","Carcharocles megalodon","species","80603","Burdigalian","","20.44","15.97","9820"
"384810","occ","","","36628","Rhinoptera studeri","species","210513","Burdigalian","","20.44","15.97","9820"
"384811","occ","","","36628","Aetobatus arcuatus","species","80582","Burdigalian","","20.44","15.97","9820"
"384812","occ","","","36628","Odontaspis cuspidata","species","80589","Burdigalian","","20.44","15.97","9820"
"384813","occ","","","36628","Pristis aquitanicus","species","132691","Burdigalian","","20.44","15.97","9820"
"384828","occ","","","36631","Carcharocles megalodon","species","80603","Burdigalian","","20.44","15.97","9820"
"384829","occ","","","36631","Carcharhinus egertoni","species","246012","Burdigalian","","20.44","15.97","9820"
"385416","occ","","","36707","Squalicorax falcatus","species","125016","Campanian","","83.6","72.1","9799"
"385425","occ","","","36710","Squalicorax falcatus","species","125016","Campanian","","83.6","72.1","9799"
"387982","occ","","","37089","Onchopristis dunklei","species","154139","Campanian","Maastrichtian","83.6","66","9949"
"388051","occ","","","27887","Onchopristis dunklei","species","154139","Piripauan","Haumurian","85.8","66","9949"
"388715","occ","","","37182","Lamniformes","order","34598","Late Paleocene","Early Eocene","58.7","48.6","9960"
