Species	Status	min_age	max_age
Galeocerdo_contortus	extinct	13.82	15.97
Carcharias_(Prionodon)_egertoni	extinct	13.82	15.97
Galeocerdo	extinct	13.82	15.97
Sphyrna_laevissima	extinct	13.82	15.97
Sphyrna_prisca	extinct	13.82	15.97
Sphyrna	extinct	13.82	15.97
Sphyrna_magna	extinct	13.82	15.97
Hemipristis_serra	extinct	13.82	15.97
Carcharodon_angustidens	extinct	13.82	15.97
Carcharocles_megalodon	extinct	13.82	15.97
Lamna_obliqua	extinct	13.82	15.97
Cretolamna_appendiculata	extinct	13.82	15.97
Lamna_(Odontaspis)_hopei	extinct	13.82	15.97
Lamna_denticulata	extinct	13.82	15.97
Odontaspis_macrota	extinct	13.82	15.97
Odontaspis_cuspidata	extinct	13.82	15.97
Carcharodon	extinct	3.6	11.608
Sphyrna	extinct	3.6	11.608
Isurus	extinct	3.6	11.608
Pristis	extinct	38	41.3
Aetobatus	extinct	38	41.3
Myliobatis	extinct	38	41.3
Pristis	extinct	28.4	37.2
Odontaspis_ferox	extinct	2.588	23.03
Carcharocles_megalodon	extinct	2.588	23.03
Isurus_oxyrhinchus	extinct	2.588	23.03
Isurus	extinct	2.588	23.03
Parotodus_benedeni	extinct	2.588	23.03
Pristis	extinct	11.608	15.97
Carcharias_acutissima	extinct	11.62	13.82
Carcharhinus	extant	11.62	13.82
Galeocerdo_aduncus	extinct	11.62	13.82
Heterodontus	extinct	11.62	13.82
Squatina	extinct	11.62	13.82
Carcharodon_hastalis	extinct	11.62	13.82
Carcharocles_megalodon	extinct	11.62	13.82
Hemipristis_serra	extinct	11.62	13.82
Squalus	extinct	11.62	13.82
Chrysophris	extinct	11.62	13.82
Carcharocles_megalodon	extinct	13.82	15.97
Carcharodon_hastalis	extinct	13.82	15.97
Isurus	extinct	5.333	23.03
Hemipristis_serra	extinct	5.333	23.03
Galeocerdo	extinct	5.333	23.03
Trygon_sinhaleyus	extinct	5.333	23.03
Myliobatis	extinct	5.333	23.03
Aetobatus	extinct	5.333	23.03
Chrysophris	extinct	5.333	23.03
Myliobatis	extinct	11.608	23.03
Carcharocles_megalodon	extinct	11.608	23.03
Odontaspis	extinct	11.608	23.03
Prionodon	extinct	11.608	23.03
Aprionodon	extinct	11.608	23.03
Galeocerdo_aduncus	extinct	11.608	23.03
Sphyrna_prisca	extinct	11.608	23.03
Hemipristis_serra	extinct	11.608	23.03
Carcharodon_auriculatus	extinct	33.9	38
Odontaspis	extinct	3.6	5.333
Odontaspis	extinct	86.3	93.9
Isurus_desori	extinct	11.608	15.97
Isurus	extinct	11.608	15.97
Carcharocles_megalodon	extinct	11.608	15.97
Carcharocles_megalodon	extinct	5.333	7.246
Carcharias_taurus	extinct	5.333	7.246
Myliobatis	extinct	5.333	7.246
Myledaphus_bipartitus	extinct	66	70.6
Myledaphus_bipartitus	extinct	66	70.6
Myledaphus_bipartitus	extinct	66	70.6
Myledaphus_bipartitus	extinct	66	70.6
Myledaphus_bipartitus	extinct	66	70.6
Myledaphus_bipartitus	extinct	66	70.6
Myledaphus	extinct	66	70.6
Myledaphus_bipartitus	extinct	66	70.6
Myledaphus_bipartitus	extinct	66	70.6
Odontaspis_cuspidata	extinct	23.03	28.1
Carcharodon_hastalis	extinct	23.03	28.1
Carcharodon	extinct	23.03	28.1
Carcharodon	extinct	23.03	28.1
Myledaphus_bipartitus	extinct	66	70.6
Myledaphus_bipartitus	extinct	66	70.6
Myledaphus_bipartitus	extinct	66	72.1
Myledaphus_bipartitus	extinct	66	72.1
Myledaphus_bipartitus	extinct	66	72.1
Myledaphus_bipartitus	extinct	66	72.1
Odontaspis	extinct	13.82	15.97
Carcharias	extinct	13.82	15.97
Carcharhinus	extant	13.82	15.97
Isurus	extinct	13.82	15.97
Galeocerdo	extinct	13.82	15.97
Hemipristis	extinct	13.82	15.97
Notorhynchus	extinct	13.82	15.97
Squatina_hassei	extinct	66	72.1
Squalicorax	extinct	66	72.1
Cretolamna	extinct	66	72.1
Odontaspis	extinct	66	72.1
Synodontaspis_hardingi	extinct	66	72.1
Odontaspis	extinct	70.6	83.5
Synodontaspis_holmdelensis	extinct	70.6	83.5
Squalicorax_kaupi	extinct	70.6	83.5
Squalicorax_pristodontus	extinct	70.6	83.5
Squatina_hassei	extinct	70.6	83.5
Carcharodon_carcharias	extinct	0.3	1.8
Carcharias_taurus	extinct	0.3	1.8
Carcharhinus_leucas	extinct	0.3	1.8
Negaprion_brevirostris	extinct	0.3	1.8
Pristis	extinct	0.3	1.8
Myliobatis	extinct	0.3	1.8
Myliobatis	extinct	0.0117	0.126
Carcharocles_megalodon	extinct	4.9	10.3
Hemipristis_serra	extinct	4.9	10.3
Carcharodon_hastalis	extinct	4.9	10.3
Galeocerdo	extinct	4.9	10.3
Selachii	extinct	61.6	72.1
Lamna	extinct	109	112.03
Carcharodon	extinct	5.333	7.246
Carcharodon_hastalis	extinct	20.44	23.03
Heterodontus	extinct	20.44	23.03
Hexanchus	extinct	20.44	23.03
Hexanchus	extinct	20.44	23.03
Squatina	extinct	20.44	23.03
Squalus	extinct	20.44	23.03
Echinorhinus_blakei	extinct	20.44	23.03
Odontaspis_ferox	extinct	20.44	23.03
Isurus	extinct	20.44	23.03
Isurus	extinct	20.44	23.03
Isurus	extinct	20.44	23.03
Carcharodon_angustidens	extinct	20.44	23.03
Cetorhinus	extinct	20.44	23.03
Scyliorhinus	extinct	20.44	23.03
Galeorhinus	extinct	20.44	23.03
Negaprion	extinct	20.44	23.03
Galeocerdo	extinct	20.44	23.03
Carcharhinus	extant	20.44	23.03
Sphyrna	extinct	20.44	23.03
Sphyrna	extinct	20.44	23.03
Myliobatis	extinct	20.44	23.03
Carcharocles_megalodon	extinct	11.62	13.82
Carcharhinus	extant	11.62	13.82
Myliobatis	extinct	11.62	13.82
Isurus	extinct	7.246	11.62
Carcharocles_megalodon	extinct	7.246	11.62
Carcharhinus_egertoni	extinct	7.246	11.62
Myliobatis	extinct	7.246	11.62
Heterodontus	extinct	7.246	11.62
Isurus	extinct	7.246	11.62
Carcharocles_megalodon	extinct	7.246	11.62
Myliobatis	extinct	7.246	11.62
Carcharocles_megalodon	extinct	5.333	7.246
Myliobatis	extinct	5.333	7.246
Carcharocles_megalodon	extinct	5.333	7.246
Carcharhinus_egertoni	extinct	5.333	7.246
Carcharhinus_priscus	extinct	5.333	7.246
Hexanchus	extinct	5.333	7.246
Myliobatis	extinct	5.333	7.246
Carcharocles_megalodon	extinct	11.62	13.82
Galeus	extinct	2.588	5.333
Galeus	extinct	2.588	5.333
Onchopristis_numidus	extinct	100.5	113
Myledaphus	extinct	66	70.6
Onchopristis_numidus	extinct	99.6	105.3
Galeocerdo_aduncus	extinct	20.44	23.03
Notidanus_primigenius	extinct	20.44	23.03
Odontaspis_contortidens	extinct	20.44	23.03
Carcharodon_hastalis	extinct	20.44	23.03
Myliobatis	extinct	20.44	23.03
Chrysophris	extinct	20.44	23.03
Hexanchidae	extinct	93.9	105.3
Cretolamna	extinct	93.9	105.3
Cretoxyrhina	extinct	93.9	105.3
Paraisurus	extinct	93.9	105.3
Myledaphus	extinct	89.3	93.5
Cretolamna	extinct	70.6	83.5
Onchopristis_numidus	extinct	93.9	113
Squatina_occidentalis	extinct	15.97	20.44
Trygon_dux	extinct	13.82	15.97
Myliobatis_gigas	extinct	13.82	15.97
Myliobatis_pachyodon	extinct	13.82	15.97
Myliobatis_frangens	extinct	13.82	15.97
Notidanus_primigenius	extinct	13.82	15.97
Odontaspis_macrota	extinct	15.97	20.44
Carcharodon_hastalis	extinct	15.97	20.44
Carcharocles_megalodon	extinct	15.97	20.44
Carcharias_collata	extinct	15.97	20.44
Onchopristis	extinct	93.5	99.6
Kirkella	extinct	466	478.6
Igdabatis	extinct	66	72.1
Rhinoptera	extinct	66	72.1
Squalus_occidentalis	extinct	7.246	11.62
Pseudocetorhinus	extinct	201.3	208.5
Pseudocetorhinus	extinct	201.3	208.5
Squalicorax	extinct	70.6	83.5
Carcharodon	extinct	3.6	5.333
Squaliodalatias_weltoni	extinct	41.3	47.8
Squaliodalatias_weltoni	extinct	41.3	47.8
Lamniformes	extinct	112.03	122.46
Heterodontus_rugosus	extinct	70.6	83.5
Squalicorax_kaupi	extinct	70.6	83.5
Squalicorax_pristodontus	extinct	70.6	83.5
Serratolamna	extinct	70.6	83.5
Protolamna	extinct	70.6	83.5
Paranomotodon	extinct	70.6	83.5
Palaeogaleus	extinct	70.6	83.5
Squatina_hassei	extinct	70.6	83.5
Heterodontus_rugosus	extinct	70.6	83.5
Plicatoscyllium	extinct	70.6	83.5
Squalicorax_kaupi	extinct	70.6	83.5
Squalicorax_pristodontus	extinct	70.6	83.5
Pseudocorax_laevis	extinct	70.6	83.5
Carcharias	extinct	70.6	83.5
Carcharias	extinct	70.6	83.5
Cretolamna_appendiculata	extinct	70.6	83.5
Cretolamna	extinct	70.6	83.5
Protolamna	extinct	70.6	83.5
Scyliorhinus	extinct	70.6	83.5
Galeorhinus	extinct	70.6	83.5
Squatirhina	extinct	70.6	83.5
Paranomotodon	extinct	70.6	83.5
Squatirhina_lonzeensis	extinct	70.6	83.5
Squatirhina_lonzeensis	extinct	70.6	83.5
Squatina_hassei	extinct	70.6	83.5
Heterodontus_rugosus	extinct	70.6	83.5
Plicatoscyllium	extinct	70.6	83.5
Squalicorax_kaupi	extinct	70.6	83.5
Pseudocorax_laevis	extinct	70.6	83.5
Carcharias	extinct	70.6	83.5
Carcharias	extinct	70.6	83.5
Cretolamna_appendiculata	extinct	70.6	83.5
Cretolamna	extinct	70.6	83.5
Protolamna	extinct	70.6	83.5
Paranomotodon	extinct	70.6	83.5
Scyliorhinus	extinct	70.6	83.5
Galeorhinus	extinct	70.6	83.5
Squatirhina_lonzeensis	extinct	70.6	83.5
Hexanchus	extinct	66	70.6
Squalus	extinct	66	70.6
Heterodontus	extinct	66	70.6
Cantioscyllium	extinct	66	70.6
Ginglymostoma	extinct	66	70.6
Nebrius	extinct	66	70.6
Plicatoscyllium	extinct	66	70.6
Plicatoscyllium	extinct	66	70.6
Cretorectolobus_olsoni	extinct	66	70.6
Cretolamna	extinct	66	70.6
Serratolamna	extinct	66	70.6
Pseudocorax	extinct	66	70.6
Squalicorax_kaupi	extinct	66	70.6
Carcharias	extinct	66	70.6
Squalicorax_pristodontus	extinct	66	70.6
Carcharias	extinct	66	70.6
Carcharias	extinct	66	70.6
Odontaspis	extinct	66	70.6
Galeorhinus	extinct	66	70.6
Palaeogaleus	extinct	66	70.6
Squatigaleus	extinct	66	70.6
Scyliorhinus	extinct	66	70.6
Raja	extinct	66	70.6
Sclerorhynchus	extinct	66	70.6
Squatina_hassei	extinct	83.5	85.8
Chiloscyllium	extinct	83.5	85.8
Columbusia	extinct	83.5	85.8
Microdontaspis	extinct	83.5	85.8
Cretolamna_appendiculata	extinct	83.5	85.8
Cretodus_borodini	extinct	83.5	85.8
Squalicorax_falcatus	extinct	83.5	85.8
Pseudohypolophus	extinct	83.5	85.8
Squatina_hassei	extinct	66	70.6
Heterodontus	extinct	66	70.6
Chiloscyllium	extinct	66	70.6
Hemiscyllium	extinct	66	70.6
Brachaelurus	extinct	66	70.6
Ginglymostoma	extinct	66	70.6
Pseudodontaspis	extinct	66	70.6
Cretolamna_appendiculata	extinct	66	70.6
Serratolamna	extinct	66	70.6
Squalicorax_kaupi	extinct	66	70.6
Sclerorhynchus	extinct	66	70.6
Squalicorax	extinct	93.5	99.6
Carcharias	extinct	93.5	99.6
Cretodus_semiplicatus	extinct	93.5	99.6
Cenocarcharias	extinct	93.5	99.6
Cretodus	extinct	93.5	99.6
Cretolamna_appendiculata	extinct	93.5	99.6
Protolamna	extinct	93.5	99.6
Onchopristis_dunklei	extinct	93.5	99.6
Squatirhina	extinct	70.6	83.5
Squatirhina_americana	extinct	70.6	83.5
Myledaphus	extinct	70.6	83.5
Hemiscyllium	extinct	70.6	83.5
Ginglymostoma_globidens	extinct	70.6	83.5
Carcharias	extinct	70.6	83.5
Cretolamna_appendiculata	extinct	70.6	83.5
Pseudocorax	extinct	70.6	83.5
Squalicorax_kaupi	extinct	70.6	83.5
Sclerorhynchus	extinct	70.6	83.5
Carcharocles	extinct	33.9	48.6
Isurus_praecursor	extinct	33.9	48.6
Cretolamna	extinct	33.9	48.6
Abdounia	extinct	33.9	48.6
Carcharhinus	extant	33.9	48.6
Carcharhinus	extant	33.9	48.6
Misrichthys	extinct	33.9	48.6
Physogaleus	extinct	33.9	48.6
Rhizoprionodon	extinct	33.9	48.6
Hemipristis	extinct	33.9	48.6
Myliobatis	extinct	33.9	48.6
Myliobatis	extinct	33.9	48.6
Carcharocles	extinct	33.9	37.2
Isurus_praecursor	extinct	33.9	37.2
Cretolamna	extinct	33.9	37.2
Abdounia	extinct	33.9	37.2
Carcharhinus	extant	33.9	37.2
Galeocerdo_latidens	extinct	33.9	37.2
Galeocerdo	extinct	33.9	37.2
Misrichthys	extinct	33.9	37.2
Physogaleus	extinct	33.9	37.2
Rhizoprionodon	extinct	33.9	37.2
Hemipristis	extinct	33.9	37.2
Anoxypristis	extinct	33.9	37.2
Pristis_lathami	extinct	33.9	37.2
Pristis_fajumensis	extinct	33.9	37.2
Myliobatis	extinct	33.9	37.2
Myliobatis	extinct	33.9	37.2
Aetobatis_irregularis	extinct	33.9	37.2
Aetobatus	extinct	33.9	37.2
Propristis_schweinfurthi	extinct	33.9	48.6
Myledaphus	extinct	70.6	83.5
Eostegostoma	extinct	83.5	85.8
Cantioscyllium	extinct	83.5	85.8
Cretolamna_appendiculata	extinct	83.5	85.8
Cretoxyrhina_mantelli	extinct	83.5	85.8
Squalicorax_kaupi	extinct	83.5	85.8
Pseudohypolophus	extinct	83.5	85.8
Sclerorhynchus	extinct	83.5	85.8
Squalus	extinct	37.2	48.6
Isistius	extinct	37.2	48.6
Squatina_prima	extinct	37.2	48.6
Heterodontus	extinct	37.2	48.6
Palaeorhincodon	extinct	37.2	48.6
Odontaspis_winkleri	extinct	37.2	48.6
Striatolamia_macrota	extinct	37.2	48.6
Carcharias	extinct	37.2	48.6
Isurus_praecursor	extinct	37.2	48.6
Notorhynchus	extinct	37.2	48.6
Cretolamna	extinct	37.2	48.6
Carcharocles	extinct	37.2	48.6
Scyliorhinus	extinct	37.2	48.6
Galeorhinus	extinct	37.2	48.6
Abdounia	extinct	37.2	48.6
Abdounia	extinct	37.2	48.6
Abdounia	extinct	37.2	48.6
Galeocerdo_latidens	extinct	37.2	48.6
Physogaleus	extinct	37.2	48.6
Rhizoprionodon	extinct	37.2	48.6
Pristis	extinct	37.2	48.6
Anoxypristis	extinct	37.2	48.6
Aetobatis_irregularis	extinct	37.2	48.6
Aktaua	extinct	37.2	48.6
Myliobatis	extinct	37.2	48.6
Rhinoptera	extinct	37.2	48.6
Archaeomanta_melenhorsti	extinct	37.2	48.6
Burnhamia_daviesi	extinct	37.2	48.6
Selachii	extinct	129.4	132.9
Hexanchus	extinct	61.7	66
Hexanchus	extinct	61.7	66
Weltonia	extinct	61.7	66
Squalus_minor	extinct	61.7	66
Carcharias	extinct	61.7	66
Cretolamna_appendiculata	extinct	61.7	66
Scyliorhinus	extinct	61.7	66
Palaeogaleus_vincenti	extinct	61.7	66
Ginglymostoma_subafricanum	extinct	55.8	58.7
Nebrius	extinct	55.8	58.7
Odontaspis	extinct	55.8	58.7
Odontaspis	extinct	55.8	58.7
Odontaspis	extinct	55.8	58.7
Odontaspis	extinct	55.8	58.7
Odontaspis_winkleri	extinct	55.8	58.7
Odontaspis	extinct	55.8	58.7
Pseudodontaspis_lauderdalensis	extinct	55.8	58.7
Pseudodontaspis	extinct	55.8	58.7
Striatolamia_macrota	extinct	55.8	58.7
Carcharias	extinct	55.8	58.7
Carcharias	extinct	55.8	58.7
Carcharias	extinct	55.8	58.7
Carcharias	extinct	55.8	58.7
Cretolamna	extinct	55.8	58.7
Cretolamna	extinct	55.8	58.7
Galeorhinus_affinis	extinct	55.8	58.7
Galeorhinus	extinct	55.8	58.7
Galeorhinus	extinct	55.8	58.7
Galeorhinus	extinct	55.8	58.7
Mustelus	extinct	55.8	58.7
Abdounia	extinct	55.8	58.7
Abdounia	extinct	55.8	58.7
Physogaleus	extinct	55.8	58.7
Physogaleus	extinct	55.8	58.7
Physogaleus	extinct	55.8	58.7
Pristis	extinct	55.8	58.7
Eotorpedo_jaekeli	extinct	55.8	58.7
Trygon_jaekeli	extinct	55.8	58.7
Myliobatis_dixoni	extinct	55.8	58.7
Myliobatis	extinct	55.8	58.7
Rhinoptera	extinct	55.8	58.7
Notorynchus	extinct	11.62	13.82
Echinorhinus_blakei	extinct	11.62	13.82
Pteromylaeus	extinct	11.62	13.82
Aetobatus	extinct	11.62	13.82
Rhinoptera	extinct	11.62	13.82
Plinthicus_stenodon	extinct	11.62	13.82
Mobula	extinct	11.62	13.82
Squatina	extinct	11.62	13.82
Megascyliorhinus_miocaenicus	extinct	11.62	13.82
Ginglymostoma	extinct	11.62	13.82
Rhincodon	extinct	11.62	13.82
Odontaspis_cuspidata	extinct	11.62	13.82
Carcharias	extinct	11.62	13.82
Odontaspis_ferox	extinct	11.62	13.82
Odontaspis_acutissima	extinct	11.62	13.82
Megachasma	extinct	11.62	13.82
Cetorhinus	extinct	11.62	13.82
Isurus_oxyrhinchus	extinct	11.62	13.82
Carcharodon_hastalis	extinct	11.62	13.82
Carcharodon_subauriculatus	extinct	11.62	13.82
Carcharocles_megalodon	extinct	11.62	13.82
Scyliorhinus	extinct	11.62	13.82
Galeorhinus_affinis	extinct	11.62	13.82
Hypogaleus	extinct	11.62	13.82
Notorynchus	extinct	3.6	5.333
Hexanchus	extinct	3.6	5.333
Echinorhinus_blakei	extinct	3.6	5.333
Squalus	extinct	3.6	5.333
Isistius	extinct	3.6	5.333
Pristis	extinct	3.6	5.333
Pristis_pectinatus	extinct	3.6	5.333
Raja	extinct	3.6	5.333
Aetobatus	extinct	3.6	5.333
Mobula	extinct	3.6	5.333
Manta	extinct	3.6	5.333
Squatina	extinct	3.6	5.333
Carcharias_taurus	extinct	3.6	5.333
Odontaspis_cuspidata	extinct	3.6	5.333
Megachasma	extinct	3.6	5.333
Parotodus_benedenii	extinct	3.6	5.333
Isurus_oxyrhinchus	extinct	3.6	5.333
Carcharodon_hastalis	extinct	3.6	5.333
Carcharodon_hastalis	extinct	3.6	5.333
Lamna	extinct	3.6	5.333
Carcharocles_megalodon	extinct	3.6	5.333
Carcharodon_carcharias	extinct	3.6	5.333
Scyliorhinus	extinct	3.6	5.333
Galeorhinus_affinis	extinct	3.6	5.333
Paragaleus	extinct	3.6	5.333
Hemipristis_serra	extinct	3.6	5.333
Galeocerdo_cuvier	extant	3.6	5.333
Carcharhinus_leucas	extinct	3.6	5.333
Carcharhinus_macloti	extinct	3.6	5.333
Carcharhinus_obscurus	extant	3.6	5.333
Carcharhinus_perezi	extinct	3.6	5.333
Carcharhinus_plumbeus	extant	3.6	5.333
Negaprion_brevirostris	extinct	3.6	5.333
Sphyrna_lewini	extinct	3.6	5.333
Sphyrna_media	extinct	3.6	5.333
Sphyrna_zygaena	extinct	3.6	5.333
Mustelus	extinct	11.62	13.82
Paragaleus	extinct	11.62	13.82
Hemipristis_serra	extinct	11.62	13.82
Galeocerdo	extinct	11.62	13.82
Galeocerdo_contortus	extinct	11.62	13.82
Carcharhinus	extant	11.62	13.82
Carcharhinus_falciformis	extant	11.62	13.82
Carcharhinus_leucas	extinct	11.62	13.82
Carcharhinus_perezi	extinct	11.62	13.82
Carcharhinus_plumbeus	extant	11.62	13.82
Rhizoprionodon	extinct	11.62	13.82
Negaprion_brevirostris	extinct	11.62	13.82
Triaenodon_obesus	extinct	11.62	13.82
Sphyrna_media	extinct	11.62	13.82
Sphyrna_zygaena	extinct	11.62	13.82
Heterodontus	extinct	48.6	55.8
Ginglymostoma_subafricanum	extinct	48.6	55.8
Nebrius	extinct	48.6	55.8
Odontaspis	extinct	48.6	55.8
Odontaspis	extinct	48.6	55.8
Odontaspis_winkleri	extinct	48.6	55.8
Pseudodontaspis_lauderdalensis	extinct	48.6	55.8
Pseudodontaspis	extinct	48.6	55.8
Striatolamia_macrota	extinct	48.6	55.8
Cretolamna	extinct	48.6	55.8
Cretolamna	extinct	48.6	55.8
Galeus	extinct	48.6	55.8
Microscyliorhinus	extinct	48.6	55.8
Scyliorhinus	extinct	48.6	55.8
Galeorhinus	extinct	48.6	55.8
Galeorhinus	extinct	48.6	55.8
Abdounia	extinct	48.6	55.8
Abdounia	extinct	48.6	55.8
Physogaleus	extinct	48.6	55.8
Physogaleus	extinct	48.6	55.8
Eotorpedo	extinct	48.6	55.8
Myliobatis_dixoni	extinct	48.6	55.8
Archaeomanta_melenhorsti	extinct	48.6	55.8
Burnhamia_daviesi	extinct	48.6	55.8
Burnhamia_fetahi	extinct	48.6	55.8
Odontaspididae	extinct	72.1	83.6
Odontaspididae	extinct	72.1	83.6
Heterodontus	extinct	36	43
Carcharias_acutissima	extinct	36	43
Striatolamia_macrota	extinct	36	43
Kirkella	extinct	471.8	478.6
Kirkella	extinct	471.8	478.6
Kirkella	extinct	471.8	478.6
Lamna	extinct	70.6	83.5
Selachii	extinct	70.6	83.5
Pristis	extinct	33.9	38
Lamnidae	extinct	15.97	20.44
Selachii	extinct	28.1	33.9
Orectolobiformes	extinct	66	72.1
Cretolamna	extinct	66	72.1
Hemiscyllium	extinct	66	72.1
Cretolamna	extinct	66	72.1
Plicatoscyllium	extinct	66	70.6
Cretolamna_biauriculata	extinct	66	70.6
Squalicorax	extinct	66	70.6
Carcharias	extinct	66	70.6
Lamniformes	extinct	66	70.6
Dalpiazia_stromeri	extinct	66	70.6
Hemiscyllium	extinct	66	70.6
Plicatoscyllium	extinct	66	70.6
Odontaspididae	extinct	66	70.6
Lamnidae	extinct	66	70.6
Cretolamna	extinct	66	70.6
Squalicorax	extinct	66	70.6
Dalpiazia_stromeri	extinct	66	70.6
Plicatoscyllium	extinct	66	83.5
Pteroscyllium	extinct	66	83.5
Scyliorhinus	extinct	66	83.5
Youssoubatis	extinct	66	83.5
Hexanchus	extinct	48.6	55.8
Heptranchias	extinct	48.6	55.8
Weltonia	extinct	48.6	55.8
Odontaspididae	extinct	48.6	55.8
Pseudocarcharias	extinct	48.6	55.8
Megascyliorhinus	extinct	48.6	55.8
Hexanchus	extinct	33.9	38
Heptranchias	extinct	33.9	38
Centrophorus	extinct	33.9	38
Brachaelurus	extinct	33.9	38
Pararhincodon	extinct	33.9	38
Carcharias	extinct	33.9	38
Isurus	extinct	33.9	38
Carcharocles	extinct	33.9	38
Scyliorhinus	extinct	33.9	38
Physogaleus	extinct	33.9	38
Galeocerdo	extinct	33.9	38
Carcharhinus	extant	33.9	38
Rhizoprionodon	extinct	33.9	38
Hemipristis	extinct	33.9	38
Hemigaleidae	extinct	33.9	38
Triakis	extinct	33.9	38
Myliobatis	extinct	33.9	38
Torpedo	extinct	33.9	38
Carcharias	extinct	41.3	47.8
Galeorhinus	extinct	41.3	47.8
Abdounia	extinct	41.3	47.8
Rhizoprionodon	extinct	41.3	47.8
Scyliorhinus	extinct	41.3	47.8
Archaeomanta	extinct	41.3	47.8
Burnhamia	extinct	41.3	47.8
Carcharocles_megalodon	extinct	15.97	20.44
Isurus	extinct	5.333	23.03
Carcharodon	extinct	5.333	23.03
Galeocerdo	extinct	5.333	23.03
Hemipristis	extinct	5.333	23.03
Carcharhinus	extant	5.333	23.03
Myliobatidae	extinct	5.333	23.03
Carcharodon_hastalis	extinct	13.82	15.97
Isurus	extinct	13.82	15.97
Carcharocles_megalodon	extinct	13.82	15.97
Carcharhinus	extant	13.82	15.97
Negaprion	extinct	13.82	15.97
Galeocerdo_aduncus	extinct	13.82	15.97
Galeocerdo	extinct	13.82	15.97
Hemipristis_serra	extinct	13.82	15.97
Hemipristis	extinct	13.82	15.97
Sphyrna	extinct	13.82	15.97
Myliobatis	extinct	13.82	15.97
Carcharocles_megalodon	extinct	5.333	7.246
Squatina	extinct	1.806	2.588
Cetorhinus	extinct	1.806	2.588
Carcharodon	extinct	1.806	2.588
Isurus	extinct	1.806	2.588
Sphyrna	extinct	1.806	2.588
Squalicorax	extinct	85.8	89.3
Protolamna	extinct	109	112.03
Cretodus	extinct	109	112.03
Myliobatidae	extinct	93.9	100.5
Cretorectolobus	extinct	129.4	132.9
Cretorectolobus	extinct	129.4	132.9
Cretorectolobus	extinct	129.4	132.9
Notidanodon_lanceolatus	extinct	129.4	132.9
Triakidae	extinct	129.4	132.9
Cretorectolobus	extinct	129.4	132.9
Cretorectolobus	extinct	125.45	130
Notorhynchus	extinct	125.45	130
Heterodontus	extinct	132.9	139.8
Orectolobiformes	extinct	132.9	139.8
Protolamna	extinct	132.9	139.8
Palaeoscyllium	extinct	132.9	139.8
Squatina_cranei	extinct	132.9	139.8
Pseudocetorhinus	extinct	201.3	208.5
Pristis_dubius	extinct	155.7	161.2
Notorynchus	extinct	56	59.2
Squalus_orpiensis	extinct	56	59.2
Heterodontus	extinct	56	59.2
Squatina	extinct	56	59.2
Striatolamia	extinct	56	59.2
Isurolamna	extinct	56	59.2
Lamna_obliqua	extinct	56	59.2
Pachygaleus_lefevrei	extinct	56	59.2
Palaeogaleus_vincenti	extinct	56	59.2
Myliobatis	extinct	56	59.2
Carcharodon_carcharias	extinct	3.6	5.333
Hemipristis_serra	extinct	11.608	15.97
Carcharodon_hastalis	extinct	11.608	15.97
Cretolamna_appendiculata	extinct	66	100.5
Cretolamna	extinct	55.8	58.7
Cretolamna	extinct	48.6	55.8
Striatolamia_macrota	extinct	33.9	37.2
Galeorhinus	extinct	33.9	37.2
Carcharodon_carcharias	extinct	5.333	7.246
Carcharodon_hastalis	extinct	5.333	7.246
Lamna	extinct	15.97	20.44
Isurus	extinct	15.97	20.44
Carcharodon	extinct	15.97	20.44
Squalicorax_kaupi	extinct	72.1	83.6
Eucrossorhinus_microcuspidatus	extinct	72.1	83.6
Cretorectolobus_olsoni	extinct	72.1	83.6
Odontaspis_sanguinei	extinct	72.1	83.6
Plicatolamna_arcuata	extinct	72.1	83.6
Archaeotriakis_rochelleae	extinct	72.1	83.6
Myledaphus_bipartitus	extinct	72.1	83.6
Squalicorax_kaupi	extinct	72.1	83.6
Cretorectolobus_olsoni	extinct	72.1	83.6
Plicatolamna_arcuata	extinct	72.1	83.6
Myledaphus_bipartitus	extinct	72.1	83.6
Squalicorax_kaupi	extinct	72.1	83.6
Eucrossorhinus_microcuspidatus	extinct	72.1	83.6
Cretorectolobus_olsoni	extinct	72.1	83.6
Odontaspis_sanguinei	extinct	72.1	83.6
Plicatolamna_arcuata	extinct	72.1	83.6
Archaeotriakis_rochelleae	extinct	72.1	83.6
Myledaphus_bipartitus	extinct	72.1	83.6
Myledaphus_bipartitus	extinct	72.1	83.6
Plicatolamna_arcuata	extinct	72.1	83.6
Myledaphus_bipartitus	extinct	72.1	83.6
Myledaphus_bipartitus	extinct	72.1	83.6
Plicatolamna_arcuata	extinct	72.1	83.6
Myledaphus_bipartitus	extinct	72.1	83.6
Myledaphus_bipartitus	extinct	72.1	83.6
Myledaphus_bipartitus	extinct	72.1	83.6
Chiloscyllium	extinct	72.1	83.6
Cretorectolobus_olsoni	extinct	72.1	83.6
Myledaphus_bipartitus	extinct	72.1	83.6
Lamnidae	extinct	47.8	56
Carcharodon_carcharias	extinct	7.246	11.62
Carcharodon_carcharias	extinct	3.6	5.333
Prionace	extinct	3.6	5.333
Notorhynchus	extinct	28.4	33.9
Squalus	extinct	28.4	33.9
Squatina_angeloides	extinct	28.4	33.9
Odontaspis_cuspidata	extinct	28.4	33.9
Carcharias_acutissima	extinct	28.4	33.9
Isurus	extinct	28.4	33.9
Isurus_desori	extinct	28.4	33.9
