Species	Status	min_age	max_age
Scoliodon	extinct	15.97	23.03
Isurus	extinct	15.97	23.03
Isurus	extinct	15.97	23.03
Isurus	extinct	15.97	23.03
Carcharocles_megalodon	extinct	15.97	23.03
Carcharodon_carcharias	extinct	15.97	23.03
Carcharodon	extinct	15.97	23.03
Carcharias	extinct	15.97	23.03
Carchariolamna	extinct	15.97	23.03
Myliobatis	extinct	15.97	23.03
Aetobatus	extinct	15.97	23.03
Raja	extinct	15.97	23.03
Mobula	extinct	15.97	23.03
Cretolamna	extinct	66	100.5
Raja	extinct	15.97	23.03
Myliobatis	extinct	15.97	23.03
Myliobatis	extinct	15.97	23.03
Aetobatus	extinct	15.97	23.03
Corax	extinct	89.3	93.5
Isurus	extinct	86.3	89.8
Prionodon	extinct	3.6	5.333
Aprionodon	extinct	3.6	5.333
Hexanchus	extinct	61.7	70.6
Lamna_serra	extinct	66	72.1
Squalicorax_pristodontus	extinct	66	72.1
Carcharodon_carcharias	extinct	2.588	3.6
Odontaspis	extinct	2.588	3.6
Raja	extinct	7.246	11.62
Raja	extinct	2.588	3.6
Cetorhinus	extinct	13.82	15.97
Cetorhinus	extinct	13.82	15.97
Scyliorhinus	extinct	61.6	66
Odontaspis_incurva	extinct	61.6	66
Synodontaspis_holmdelensis	extinct	61.6	66
Lamna_(Odontaspis)_bronnii	extinct	61.6	66
Cretolamna_appendiculata	extinct	61.6	66
Odontaspididae	extinct	3.6	15.97
Cretolamna	extinct	125.45	130
Myledaphus_bipartitus	extinct	66	70.6
Cretolamna	extinct	72.1	83.6
Odontaspis	extinct	72.1	83.6
Squalicorax	extinct	72.1	83.6
Myledaphus_bipartitus	extinct	66	72.1
Onchus_besomensis	extinct	410.8	419.2
Onchus_wheathillensis	extinct	410.8	419.2
Carcharias	extinct	89.3	93.5
Paranomotodon	extinct	89.3	93.5
Squalicorax_falcatus	extinct	89.3	93.5
Carcharias	extinct	89.3	93.5
Cretalamna	extinct	89.3	93.5
Paranomotodon	extinct	89.3	93.5
Squalicorax_falcatus	extinct	89.3	93.5
Myliobatis	extinct	55.8	56.8
Rhinoptera	extinct	55.8	56.8
Pristis	extinct	55.8	56.8
Nebrius	extinct	55.8	56.8
Carcharias	extinct	55.8	56.8
Carcharias	extinct	55.8	56.8
Lamna_obliqua	extinct	55.8	56.8
Cretolamna_appendiculata	extinct	55.8	56.8
Carcharodon_orientalis	extinct	55.8	56.8
Scyliorhinus	extinct	55.8	56.8
Triakis	extinct	55.8	56.8
Hexanchus	extinct	61.6	66
Heptranchias	extinct	61.6	66
Notorhynchus	extinct	61.6	66
Carcharias	extinct	61.6	66
Carcharias_tenuis	extinct	61.6	66
Odontaspis	extinct	61.6	66
Striatolamia	extinct	61.6	66
Hexanchus	extinct	61.6	66
Heptranchias	extinct	61.6	66
Notorhynchus	extinct	61.6	66
Notidanodon	extinct	61.6	66
Carcharias	extinct	61.6	66
Carcharias_tenuis	extinct	61.6	66
Odontaspis	extinct	61.6	66
Striatolamia	extinct	61.6	66
Notidanodon	extinct	61.6	66
Chlamydoselachus	extinct	55.8	66
Notidanodon	extinct	55.8	66
Centrophorus	extinct	55.8	66
Carcharias	extinct	55.8	66
Odontaspis_winkleri	extinct	55.8	66
Lamniformes	extinct	55.8	66
Chlamydoselachus	extinct	55.8	66
Notidanodon	extinct	55.8	66
Heptranchias	extinct	55.8	66
Pseudoechinorhinus	extinct	55.8	66
Centrophorus	extinct	55.8	66
Megasqualus	extinct	55.8	66
Centroselachus	extinct	55.8	66
Carcharias	extinct	55.8	66
Brachycarcharias	extinct	55.8	66
Odontaspis_winkleri	extinct	55.8	66
Odontaspididae	extinct	55.8	66
Lamniformes	extinct	55.8	66
Centrophorus	extinct	55.8	66
Dalatias	extinct	55.8	66
Centroselachus	extinct	55.8	66
Carcharias	extinct	55.8	66
Odontaspis_winkleri	extinct	55.8	66
Megasqualus	extinct	55.8	66
Centroselachus	extinct	55.8	66
Carcharias	extinct	55.8	66
Odontaspis_winkleri	extinct	55.8	66
Carcharias	extinct	55.8	66
Odontaspis_winkleri	extinct	55.8	66
Brachycarcharias	extinct	55.8	66
Pseudoechinorhinus	extinct	55.8	66
Centrophorus	extinct	55.8	66
Centroselachus	extinct	55.8	66
Carcharias	extinct	55.8	66
Odontaspis_winkleri	extinct	55.8	66
Pseudoechinorhinus	extinct	55.8	66
Paracestracion_viohli	extinct	150.8	155.7
Notidanodon_lanceolatus	extinct	112.03	122.46
Gladioserratus_aptiensis	extinct	100.5	113
Orectolobiformes	extinct	100.5	113
Archaeolamna	extinct	100.5	113
Leptostyrax	extinct	100.5	113
Cretoxyrhinidae	extinct	100.5	113
Cretolamna	extinct	100.5	113
Paraisurus_compressus	extinct	100.5	113
Carcharias_striatula	extinct	100.5	113
Squalicorax_primaevus	extinct	100.5	113
Hexanchidae	extinct	183	189.6
Protosqualus_glickmani	extinct	99.6	105.3
Protosqualus_glickmani	extinct	93.5	99.6
Protosqualus_glickmani	extinct	93.5	99.6
Squalus	extinct	93.5	99.6
Squaliodalatias	extinct	93.5	99.6
Procentrophorus_balticus	extinct	93.5	99.6
Protosqualus_glickmani	extinct	70.6	83.5
Squatina	extinct	48.6	58.7
Ginglymostoma	extinct	48.6	58.7
Myliobatis	extinct	48.6	58.7
Myliobatidae	extinct	48.6	58.7
Myliobatis_aquila	extinct	2.588	5.333
Myliobatis	extinct	2.588	5.333
Pteromylaeus_bovinus	extinct	2.588	5.333
Pteromylaeus	extinct	2.588	5.333
Myliobatidae	extinct	61.6	66
Trygon_jaekeli	extinct	33.9	37.2
Trygon_(Taeniura)_muricata	extinct	41.3	47.8
Trygon	extinct	41.3	47.8
Urolophus	extinct	41.3	47.8
Promyliobatis_gazolae	extinct	41.3	47.8
Galeus_cuvieri	extinct	41.3	47.8
Synodontaspis_atlasi	extinct	41.3	47.8
Chiloscyllium_meraense	extinct	41.3	47.8
Hemiscyllium	extinct	41.3	47.8
Squatiscyllium	extinct	41.3	47.8
Ginglymostoma_angolense	extinct	41.3	47.8
Nebrius_obliquus	extinct	41.3	47.8
Protoginglymostoma	extinct	41.3	47.8
Rhizoprionodon	extinct	41.3	47.8
Garabatis	extinct	41.3	47.8
Myliobatis	extinct	41.3	47.8
Leidybatis	extinct	41.3	47.8
Eomobula_stehmanni	extinct	41.3	47.8
Pristis_lanceolatus	extinct	9.7	11.1
Raja_praeclavata	extinct	7.246	11.62
Myliobatis	extinct	9.7	11.1
Myliobatis_faujasi	extinct	9.7	11.1
Rhinoptera	extinct	7.246	11.62
Myliobatis_dixoni	extinct	56	66
Negaprion_eurybathrodon	extinct	11.608	15.97
Carcharhinus_priscus	extinct	11.608	15.97
Carcharhinus_obscurus	extant	11.608	15.97
Scoliodon	extinct	11.608	15.97
Myliobatis	extinct	11.608	15.97
Rhinoptera	extinct	11.608	15.97
Aetobatus_arcuatus	extinct	11.608	15.97
Eomobula_stehmanni	extinct	47.8	56
Archaeomanta_priemi	extinct	47.8	56
Eotorpedo_hilgendorfi	extinct	56	59.2
Eotorpedo_hilgendorfi	extinct	47.8	56
Eotorpedo_zennaroi	extinct	61.6	66
Pristis_atlanticus	extinct	7.246	11.62
Selachii	extinct	166.1	168.3
Pseudospinax	extinct	161.2	164.7
Palaeobrachaelurus	extinct	161.2	164.7
Squalogaleus	extinct	161.2	164.7
Palaeoscyllium_tenuidens	extinct	166.1	168.3
Eypea_leesi	extinct	166.1	168.3
Palaeobrachaelurus_mussetti	extinct	166.1	168.3
Orectolobiformes	extinct	166.1	168.3
Dorsetoscyllium_terreafullonicum	extinct	166.1	168.3
Ornatoscyllium_freemani	extinct	166.1	168.3
Paranotidanus	extinct	166.1	168.3
Pseudonotidanus_semirugosus	extinct	166.1	168.3
Pseudonotidanus_semirugosus	extinct	166.1	168.3
Eypea_leesi	extinct	166.1	168.3
Carchariniformes	extinct	166.1	168.3
Paracestracion	extinct	166.1	168.3
Proheterodontus_sylvestris	extinct	166.1	168.3
Palaeobrachaelurus_mussetti	extinct	166.1	168.3
Scyliorhinidae	extinct	166.1	168.3
Eypea_leesi	extinct	166.1	168.3
Palaeobrachaelurus_mussetti	extinct	166.1	168.3
Selachii	extinct	305.9	313.8
Onchopristis	extinct	66	145
Squatina	extinct	130	136.4
Scyllium_tumidens	extinct	130	136.4
Lamna	extinct	130	136.4
Centroscymnus	extinct	130	136.4
Galeocerdo_cuvier	extant	0	2.588
Carcharhinus_obscurus	extant	0	2.588
Galeocerdo_cuvier	extant	3.6	5.333
Carcharhinus	extant	3.6	5.333
Rhizoprionodon	extinct	3.6	5.333
Rhinoptera	extinct	3.6	5.333
Raja	extinct	3.6	5.333
Carcharhinus_falciformis	extant	0	2.588
Carcharhinus	extant	0	2.588
Carcharhinus_plumbeus	extant	0	2.588
Raja_casieri	extinct	28.1	33.9
Raja_ceciliae	extinct	28.1	33.9
Raja_heinzelini	extinct	28.1	33.9
Raja	extinct	28.1	33.9
Raja_heinzelini	extinct	28.1	33.9
Myliobatis_striatus	extinct	28.1	33.9
Myliobatis_striatus	extinct	28.4	33.9
Rhinoptera	extinct	28.4	33.9
Heterodontus	extinct	140.2	150.8
Heterodontus	extinct	140.2	150.8
Serratolamna	extinct	66	70.6
Sclerorhynchus_atavus	extinct	83.6	86.3
Raja_davisi	extinct	83.6	86.3
Raja_expansa	extinct	93.9	100.5
Cyclobatis_major	extinct	93.9	100.5
Cyclobatis_major	extinct	93.9	100.5
Cyclobatis_oligodactylus	extinct	93.9	100.5
Cyclobatis_oligodactylus	extinct	93.9	100.5
Cyclobatis_tuberculatus	extinct	93.9	100.5
Plicatolamna	extinct	93.9	100.5
Mesiteia_emiliae	extinct	93.9	100.5
Pararhincodon	extinct	93.9	100.5
Scyliorhinus	extinct	93.9	100.5
Plicatolamna	extinct	93.9	100.5
Scyliorhinus	extinct	93.9	100.5
Hexanchus	extinct	83.6	86.3
Hexanchus	extinct	83.6	86.3
Cretascymnus	extinct	83.6	86.3
Squalus_latidens	extinct	83.6	86.3
Centrosqualus	extinct	83.6	86.3
Acanthoscyllium	extinct	83.6	86.3
Almascyllium	extinct	83.6	86.3
Scyliorhinus	extinct	83.6	86.3
Pteroscyllium	extinct	83.6	86.3
Pteroscyllium_signeuxi	extinct	83.6	86.3
Paratriakis	extinct	83.6	86.3
Rajidae	extinct	33.9	38
Myliobatis	extinct	15.97	23.03
Igdabatis	extinct	66	70.6
Galeocerdo_eaglesomei	extinct	37.2	48.6
Moreyella	extinct	298.9	303.4
Lamniformes	extinct	93.5	99.6
Carcharias	extinct	93.5	99.6
Carcharias	extinct	93.5	99.6
Carcharias	extinct	93.5	99.6
Cretolamna_appendiculata	extinct	93.5	99.6
Cretoxyrhina_mantelli	extinct	93.5	99.6
Squalicorax_curvatus	extinct	93.5	99.6
Squalicorax_falcatus	extinct	93.5	99.6
Squalicorax_volgensis	extinct	93.5	99.6
Cretoxyrhina_mantelli	extinct	83.6	86.3
Squalicorax_falcatus	extinct	83.6	86.3
Squalicorax_kaupi	extinct	83.6	86.3
Myliobatis	extinct	47.8	56
Leidybatis	extinct	47.8	56
Isurus	extinct	11.608	15.97
Notorynchus	extinct	28.1	33.9
Squalus	extinct	28.1	33.9
Squatina_angeloides	extinct	28.1	33.9
Carcharias	extinct	28.1	33.9
Odontaspis_cuspidata	extinct	28.1	33.9
Scyliorhinus_distans	extinct	28.1	33.9
Scyliorhinus	extinct	28.1	33.9
Physogaleus	extinct	28.1	33.9
Chrysophris	extinct	28.1	33.9
Carcharodon_hastalis	extinct	13.82	15.97
Isurus	extinct	13.82	15.97
Isurus	extinct	13.82	15.97
Carcharocles_megalodon	extinct	13.82	15.97
Negaprion	extinct	13.82	15.97
Galeocerdo_aduncus	extinct	13.82	15.97
Hemipristis_serra	extinct	13.82	15.97
Squalus	extinct	13.82	15.97
Squatina	extinct	13.82	15.97
Myliobatis	extinct	13.82	15.97
Carcharodon	extinct	3.6	5.333
Carcharodon	extinct	2.588	5.333
Hemipristis	extinct	2.588	5.333
Carcharhinus	extant	2.588	5.333
Otodus	extinct	33.9	38
Carcharias	extinct	33.9	38
Carcharias	extinct	33.9	38
Nebrius_obliquus	extinct	33.9	38
Chiloscyllium	extinct	33.9	38
Scyliorhinus	extinct	33.9	38
Carcharhinus	extant	33.9	38
Carcharhinus	extant	33.9	38
Rhizoprionodon	extinct	33.9	38
Misrichthys	extinct	33.9	38
Abdounia	extinct	33.9	38
Galeocerdo_eaglesomei	extinct	33.9	38
Galeocerdo	extinct	33.9	38
Physogaleus	extinct	33.9	38
Hemipristis	extinct	33.9	38
Paragaleus	extinct	33.9	38
Galeorhinus	extinct	33.9	38
Sphyrna	extinct	33.9	38
Pristis_lathami	extinct	33.9	38
Propristis_schweinfurthi	extinct	33.9	38
Anoxypristis	extinct	33.9	38
Myliobatis	extinct	33.9	38
Rhinoptera	extinct	33.9	38
Aetobatis_irregularis	extinct	33.9	38
Garabatis	extinct	33.9	38
Archaeomanta	extinct	33.9	38
Burnhamia	extinct	33.9	38
Mobula	extinct	33.9	38
Otodus	extinct	33.9	38
Cretolamna	extinct	33.9	38
Carcharias	extinct	33.9	38
Nebrius_obliquus	extinct	33.9	38
Scyliorhinus	extinct	33.9	38
Carcharhinus	extant	33.9	38
Carcharhinus	extant	33.9	38
Rhizoprionodon	extinct	33.9	38
Misrichthys	extinct	33.9	38
Abdounia	extinct	33.9	38
Galeocerdo_eaglesomei	extinct	33.9	38
Galeocerdo	extinct	33.9	38
Physogaleus	extinct	33.9	38
Hemipristis	extinct	33.9	38
Paragaleus	extinct	33.9	38
Galeorhinus	extinct	33.9	38
Sphyrna	extinct	33.9	38
Pristis_lathami	extinct	33.9	38
Propristis_schweinfurthi	extinct	33.9	38
Anoxypristis	extinct	33.9	38
Myliobatis	extinct	33.9	38
Rhinoptera	extinct	33.9	38
Aetobatis_irregularis	extinct	33.9	38
Mobula	extinct	33.9	38
Carcharhinus_egertoni	extinct	2.588	5.333
Carcharodon_polygyrus	extinct	2.588	5.333
Myliobatis	extinct	2.588	5.333
Isurus	extinct	2.588	5.333
Sphyrna_prisca	extinct	2.588	5.333
Cetorhinus_maximus	extinct	2.588	5.333
Carcharodon	extinct	0.0117	2.588
Lamna	extinct	0.0117	2.588
Selachii	extinct	37.2	48.6
Squatina_angeloides	extinct	23.03	28.1
Ginglymostoma_serra	extinct	23.03	28.1
Rhincodon_typus	extinct	23.03	28.1
Keasius_parvus	extinct	23.03	28.1
Odontaspis_cuspidata	extinct	23.03	28.1
Carcharias	extinct	23.03	28.1
Carcharocles	extinct	23.03	28.1
Prionodon_gibbesi	extinct	23.03	28.1
Galeocerdo_aduncus	extinct	23.03	28.1
Physogaleus	extinct	23.03	28.1
Rhizoprionodon	extinct	23.03	28.1
Bythaelurus	extinct	23.03	28.1
Hemipristis_serra	extinct	23.03	28.1
Sphyrna_media	extinct	23.03	28.1
Galeorhinus	extinct	23.03	28.1
Sphyrna_zygaena	extinct	23.03	28.1
Raja_mccollumi	extinct	23.03	28.1
Raja	extinct	23.03	28.1
Mobula_loupianensis	extinct	23.03	28.1
Manta_fragilis	extinct	23.03	28.1
Myliobatinae	extinct	23.03	28.1
Plinthicus_stenodon	extinct	23.03	28.1
Rhinoptera_studeri	extinct	23.03	28.1
Carcharodon_auriculatus	extinct	33.9	38
Isurus_praecursor	extinct	33.9	38
Carcharhinus	extant	33.9	38
Carcharias	extinct	33.9	38
Galeocerdo	extinct	33.9	38
Aetobatus	extinct	33.9	38
Pristis	extinct	33.9	38
Isurus	extinct	5.333	11.608
Carcharodon_hastalis	extinct	3.6	5.333
Carcharodon_sulcidens	extinct	3.6	5.333
Carcharodon_hastalis	extinct	3.6	5.333
Carcharodon_hastalis	extinct	3.6	5.333
Carcharocles_megalodon	extinct	3.6	5.333
Carcharodon_sulcidens	extinct	3.6	5.333
Selachii	extinct	33.9	38
Cantioscyllium	extinct	93.5	99.6
Lamniformes	extinct	93.5	99.6
Archaeolamna	extinct	93.5	99.6
Cretolamna_appendiculata	extinct	93.5	99.6
Protolamna	extinct	93.5	99.6
Protolamna	extinct	93.5	99.6
Squalicorax	extinct	93.5	99.6
Squalicorax	extinct	93.5	99.6
Squalicorax	extinct	93.5	99.6
Carcharias	extinct	93.5	99.6
Cenocarcharias	extinct	93.5	99.6
Paranomotodon	extinct	93.5	99.6
Myledaphus_bipartitus	extinct	70.6	83.5
Myledaphus_bipartitus	extinct	70.6	83.5
Squalicorax_pristodontus	extinct	66	72.1
Cretolamna_appendiculata	extinct	66	72.1
Cretoxyrhina_mantelli	extinct	66	72.1
Squatina	extinct	66	72.1
Onchopristis_dunklei	extinct	100.5	113
Lamna_sulcata	extinct	100.5	113
Plicatolamna_arcuata	extinct	109	112.03
Lamna_sulcata	extinct	109	112.03
Onchopristis_dunklei	extinct	109	112.03
Lamna_sulcata	extinct	100.5	113
Lamna	extinct	100.5	113
Lamna_sulcata	extinct	100.5	113
Lamna_sulcata	extinct	100.5	113
Onchopristis_dunklei	extinct	100.5	113
Lamna_sulcata	extinct	113	125
Onchopristis	extinct	113	125
Lamna_sulcata	extinct	100.5	113
Lamna_sulcata	extinct	100.5	113
Lamna_sulcata	extinct	100.5	113
Striatolamia_macrota	extinct	33.9	37.2
Striatolamia_macrota	extinct	33.9	56
Abdounia	extinct	33.9	56
Isurus	extinct	33.9	56
Lamna	extinct	2.588	23.03
Lamna	extinct	2.588	23.03
Lamna	extinct	2.588	23.03
Carcharodon	extinct	2.588	23.03
Lamna	extinct	2.588	23.03
Carcharodon	extinct	2.588	23.03
Lamna	extinct	2.588	23.03
Carcharodon	extinct	2.588	23.03
Carcharocles_megalodon	extinct	2.588	23.03
Lamna	extinct	2.588	23.03
Lamna	extinct	2.588	23.03
Carcharocles_megalodon	extinct	2.588	23.03
Carcharocles_megalodon	extinct	2.588	23.03
Carcharias	extinct	2.588	23.03
Carcharias	extinct	2.588	23.03
Hemipristis	extinct	2.588	23.03
Carcharodon_carcharias	extinct	2.588	3.6
Carcharias	extinct	2.588	3.6
Carcharhinus	extant	2.588	3.6
Myliobatidae	extinct	2.588	3.6
Carcharias	extinct	33.9	38
Cretascymnus	extinct	70.6	83.5
Centroscymnus	extinct	70.6	83.5
Chiloscyllium	extinct	70.6	83.5
Pararhincodon	extinct	70.6	83.5
Squaliformes	extinct	70.6	83.5
Centrophoroides	extinct	70.6	83.5
Eoetmopterus	extinct	70.6	83.5
Somniosidae	extinct	70.6	83.5
Cretascymnus	extinct	70.6	83.5
Cretascymnus	extinct	70.6	83.5
Centroscymnus	extinct	70.6	83.5
Squatina_baumbergensis	extinct	70.6	83.5
Squatina	extinct	70.6	83.5
Galeomorphi	extinct	70.6	83.5
Scyliorhinidae	extinct	70.6	83.5
Crassescyliorhinus	extinct	70.6	83.5
Lamna	extinct	0.0117	0.126
Carcharodon	extinct	2.588	23.03
Otodontidae	extinct	2.588	23.03
Carcharocles	extinct	2.588	23.03
Galeorhinus	extinct	2.588	23.03
Carcharhinus	extant	2.588	23.03
Carcharodon_carcharias	extinct	2.588	23.03
Isurus	extinct	2.588	23.03
Cretolamna_appendiculata	extinct	89.8	93.9
Leptostyrax	extinct	89.8	93.9
Cretoxyrhina_mantelli	extinct	89.8	93.9
Squalicorax_falcatus	extinct	89.8	93.9
Kirkella	extinct	468.1	485.4
Kirkella	extinct	468.1	485.4
Kirkella_fillmorensis	extinct	471.8	485.4
Kirkella_fillmorensis	extinct	471.8	485.4
Kirkella_fillmorensis	extinct	471.8	485.4
Kirkella_fillmorensis	extinct	471.8	485.4
Kirkella	extinct	471.8	478.6
Kirkella	extinct	471.8	478.6
Kirkella	extinct	471.8	478.6
Cetorhinus	extinct	23.03	33.9
Squalicorax_pristodontus	extinct	66	70.6
Corax	extinct	72.1	83.6
Kirkella	extinct	471.8	478.6
Squalicorax_falcatus	extinct	93.5	99.6
Cretoxyrhina_mantelli	extinct	93.5	99.6
Hexanchus	extinct	3.6	7.246
Carcharocles_megalodon	extinct	3.6	7.246
Carcharodon_hastalis	extinct	3.6	7.246
Sphyrna	extinct	3.6	7.246
Myliobatidae	extinct	3.6	7.246
Eostriatolamia	extinct	93.5	99.6
Cretolamna_appendiculata	extinct	93.5	99.6
Odontaspis	extinct	93.5	99.6
Pseudoisurus	extinct	93.5	99.6
Squatina	extinct	93.5	99.6
Hexanchus	extinct	50.3	55.8
Echinorhinus	extinct	50.3	55.8
Squalus	extinct	50.3	55.8
Isistius	extinct	50.3	55.8
Squatina_prima	extinct	50.3	55.8
Heterodontus_lerichei	extinct	50.3	55.8
Ginglymostoma	extinct	50.3	55.8
Ginglymostoma_subafricanum	extinct	50.3	55.8
Ginglymostoma_serra	extinct	50.3	55.8
Nebrius	extinct	50.3	55.8
Palaeorhincodon	extinct	50.3	55.8
Orectolobidae	extinct	50.3	55.8
Odontaspis_winkleri	extinct	50.3	55.8
Carcharias	extinct	50.3	55.8
Carcharias	extinct	50.3	55.8
Striatolamia_macrota	extinct	50.3	55.8
Cretolamna_appendiculata	extinct	50.3	55.8
Serratolamna	extinct	50.3	55.8
Serratolamna	extinct	50.3	55.8
Lamna_obliqua	extinct	50.3	55.8
Scyliorhinus	extinct	50.3	55.8
Pachygaleus_lefevrei	extinct	50.3	55.8
Galeorhinus	extinct	50.3	55.8
Triakis	extinct	50.3	55.8
Palaeogaleus_vincenti	extinct	50.3	55.8
Abdounia	extinct	50.3	55.8
Abdounia	extinct	50.3	55.8
Abdounia	extinct	50.3	55.8
Physogaleus	extinct	50.3	55.8
Pristis	extinct	50.3	55.8
Anoxypristis	extinct	50.3	55.8
Anoxypristis	extinct	50.3	55.8
Propristis_schweinfurthi	extinct	50.3	55.8
Myliobatis_dixoni	extinct	50.3	55.8
Myliobatis_striatus	extinct	50.3	55.8
Myliobatis	extinct	50.3	55.8
Aetobatis_irregularis	extinct	50.3	55.8
Aetomylaeus	extinct	50.3	55.8
Rhinoptera_sherboni	extinct	50.3	55.8
Archaeomanta_melenhorsti	extinct	50.3	55.8
Burnhamia_daviesi	extinct	50.3	55.8
Hexanchus	extinct	66	83.5
Carcharocles_megalodon	extinct	3.6	5.333
Onchopristis	extinct	93.5	99.6
Moerigaleus_vitreodon	extinct	33.9	38
Moerigaleus_vitreodon	extinct	33.9	38
Pristis_brachyodon	extinct	33.9	56
Abdounia	extinct	33.9	38
Prionodon_gibbesi	extinct	33.9	38
Cretolamna	extinct	33.9	38
Galeocerdo_clarkensis	extinct	33.9	38
Galeocerdo_contortus	extinct	33.9	38
Galeorhinus_huberensis	extinct	33.9	38
Ginglymostoma_serra	extinct	33.9	38
Hemipristis	extinct	33.9	38
Heterodontus_pineti	extinct	33.9	38
Isurus_praecursor	extinct	33.9	38
Lamna_(Odontaspis)_hopei	extinct	33.9	38
Rhizoprionodon	extinct	33.9	38
Myliobatis	extinct	33.9	38
Rhinoptera	extinct	33.9	38
Pristis_lathami	extinct	33.9	38
Propristis_schweinfurthi	extinct	33.9	38
Lamna_(Odontaspis)_hopei	extinct	38	41.3
Isurus_praecursor	extinct	38	41.3
Carcharodon_auriculatus	extinct	38	41.3
Lamna	extinct	38	41.3
Galeocerdo_clarkensis	extinct	38	41.3
Galeorhinus_huberensis	extinct	38	41.3
Hemipristis_wyattdurhami	extinct	38	41.3
Prionodon_gibbesi	extinct	38	41.3
Myliobatis	extinct	38	41.3
Aetobatus	extinct	38	41.3
Pristis_lathami	extinct	38	41.3
Protosqualus	extinct	89.8	113
Gladioserratus_magnus	extinct	89.8	113
Notidanodon	extinct	89.8	113
Cretalamna	extinct	89.8	113
Dwardius_sudindicus	extinct	89.8	113
Eostriatolamia	extinct	89.8	113
Squalicorax	extinct	89.8	113
Cretodus	extinct	89.8	113
Carcharhinus	extant	15.97	23.03
Rhinoptera	extinct	15.97	23.03
Sphyrna_magna	extinct	15.97	23.03
Carcharhinus	extant	15.97	23.03
Galeocerdo	extinct	15.97	23.03
Ginglymostoma_serra	extinct	15.97	23.03
Hemipristis_serra	extinct	15.97	23.03
Myliobatis	extinct	15.97	23.03
Rhinoptera_studeri	extinct	15.97	23.03
Scoliodon	extinct	15.97	23.03
Sphyrna_magna	extinct	15.97	23.03
Sphyrna_prisca	extinct	15.97	23.03
Carcharhinus	extant	15.97	23.03
Carcharhinus_egertoni	extinct	15.97	23.03
Carcharhinus_priscus	extinct	15.97	23.03
Carcharhinus	extant	15.97	23.03
Carcharodon_subauriculatus	extinct	15.97	23.03
Galeocerdo	extinct	15.97	23.03
Ginglymostoma_obliquum	extinct	15.97	23.03
Ginglymostoma_serra	extinct	15.97	23.03
Hemipristis_serra	extinct	15.97	23.03
Hypoprion	extinct	15.97	23.03
Isurus	extinct	15.97	23.03
Myliobatis	extinct	15.97	23.03
Nebrius_obliquus	extinct	15.97	23.03
Myliobatis	extinct	15.97	23.03
Rhinoptera_studeri	extinct	15.97	23.03
Scoliodon	extinct	15.97	23.03
Sphyrna_magna	extinct	15.97	23.03
Carcharhinus	extant	15.97	23.03
Carcharhinus_egertoni	extinct	15.97	23.03
Carcharhinus	extant	15.97	23.03
Carcharhinus	extant	15.97	23.03
Carcharodon_subauriculatus	extinct	15.97	23.03
Galeocerdo	extinct	15.97	23.03
Ginglymostoma_serra	extinct	15.97	23.03
Hemipristis_serra	extinct	15.97	23.03
Isurus	extinct	15.97	23.03
Nebrius_obliquus	extinct	15.97	23.03
Scoliodon	extinct	15.97	23.03
Sphyrna_magna	extinct	15.97	23.03
Galeocerdo	extinct	15.97	23.03
Hemipristis_serra	extinct	15.97	23.03
Myliobatis	extinct	15.97	23.03
Carcharhinus	extant	15.97	23.03
Carcharhinus_egertoni	extinct	15.97	23.03
Carcharhinus_priscus	extinct	15.97	23.03
Carcharhinus	extant	15.97	23.03
Carcharodon_subauriculatus	extinct	15.97	23.03
Galeocerdo	extinct	15.97	23.03
Ginglymostoma_serra	extinct	15.97	23.03
Hemipristis_serra	extinct	15.97	23.03
Isurus	extinct	15.97	23.03
Nebrius_obliquus	extinct	15.97	23.03
Scoliodon	extinct	15.97	23.03
Sphyrna_magna	extinct	15.97	23.03
Rhinoptera_studeri	extinct	15.97	23.03
Carcharhinus	extant	11.608	15.97
Galeocerdo_contortus	extinct	11.608	15.97
Carcharhinus	extant	11.608	15.97
Hemipristis_serra	extinct	11.608	15.97
Galeocerdo_contortus	extinct	11.608	15.97
Carcharocles_megalodon	extinct	11.608	15.97
Carcharodon_hastalis	extinct	11.608	15.97
Carcharodon_subauriculatus	extinct	15.97	23.03
Isurus_desori	extinct	15.97	23.03
Carcharhinus	extant	15.97	23.03
Selachii	extinct	70.6	83.5
Carcharocles_megalodon	extinct	2.588	5.333
Notidanodon	extinct	66	83.5
Onchopristis_dunklei	extinct	100.5	113
Cretodus	extinct	100.5	113
Selachii	extinct	242	247.2
Lamna	extinct	28.1	33.9
Heptranchias	extinct	66	72.1
Carcharhinus	extant	7.246	11.62
Carcharhinus_macloti	extinct	7.246	11.62
Galeocerdo_aduncus	extinct	7.246	11.62
Sphyrna_media	extinct	7.246	11.62
Myliobatidae	extinct	7.246	11.62
Carcharocles_megalodon	extinct	7.246	11.62
Selachii	extinct	66	72.1
Palaeoscyllium	extinct	152.1	157.3
Galeomorphi	extinct	152.1	157.3
Galeomorphi	extinct	152.1	157.3
Galeomorphi	extinct	152.1	157.3
Galeomorphi	extinct	152.1	157.3
Galeomorphi	extinct	152.1	157.3
Galeomorphi	extinct	152.1	157.3
Galeomorphi	extinct	152.1	157.3
Galeomorphi	extinct	152.1	157.3
Galeomorphi	extinct	152.1	157.3
Galeomorphi	extinct	152.1	157.3
Galeomorphi	extinct	152.1	157.3
Galeomorphi	extinct	152.1	157.3
Galeomorphi	extinct	152.1	157.3
Galeomorphi	extinct	152.1	157.3
