"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","abund_value","abund_unit","lng","lat"
"437280","occ","","","42636","Odontaspis macrota","species","132649","Late Eocene","","37.2","33.9","11344","","","-1.691667","50.738888"
"437281","occ","","","42636","Odontaspis","genus","34620","Late Eocene","","37.2","33.9","11344","","","-1.691667","50.738888"
"437325","occ","","","42636","Physodon secundus","species","125026","Late Eocene","","37.2","33.9","11344","","","-1.691667","50.738888"
"437326","occ","","","42636","Scyliorhinus","genus","34663","Late Eocene","","37.2","33.9","11344","","","-1.691667","50.738888"
"437327","occ","","","42636","Squatina","genus","34570","Late Eocene","","37.2","33.9","11344","","","-1.691667","50.738888"
"437449","occ","","","42640","Odontaspis macrota","species","132649","Late Eocene","","37.2","33.9","11344","","","-1.691667","50.738888"
"437455","occ","","","42640","Pristis bisulcatus","species","100811","Late Eocene","","37.2","33.9","11344","","","-1.691667","50.738888"
"437519","occ","","","42641","Lamna obliqua","species","80600","Bartonian","","41.3","38","11344","","","-1.691667","50.738888"
"437520","occ","","","42641","Odontaspis cuspidata","species","80589","Bartonian","","41.3","38","11344","","","-1.691667","50.738888"
"437521","occ","","","42641","Odontaspis macrota","species","132649","Bartonian","","41.3","38","11344","","","-1.691667","50.738888"
"439386","occ","","","42644","Lamna obliqua","species","80600","Late Eocene","","37.2","33.9","11344","","","-1.691667","50.738888"
"439387","occ","","","42644","Odontaspis cuspidata","species","80589","Late Eocene","","37.2","33.9","11344","","","-1.691667","50.738888"
"439388","occ","","","42644","Odontaspis macrota","species","132649","Late Eocene","","37.2","33.9","11344","","","-1.691667","50.738888"
"439398","occ","","","42644","Squatina","genus","34570","Late Eocene","","37.2","33.9","11344","","","-1.691667","50.738888"
"440638","occ","","","43063","Hemipristis serra","species","83182","Early Miocene","","23.03","15.97","11413","","","-70.050003","10.366667"
"440639","occ","","","43063","Carcharhinus obscurus","species","83193","Early Miocene","","23.03","15.97","11413","","","-70.050003","10.366667"
"440640","occ","","","43063","Carcharhinus perezi","species","83196","Early Miocene","","23.03","15.97","11413","","","-70.050003","10.366667"
"445285","occ","","","43806","Hemipristis","genus","34646","Early Miocene","","23.03","15.97","11515","","","-114.900002","27.700001"
"445286","occ","","","43806","Carcharodon hastalis","species","80595","Early Miocene","","23.03","15.97","11515","","","-114.900002","27.700001"
"445288","occ","","","43807","Aetobatus","genus","34721","Early Miocene","","23.03","15.97","11515","","","-114.900002","27.700001"
"445289","occ","","","43807","Carcharodon","genus","34605","Early Miocene","","23.03","15.97","11515","","","-114.900002","27.700001"
"445290","occ","","","43807","Carcharhinus","genus","34640","Early Miocene","","23.03","15.97","11515","","","-114.900002","27.700001"
"445291","occ","","","43807","Carcharocles","genus","34603","Early Miocene","","23.03","15.97","11515","","","-114.900002","27.700001"
"445292","occ","","","43807","Hemipristis","genus","34646","Early Miocene","","23.03","15.97","11515","","","-114.900002","27.700001"
"445293","occ","","","43807","Carcharodon hastalis","species","80595","Early Miocene","","23.03","15.97","11515","","","-114.900002","27.700001"
"457931","occ","","","45117","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","1","specimens","-103.766899","46.026402"
"458003","occ","","","45112","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","1","specimens","-103.766899","46.026402"
"458009","occ","","","45119","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","1","specimens","-103.766899","46.026402"
"458015","occ","","","45102","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","58","specimens","-103.753899","45.977699"
"458025","occ","","","45111","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","46","specimens","-103.766899","46.026402"
"458044","occ","","","45118","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","6","specimens","-103.766899","46.026402"
"458047","occ","","","45110","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","2","specimens","-103.766899","46.026402"
"458053","occ","","","45109","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","19","specimens","-103.766899","46.026402"
"458078","occ","","","45134","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","2","specimens","-103.774597","46.209202"
"458091","occ","","","45136","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","6","specimens","-103.964401","46.381901"
"458117","occ","","","45099","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","355","specimens","-103.961700","45.948799"
"458138","occ","","","45098","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","111","specimens","-103.961700","45.948799"
"458142","occ","","","45128","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","41","specimens","-103.939697","46.406399"
"458144","occ","","","45128","Squatirhina americana","species","67743","Maastrichtian","","72.1","66","11749","4","specimens","-103.939697","46.406399"
"458156","occ","","","14610","Myledaphus bipartitus","species","63022","Lancian","","70.6","66","11749","842","specimens","-103.300003","46.099998"
"458173","occ","","","45130","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","5","specimens","-103.964401","46.381901"
"458182","occ","","","45122","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","","","-103.836998","46.180302"
"458192","occ","","","45137","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","18","specimens","-104.023300","46.449799"
"458233","occ","","","45144","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","80","specimens","-103.897903","46.334000"
"458235","occ","","","45144","Squatirhina americana","species","67743","Maastrichtian","","72.1","66","11749","1","specimens","-103.897903","46.334000"
"458269","occ","","","45145","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","","","-103.897903","46.334000"
"459297","occ","","","45238","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","5929","54","elements","-111.494652","50.736988"
"459323","occ","","","45240","Myledaphus bipartitus","species","63022","Middle Campanian","","83.5","70.6","5929","20","elements","-111.511536","50.752384"
"459484","occ","","","45260","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","5929","129","elements","-111.480057","50.737049"
"459506","occ","","","45261","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","5929","92","elements","-111.458488","50.749004"
"459534","occ","","","45262","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","5929","163","specimens","-111.510078","50.748341"
"459561","occ","","","45264","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","16643","657","elements","-111.502129","50.747658"
"460475","occ","","","45389","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","2","specimens","-103.946098","45.939030"
"460484","occ","","","45390","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","11749","57","specimens","-103.946098","45.939030"
"461699","occ","","","45560","Chiloscyllium missouriense","species","63018","Middle Campanian","","83.5","70.6","11964","5","elements","-111.138977","50.068684"
"461700","occ","","","45560","Myledaphus bipartitus","species","63022","Middle Campanian","","83.5","70.6","11964","235","elements","-111.138977","50.068684"
"461739","occ","","","45561","Synodontaspis hardingi","species","63011","Middle Campanian","","83.5","70.6","11964","79","elements","-110.872475","49.127655"
"461740","occ","","","45561","Archaeolamna kopingensis","species","151695","Middle Campanian","","83.5","70.6","11964","10","elements","-110.872475","49.127655"
"461741","occ","","","45561","Chiloscyllium missouriense","species","63018","Middle Campanian","","83.5","70.6","11964","6","elements","-110.872475","49.127655"
"461744","occ","","","45561","Myledaphus bipartitus","species","63022","Middle Campanian","","83.5","70.6","11964","2164","elements","-110.872475","49.127655"
"461745","occ","","","45561","Squatina hassei","species","63024","Middle Campanian","","83.5","70.6","11964","8","elements","-110.872475","49.127655"
"461806","occ","","","45564","Synodontaspis hardingi","species","63011","Middle Campanian","","83.5","70.6","11964","23","elements","-110.874527","49.127880"
"461808","occ","","","45564","Myledaphus bipartitus","species","63022","Middle Campanian","","83.5","70.6","11964","1952","elements","-110.874527","49.127880"
"461809","occ","","","45564","Squatina hassei","species","63024","Middle Campanian","","83.5","70.6","11964","1","elements","-110.874527","49.127880"
"461846","occ","","","45565","Myledaphus bipartitus","species","63022","Middle Campanian","","83.5","70.6","11964","15","elements","-110.938988","49.098022"
"461885","occ","","","45566","Chiloscyllium missouriense","species","63018","Middle Campanian","","83.5","70.6","11964","1","elements","-110.939667","49.100048"
"461886","occ","","","45566","Myledaphus bipartitus","species","63022","Middle Campanian","","83.5","70.6","11964","9","elements","-110.939667","49.100048"
"461919","occ","","","45567","Myledaphus bipartitus","species","63022","Middle Campanian","","83.5","70.6","11964","8","elements","-110.941040","49.101849"
"462057","occ","","","45589","Scoliodon","genus","100438","Lutetian","","47.8","41.3","11991","","","68.650002","23.566668"
"462058","occ","","","45590","Myliobatis","genus","34741","Lutetian","","47.8","41.3","11991","3","elements","68.687500","23.505501"
"462069","occ","","","45591","Myliobatis","genus","34741","Lutetian","","47.8","41.3","11991","2","specimens","68.683334","23.652779"
"462446","occ","","","38498","Galeocerdo latidens","species","154351","Middle Eocene","","48.6","37.2","12009","","","70.116669","29.933332"
"462686","occ","","","32925","Hemipristis wyattdurhami","species","125025","Priabonian","","38","33.9","12024","10","elements","-92.901665","31.656668"
"462687","occ","","","32925","Galeocerdo clarkensis","species","125023","Priabonian","","38","33.9","12024","10","elements","-92.901665","31.656668"
"462688","occ","","","32925","Prionodon gibbesi","species","131327","Priabonian","","38","33.9","12024","3","elements","-92.901665","31.656668"
"462689","occ","","","32925","Ginglymostoma serra","species","124937","Priabonian","","38","33.9","12024","25","elements","-92.901665","31.656668"
"462690","occ","","","32925","Odontaspis","genus","34620","Priabonian","","38","33.9","12024","3","elements","-92.901665","31.656668"
"462691","occ","","","32925","Pristis","genus","34700","Priabonian","","38","33.9","12024","3","elements","-92.901665","31.656668"
"462692","occ","","","32925","Myliobatis","genus","34741","Priabonian","","38","33.9","12024","3","elements","-92.901665","31.656668"
"462729","occ","","","2412","Striatolamia macrota","species","66716","Lutetian","Bartonian","47.8","38","12028","","","-96.541664","30.629999"
"462730","occ","","","2412","Abdounia","genus","34638","Lutetian","Bartonian","47.8","38","12028","","","-96.541664","30.629999"
"462731","occ","","","2412","Abdounia","genus","34638","Lutetian","Bartonian","47.8","38","12028","","","-96.541664","30.629999"
"462732","occ","","","2412","Galeocerdo latidens","species","154351","Lutetian","Bartonian","47.8","38","12028","","","-96.541664","30.629999"
"462733","occ","","","2412","Prionodon gibbesi","species","131327","Lutetian","Bartonian","47.8","38","12028","","","-96.541664","30.629999"
"462752","occ","","","16542","Striatolamia macrota","species","66716","Late Uintan","","46.2","40.4","12028","","","-99.433334","27.533333"
"462753","occ","","","16542","Carcharhinus","genus","34640","Late Uintan","","46.2","40.4","12028","","","-99.433334","27.533333"
"462754","occ","","","16542","Galeocerdo eaglesomei","species","174776","Late Uintan","","46.2","40.4","12028","","","-99.433334","27.533333"
"462755","occ","","","16542","Pristis","genus","34700","Late Uintan","","46.2","40.4","12028","","","-99.433334","27.533333"
"462762","occ","","","16848","Striatolamia macrota","species","66716","Bartonian","","41.3","38","12028","","","-87.900002","31.500000"
"462763","occ","","","16848","Negaprion","genus","34651","Bartonian","","41.3","38","12028","","","-87.900002","31.500000"
"462764","occ","","","16848","Galeocerdo latidens","species","154351","Bartonian","","41.3","38","12028","","","-87.900002","31.500000"
"462765","occ","","","16848","Hemipristis","genus","34646","Bartonian","","41.3","38","12028","","","-87.900002","31.500000"
"462766","occ","","","16848","Abdounia","genus","34638","Bartonian","","41.3","38","12028","","","-87.900002","31.500000"
"462767","occ","","","45640","Ginglymostoma serra","species","124937","Priabonian","","38","33.9","12028","13","elements","-83.359169","32.905556"
"462768","occ","","","45640","Carcharias","genus","64190","Priabonian","","38","33.9","12028","922","elements","-83.359169","32.905556"
"462769","occ","","","45640","Carcharodon auriculatus","species","205317","Priabonian","","38","33.9","12028","2","elements","-83.359169","32.905556"
