"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Sirenia"
"Access Time","Fri 2017-02-03 23:50:23 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Sirenia"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0377"
"Records Found","796"
"Records Returned","796"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"560809","occ","","","58455","Potamosiren magdalenensis","species","64974","","Potamosiren magdalenensis","species","64974","Laventan","","13.8","11.8","18747"
"560811","occ","","","58456","Eotheroides aegyptiacum","species","64988","","Eotheroides aegyptiacum","species","53112","Lutetian","","47.8","41.3","6026"
"560812","occ","","","58457","Sirenia indet.","order","36873","","Sirenia","order","36873","Rupelian","","33.9","28.1","16585"
"560813","occ","","","51585","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Chattian","","28.1","23.03","11991"
"560814","occ","","","58458","n. gen. Prohalicore n. sp. dubaleni","species","65060","","Prohalicore dubaleni","species","65060","Burdigalian","","20.44","15.97","18781"
"560815","occ","","","58459","Metaxytherium n. sp. petersi","species","65040","subjective synonym of","Metaxytherium medium","species","53119","Serravallian","","13.82","11.62","16582"
"560816","occ","","","58460","n. gen. Hesperosiren n. sp. crataegensis","species","71179","recombined as","Metaxytherium crataegense","species","71179","Late Hemingfordian","Early Barstovian","20.43","13.6","16588"
"560817","occ","","","58461","Sirenia indet.","order","36873","","Sirenia","order","36873","MN 13","","7.246","4.9","18869"
"560916","occ","","","18565","Felsinotherium ossivallense","species","71185","subjective synonym of","Metaxytherium floridanum","species","65029","Clarendonian","","13.6","10.3","16588"
"560917","occ","","","58488","Metaxytherium arctodites","species","64996","","Metaxytherium arctodites","species","64996","Langhian","","15.97","13.82","16594"
"564693","occ","","","58979","n. gen. Bharatisiren n. sp. kachchhensis","species","71841","","Bharatisiren kachchhensis","species","71842","Aquitanian","","23.03","20.44","16723"
"564743","occ","","","19703","Hydrodamalis cuestae","species","53135","","Hydrodamalis cuestae","species","53135","Piacenzian","","3.6","2.588","1360"
"573802","occ","","","60304","Crenatosiren olseni","species","65045","","Crenatosiren olseni","species","65044","Chattian","","28.1","23.03","17344"
"573806","occ","","","60306","Crenatosiren olseni","species","65045","","Crenatosiren olseni","species","65044","Chattian","","28.1","23.03","17344"
"575040","occ","","","60442","Crenatosiren olseni","species","65045","","Crenatosiren olseni","species","65044","Chattian","","28.1","23.03","17344"
"575041","occ","","","54075","cf. Crenatosiren olseni","species","65045","","Crenatosiren olseni","species","65044","Chattian","","28.1","23.03","17344"
"575042","occ","","","60443","Crenatosiren olseni","species","65045","","Crenatosiren olseni","species","65044","Chattian","","28.1","23.03","17344"
"575043","occ","","","60444","Crenatosiren olseni","species","65045","","Crenatosiren olseni","species","65044","Rupelian","","33.9","28.1","17344"
"575044","occ","","","60445","Crenatosiren olseni","species","65045","","Crenatosiren olseni","species","65044","Rupelian","","33.9","28.1","17344"
"575049","occ","","","60447","Crenatosiren olseni","species","65045","","Crenatosiren olseni","species","65044","Rupelian","","33.9","28.1","17344"
"585892","occ","","","45590","Eotheroides n. sp. babiae","species","81865","","Eotheroides babiae","species","81865","Lutetian","","47.8","41.3","17794"
"585893","occ","","","45590","Eosiren sp.","genus","36880","","Eosiren","genus","36880","Lutetian","","47.8","41.3","17794"
"585894","occ","","","51585","Bharatisiren n. sp. indica","species","81866","","Bharatisiren indica","species","81866","Chattian","","28.1","23.03","17794"
"595313","occ","","","63085","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Miocene","","23.03","5.333","18167"
"595982","occ","","","63149","Halitherium ? n. sp. antillense","species","65081","","Halitherium antillense","species","65081","Chattian","","28.1","23.03","18183"
"604284","occ","","","64351","Protosirenidae indet.","family","43290","","Protosirenidae","family","43290","Lutetian","","47.8","41.3","18563"
"604288","occ","","","32899","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Priabonian","","38","33.9","18800"
"604643","occ","","","64415","Sirenia indet.","order","36873","","Sirenia","order","36873","Rupelian","","33.9","28.1","18566"
"607045","occ","","","64777","Halitheriinae indet.","subfamily","53107","","Halitheriinae","subfamily","71172","Aquitanian","","23.03","20.44","18698"
"607046","occ","","","64781","Metaxytherium n. sp. ortegense","species","85999","subjective synonym of","Potamosiren magdalenensis","species","64974","Laventan","","13.8","11.8","14028"
"608433","occ","","","65036","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Priabonian","","38","33.9","18727"
"608442","occ","","","65037","Metaxytherium krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18729"
"608459","occ","","","18554","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Late Clarendonian","","13.6","10.3","3581"
"608464","occ","","","65038","Metaxytherium n. sp. riveroi","species","65000","","Metaxytherium riveroi","species","65000","Middle Miocene","","15.97","11.608","18732"
"608465","occ","","","18516","aff. Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Langhian","","15.97","13.82","16861"
"608466","occ","","","65039","Sirenia indet.","order","36873","","Sirenia","order","36873","Early Oligocene","","33.9","28.4","18733"
"608467","occ","","","65050","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Late Oligocene","","28.4","23.03","18734"
"608474","occ","","","65051","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Aquitanian","","23.03","20.44","18735"
"608555","occ","","","65052","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608556","occ","","","65053","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608557","occ","","","46476","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608558","occ","","","46524","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608559","occ","","","65054","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608560","occ","","","65055","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608562","occ","","","65056","Sirenia indet.","order","36873","","Sirenia","order","36873","Oligocene","","33.9","23.03","18736"
"608563","occ","","","65057","Metaxytherium krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18736"
"608564","occ","","","65058","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608565","occ","","","65059","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608566","occ","","","65060","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Oligocene","","33.9","23.03","18736"
"608567","occ","","","65060","Halitherium ? sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Oligocene","","33.9","23.03","18736"
"608568","occ","","","65060","Halitherium schinzi","species","86754","misspelling of, nomen dubium","Dugongidae","family","43286","Oligocene","","33.9","23.03","18736"
"608569","occ","","","65060","Sirenia indet.","order","36873","","Sirenia","order","36873","Oligocene","","33.9","23.03","18736"
"608570","occ","","","65061","Halitherium schinzi","species","86754","misspelling of, nomen dubium","Dugongidae","family","43286","Rupelian","","33.9","28.1","18736"
"608571","occ","","","65062","Sirenia indet.","order","36873","","Sirenia","order","36873","Rupelian","","33.9","28.1","18736"
"608572","occ","","","65063","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608573","occ","","","65064","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608574","occ","","","65065","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608575","occ","","","65066","Sirenia indet.","order","36873","","Sirenia","order","36873","Oligocene","","33.9","23.03","18736"
"608576","occ","","","46474","Metaxytherium cf. petersi","species","65040","subjective synonym of","Metaxytherium medium","species","53119","Burdigalian","","20.44","15.97","18736"
"608577","occ","","","46474","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Burdigalian","","20.44","15.97","18736"
"608578","occ","","","46474","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608579","occ","","","65067","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608580","occ","","","65068","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608581","occ","","","46523","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608582","occ","","","65069","Metaxytherium n. sp. aquitaniae","species","64995","","Metaxytherium aquitaniae","species","64995","Aquitanian","","23.03","20.44","18736"
"608583","occ","","","65069","Sirenia indet.","order","36873","","Sirenia","order","36873","Aquitanian","","23.03","20.44","18736"
"608584","occ","","","65070","Sirenia indet.","order","36873","","Sirenia","order","36873","Rupelian","","33.9","28.1","18736"
"608585","occ","","","65070","Halitherium schinzii","species","64992","nomen dubium","Dugongidae","family","43286","Rupelian","","33.9","28.1","18736"
"608586","occ","","","65070","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Rupelian","","33.9","28.1","18736"
"608587","occ","","","65070","Halitherium cf. schinzii","species","64992","nomen dubium","Dugongidae","family","43286","Rupelian","","33.9","28.1","18736"
"608588","occ","","","65071","Sirenia indet.","order","36873","","Sirenia","order","36873","Aquitanian","","23.03","20.44","18736"
"608589","occ","","","65072","Sirenia indet.","order","36873","","Sirenia","order","36873","Lutetian","","47.8","41.3","18736"
"608590","occ","","","65073","Sirenia indet.","order","36873","","Sirenia","order","36873","Miocene","","23.03","5.333","18736"
"608591","occ","","","65069","n. gen. Thelriope capgrandi","species","86505","subjective synonym of","Rytiodus capgrandi","species","65052","Aquitanian","","23.03","20.44","18736"
"608592","occ","","","65076","Halitherium schinzii","species","64992","nomen dubium","Dugongidae","family","43286","Chattian","","28.1","23.03","18736"
"608596","occ","","","65077","Halitherium n. sp. bronni","species","86751","nomen dubium","Dugongidae","family","43286","Rupelian","","33.9","28.1","36410"
"608597","occ","","","65078","Halitherium schinzii","species","64992","nomen dubium","Dugongidae","family","43286","Chattian","","28.1","23.03","18736"
"608598","occ","","","65078","Sirenia indet.","order","36873","","Sirenia","order","36873","Chattian","","28.1","23.03","18736"
"608605","occ","","","65076","Sirenia indet.","order","36873","","Sirenia","order","36873","Chattian","","28.1","23.03","18736"
"608606","occ","","","65079","Sirenia indet.","order","36873","","Sirenia","order","36873","Chattian","","28.1","23.03","18736"
"608607","occ","","","46525","Manatus n. sp. studeri","species","86760","subjective synonym of","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","23495"
"608608","occ","","","46525","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Burdigalian","","20.44","15.97","18736"
"608609","occ","","","46525","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608614","occ","","","65081","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608615","occ","","","65082","Metaxytherium serresii","species","65035","","Metaxytherium serresii","species","65034","Burdigalian","","20.44","15.97","18736"
"608616","occ","","","65083","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608617","occ","","","65084","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608618","occ","","","65085","Sirenia indet.","order","36873","","Sirenia","order","36873","Aquitanian","","23.03","20.44","18736"
"608620","occ","","","65086","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"608621","occ","","","65087","Metaxytherium krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18855"
"608622","occ","","","65088","Sirenia indet.","order","36873","","Sirenia","order","36873","Rupelian","","33.9","28.1","18736"
"608623","occ","","","65089","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Chattian","","28.1","23.03","18736"
"608624","occ","","","65091","Sirenia indet.","order","36873","","Sirenia","order","36873","Pliocene","","5.333","2.588","18736"
"608625","occ","","","65091","Metaxytherium cf. serresii","species","65035","","Metaxytherium serresii","species","65034","Pliocene","","5.333","2.588","18736"
"608626","occ","","","65096","Sirenia indet.","order","36873","","Sirenia","order","36873","Oligocene","","33.9","23.03","18736"
"608627","occ","","","65096","Halitherium schinzii","species","64992","nomen dubium","Dugongidae","family","43286","Oligocene","","33.9","23.03","18736"
"608644","occ","","","65132","Metaxytherium pergense ?","species","86512","invalid subgroup of","Dugongidae","family","43286","Chattian","","28.1","23.03","18741"
"608645","occ","","","52083","Halitherium n. sp. christolii","species","64994","invalid subgroup of","Dugongidae","family","43286","Chattian","","28.1","23.03","36327"
"608646","occ","","","65133","Halitherium pergense","species","86737","invalid subgroup of","Dugongidae","family","43286","Chattian","","28.1","23.03","18741"
"608650","occ","","","65135","Sirenia indet.","order","36873","","Sirenia","order","36873","Late Eocene","","37.2","33.9","18741"
"608685","occ","","","65146","Sirenia ? indet.","order","36873","","Sirenia","order","36873","Pleistocene","","2.588","0.0117","18743"
"608721","occ","","","65156","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Burdigalian","","20.44","15.97","18746"
"608722","occ","","","65157","Felsinotherium subapenninum","species","86888","recombined as","Metaxytherium subapenninum","species","65036","Zanclean","","5.333","3.6","13952"
"608723","occ","","","65158","Felsinotherium sp.","genus","36881","subjective synonym of","Metaxytherium","genus","36890","Pliocene","","5.333","2.588","13952"
"608730","occ","","F","65160","Dugong ? sp.","genus","53124","","Dugong","genus","53124","Early Pliocene","","5.333","3.6","18750"
"608731","occ","","","65035","Prototherium cf. veronense","species","65039","","Prototherium veronense","species","65038","Priabonian","","38","33.9","18751"
"608801","occ","","","65161","Metaxytherium krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18752"
"608805","occ","18480","","65162","Dioplotherium allisoni","species","53131","","Dioplotherium allisoni","species","65049","Early Miocene","","23.03","15.97","18872"
"608806","occ","","","65163","Sirenotherium pirabensis","species","86531","nomen dubium","Sirenia","order","36873","Early Miocene","","23.03","15.97","18753"
"608807","occ","","","65164","Sirenotherium pirabensis","species","86531","nomen dubium","Sirenia","order","36873","Early Miocene","","23.03","15.97","18753"
"608808","occ","30388","","18516","Metaxytherium calvertense","species","53158","subjective synonym of","Metaxytherium crataegense","species","71179","Langhian","","15.97","13.82","14028"
"608810","occ","","","65165","Prorastoma veronense","species","86533","recombined as","Prototherium veronense","species","65038","Oligocene","","33.9","23.03","18762"
"608811","occ","","","59281","Felsinotherium forestii","species","86578","subjective synonym of","Metaxytherium subapenninum","species","65036","Early Miocene","Late Miocene","23.03","5.333","18764"
"608873","occ","","","65166","Hydrodamalis gigas","species","53136","","Hydrodamalis gigas","species","80943","Rancholabrean","","0.3","0.012","18767"
"608896","occ","","","65167","Felsinotherium subapenninum","species","86888","recombined as","Metaxytherium subapenninum","species","65036","Zanclean","","5.333","3.6","18768"
"608898","occ","","","65169","n. gen. Manatherium n. sp. delheidi","species","86541","nomen dubium","Dugongidae","family","43286","Oligocene","","33.9","23.03","18771"
"608899","occ","","","65170","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Late Miocene","","11.608","5.333","18774"
"608911","occ","","","65171","Halitherium n. sp. chouqueti","species","86542","nomen dubium","Dugongidae","family","43286","Miocene","","23.03","5.333","18775"
"608912","occ","","","65172","Trichechus manatus","species","53129","","Trichechus manatus","species","53129","Holocene","","0.0117","0","18776"
"608914","occ","","","65135","Halitherium ? sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Late Eocene","","37.2","33.9","18777"
"608943","occ","","","55602","Ribodon ? sp.","genus","36898","","Ribodon","genus","36898","Tortonian","","11.62","7.246","18778"
"608944","occ","","","18613","Sirenia indet.","order","36873","","Sirenia","order","36873","Barstovian","","15.97","13.6","18779"
"608946","occ","","","12960","Halitheriinae indet.","subfamily","53107","","Halitheriinae","subfamily","71172","Rupelian","","33.9","28.1","18782"
"608949","occ","","","65173","Halitherium schinzii","species","64992","nomen dubium","Dugongidae","family","43286","Rupelian","","33.9","28.1","18782"
"608957","occ","","","65174","Sirenia indet.","order","36873","","Sirenia","order","36873","Pleistocene","","2.588","0.0117","18783"
"608959","occ","","","65175","Felsinotherium cf. serresii","species","86546","recombined as","Metaxytherium serresii","species","65034","Pliocene","","5.333","2.588","18784"
"609076","occ","","","65181","Metaxytherium n. sp. krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18790"
"609357","occ","","","65203","n. gen. Rytiodus n. sp. capgrandi","species","65052","","Rytiodus capgrandi","species","65052","Miocene","","23.03","5.333","36318"
"609358","occ","","","65085","Rytiodus sp.","genus","36899","","Rytiodus","genus","36899","Aquitanian","","23.03","20.44","18795"
"609359","occ","","","65205","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Chattian","","28.1","23.03","18796"
"609360","occ","","","55520","n. gen. Dioplotherium n. sp. manigaulti","species","53130","","Dioplotherium manigaulti","species","53130","Early Miocene","","23.03","15.97","18797"
"609361","occ","","","65207","Metaxytherium cuvierii","species","86875","subjective synonym of","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","18798"
"609362","occ","","","65208","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Oligocene","","33.9","23.03","18799"
"609504","occ","","","65227","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","18804"
"609505","occ","","","49335","Felsinotherium n. sp. gervaisi","species","86887","subjective synonym of","Metaxytherium subapenninum","species","65036","Ruscinian","","5.333","3.2","18857"
"609506","occ","","","65228","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Aquitanian","Burdigalian","23.03","15.97","18806"
"609507","occ","","","18565","Metaxytherium floridanum","species","65029","","Metaxytherium floridanum","species","65029","Clarendonian","","13.6","10.3","18807"
"609508","occ","23328","","65229","Dusisiren n. sp. takasatensis","species","170242","","Dusisiren takasatensis","species","170242","Tortonian","","11.62","7.246","33318"
"609514","occ","","","54156","Metaxytherium n. sp. lovisati","species","65031","","Metaxytherium lovisati","species","65031","Miocene","","23.03","5.333","18812"
"609522","occ","","","65237","Halitheriinae indet.","subfamily","53107","","Halitheriinae","subfamily","71172","Late Miocene","","11.608","5.333","18816"
"609523","occ","","","65238","Sirenia indet.","order","36873","","Sirenia","order","36873","Late Miocene","","11.608","5.333","18817"
"609543","occ","18454","","45803","Hydrodamalis spissa","species","80953","subjective synonym of","Hydrodamalis cuestae","species","53135","Zanclean","","5.333","3.6","18821"
"609544","occ","","","65240","Hydrodamalis gigas","species","53136","","Hydrodamalis gigas","species","80943","Pleistocene","","2.588","0.0117","18822"
"609545","occ","","","65241","Hydrodamalis sp.","genus","36885","","Hydrodamalis","genus","36885","Pleistocene","","2.588","0.0117","18823"
"609546","occ","","","65242","Hydrodamalis spissa","species","80953","subjective synonym of","Hydrodamalis cuestae","species","53135","Early Pliocene","","5.333","3.6","18823"
"609547","occ","","","65243","Dusisiren sp.","genus","36879","","Dusisiren","genus","36879","Late Miocene","","11.608","5.333","18824"
"609548","occ","","","65244","Hydrodamalis gigas","species","53136","","Hydrodamalis gigas","species","80943","Holocene","","0.0117","0","18825"
"609549","occ","","","56358","Hydrodamalinae indet.","subfamily","53133","","Hydrodamalinae","subfamily","86913","Early Pliocene","","5.333","3.6","18826"
"609550","occ","","","65245","Metaxytherium cuvierii","species","86875","subjective synonym of","Metaxytherium medium","species","53119","Miocene","","23.03","5.333","18829"
"609553","occ","","","65248","Felsinotherium gastaldi","species","86564","subjective synonym of","Metaxytherium subapenninum","species","65036","Zanclean","","5.333","3.6","18835"
"609555","occ","","","65250","Metaxytherium subapenninum","species","65037","","Metaxytherium subapenninum","species","65036","Piacenzian","","3.6","2.588","18835"
"609563","occ","","","65254","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Burdigalian","Langhian","20.44","13.82","18837"
"609568","occ","","","61240","Prototherium n. sp. solei","species","86581","subjective synonym of","Prototherium intermedium","species","53108","Bartonian","","41.3","38","18839"
"609569","occ","","","65259","Prototherium n. sp. montserratense","species","86583","subjective synonym of","Prototherium intermedium","species","53108","Bartonian","","41.3","38","18839"
"609570","occ","","","65260","Prototherium ? sp.","genus","36897","","Prototherium","genus","86900","Bartonian","","41.3","38","18839"
"609571","occ","","","65261","Sirenia indet.","order","36873","","Sirenia","order","36873","Bartonian","","41.3","38","18839"
"609572","occ","","","65262","Prototherium ? sp.","genus","36897","","Prototherium","genus","86900","Bartonian","","41.3","38","18839"
"609573","occ","","","61240","Prototherium ? sp.","genus","36897","","Prototherium","genus","86900","Bartonian","","41.3","38","18839"
"609574","occ","","","65263","Prototherium ? sp.","genus","36897","","Prototherium","genus","86900","Bartonian","","41.3","38","18839"
"609575","occ","","","65264","Sirenia indet.","order","36873","","Sirenia","order","36873","Bartonian","","41.3","38","18839"
"609576","occ","","","65265","Sirenia indet.","order","36873","","Sirenia","order","36873","Bartonian","","41.3","38","18839"
"609577","occ","","","65266","Prototherium ? sp.","genus","36897","","Prototherium","genus","86900","Bartonian","","41.3","38","18839"
"609578","occ","","","65267","Prototherium ? sp.","genus","36897","","Prototherium","genus","86900","Bartonian","","41.3","38","18839"
"609579","occ","","","65268","Prototherium sp.","genus","36897","","Prototherium","genus","86900","Bartonian","","41.3","38","18839"
"609580","occ","","","65268","Sirenia indet.","order","36873","","Sirenia","order","36873","Bartonian","","41.3","38","18839"
"609581","occ","","","65262","Sirenia indet.","order","36873","","Sirenia","order","36873","Bartonian","","41.3","38","18839"
"609582","occ","","","65269","Sirenia indet.","order","36873","","Sirenia","order","36873","Bartonian","","41.3","38","18839"
"609583","occ","","","65270","Sirenia indet.","order","36873","","Sirenia","order","36873","Priabonian","","38","33.9","18839"
"609584","occ","","","65259","Sirenia indet.","order","36873","","Sirenia","order","36873","Bartonian","","41.3","38","18839"
"609585","occ","","","65271","Prototherium ? sp.","genus","36897","","Prototherium","genus","86900","Bartonian","","41.3","38","18839"
"609586","occ","","","65272","Prototherium ? sp.","genus","36897","","Prototherium","genus","86900","Bartonian","","41.3","38","18839"
"609587","occ","","","65259","Prototherium ? sp.","genus","36897","","Prototherium","genus","86900","Bartonian","","41.3","38","18839"
"609588","occ","","","65273","Prototherium ? sp.","genus","36897","","Prototherium","genus","86900","Bartonian","","41.3","38","18839"
"609589","occ","","","65274","Metaxytherium n. sp. catalaunicum","species","86584","subjective synonym of","Metaxytherium medium","species","53119","Burdigalian","Langhian","20.44","13.82","18839"
"609590","occ","","","65275","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Burdigalian","Langhian","20.44","13.82","18839"
"609591","occ","","","65276","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Burdigalian","Langhian","20.44","13.82","18839"
"609592","occ","","","65276","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","Langhian","20.44","13.82","18839"
"609593","occ","","","65277","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Burdigalian","Langhian","20.44","13.82","18839"
"609594","occ","","","49675","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","Langhian","20.44","13.82","18839"
"609595","occ","","","49672","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","Langhian","20.44","13.82","18839"
"609596","occ","","","65278","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","Langhian","20.44","13.82","18839"
"609597","occ","","","65279","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","Langhian","20.44","13.82","18839"
"609598","occ","","","65280","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","Langhian","20.44","13.82","18839"
"609599","occ","","","65281","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","Langhian","20.44","13.82","18839"
"609600","occ","","","65282","Sirenia indet.","order","36873","","Sirenia","order","36873","Burdigalian","Langhian","20.44","13.82","18839"
"609601","occ","","","65283","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Burdigalian","","20.44","15.97","18839"
"609602","occ","","","65284","Metaxytherium ? sp.","genus","36890","","Metaxytherium","genus","36890","Burdigalian","Langhian","20.44","13.82","18839"
"610302","occ","","","65395","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Burdigalian","","20.44","15.97","18847"
"610309","occ","","","65399","Metaxytherium n. sp. pergense","species","86512","invalid subgroup of","Dugongidae","family","43286","Miocene","","23.03","5.333","18849"
"610313","occ","","","65401","Hydrodamalis gigas","species","53136","","Hydrodamalis gigas","species","80943","Pleistocene","","2.588","0.0117","18850"
"610323","occ","","","65404","Halitherium n. sp. taulannense","species","86700","","Halitherium taulannense","species","86700","Priabonian","","38","33.9","18852"
"610358","occ","","","65405","Trichechus sp.","genus","36903","","Trichechus","genus","36903","Pleistocene","","2.588","0.0117","18853"
"610370","occ","","","65406","Metaxytherium krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18855"
"610371","occ","","","65407","Metaxytherium krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18855"
"610372","occ","","","65408","Metaxytherium krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18855"
"610373","occ","","","65409","Metaxytherium krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18855"
"610374","occ","","","65410","Metaxytherium krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18855"
"610375","occ","","","65411","Metaxytherium krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18855"
"610376","occ","","","65412","Metaxytherium krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18855"
"610377","occ","","","65413","Metaxytherium krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18855"
"610378","occ","","","65414","Metaxytherium krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18855"
"610379","occ","","","65415","Metaxytherium krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18855"
"610380","occ","","","65416","Metaxytherium krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18855"
"610381","occ","","","65417","Metaxytherium krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18855"
"610382","occ","","","65418","Metaxytherium krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18855"
"610383","occ","","","65419","Metaxytherium krahuletzi","species","65030","","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","18855"
"610384","occ","","","65420","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","18856"
"610757","occ","","","7214","Sirenia indet.","order","36873","","Sirenia","order","36873","Early Oligocene","","33.9","28.4","18865"
"610853","occ","","","65469","Trichechus sp.","genus","36903","","Trichechus","genus","36903","Pleistocene","","2.588","0.0117","18867"
