"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Sirenia"
"Access Time","Fri 2017-02-03 23:50:23 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Sirenia"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0377"
"Records Found","796"
"Records Returned","796"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"960407","occ","","","65163","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Early Miocene","","23.03","15.97","36647"
"960428","occ","","","112577","Dioplotherium allisoni","species","53131","","Dioplotherium allisoni","species","65049","Early Miocene","","23.03","15.97","36658"
"960873","occ","","","65162","Dioplotherium allisoni","species","53131","","Dioplotherium allisoni","species","65049","Early Miocene","","23.03","15.97","36658"
"960874","occ","","","65162","Metaxitherium sp.","genus","146886","misspelling of, obsolete variant of","Metaxytherium","genus","36890","Early Miocene","","23.03","15.97","36658"
"960875","occ","","","65162","Rytiodus sp.","genus","36899","","Rytiodus","genus","36899","Early Miocene","","23.03","15.97","36658"
"961039","occ","","","112590","Dioplotherium allisoni","species","53131","","Dioplotherium allisoni","species","65049","Early Miocene","","23.03","15.97","36658"
"961040","occ","","","112590","Metaxitherium sp.","genus","146886","misspelling of, obsolete variant of","Metaxytherium","genus","36890","Early Miocene","","23.03","15.97","36658"
"961041","occ","","","112590","Rytiodus sp.","genus","36899","","Rytiodus","genus","36899","Early Miocene","","23.03","15.97","36658"
"961209","occ","","","58454","Dioplotherium allisoni","species","53131","","Dioplotherium allisoni","species","65049","Early Miocene","","23.03","15.97","36658"
"961210","occ","","","58454","Metaxitherium sp.","genus","146886","misspelling of, obsolete variant of","Metaxytherium","genus","36890","Early Miocene","","23.03","15.97","36658"
"961211","occ","","","58454","Rytiodus sp.","genus","36899","","Rytiodus","genus","36899","Early Miocene","","23.03","15.97","36658"
"980834","occ","","","45499","Dusisiren jordani","species","53132","","Dusisiren jordani","species","65042","Messinian","","7.246","5.333","6029"
"984236","occ","","","118015","Sirenia indet.","order","306661","","Sirenia","order","36873","Serravallian","","13.82","11.62","37957"
"984246","occ","","","118016","Sirenia indet.","order","306661","","Sirenia","order","36873","Serravallian","","13.82","11.62","37957"
"984486","occ","","","118050","Sirenia indet.","order","86537","","Sirenia","order","36873","Oligocene","","33.9","23.03","18736"
"984488","occ","","","118055","Sirenia indet.","order","86537","","Sirenia","order","36873","Oligocene","","33.9","23.03","18736"
"984528","occ","","","56693","Sirenia indet.","order","86537","","Sirenia","order","36873","Pliocene","","5.333","2.588","18736"
"984529","occ","","","118060","Sirenia indet.","order","86537","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"984530","occ","","","118061","Sirenia indet.","order","86537","","Sirenia","order","36873","Burdigalian","","20.44","15.97","18736"
"984833","occ","","","118106","Sirenia indet.","order","306661","","Sirenia","order","36873","Early Miocene","","23.03","15.97","38039"
"987093","occ","25871","","81668","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Langhian","","15.97","13.82","38145"
"987099","occ","25872","","118405","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Burdigalian","","20.44","15.97","38145"
"987100","occ","25873","","118406","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Aquitanian","","23.03","20.44","38145"
"996446","occ","","","57989","Trichechus sp.","genus","36903","","Trichechus","genus","36903","Miocene","Pliocene","23.03","2.588","38514"
"1002381","occ","","","122036","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Chattian","Aquitanian","28.1","20.44","38808"
"1002387","occ","","","122037","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Burdigalian","","20.44","15.97","38808"
"1002393","occ","","","121990","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Tortonian","","11.62","7.246","38808"
"1002401","occ","","","122038","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Langhian","","15.97","13.82","38808"
"1002404","occ","","","122039","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Serravallian","","13.82","11.62","38808"
"1002413","occ","","","122040","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Serravallian","","13.82","11.62","38808"
"1002433","occ","","","122035","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Tortonian","","11.62","7.246","38808"
"1002435","occ","","","121993","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Tortonian","","11.62","7.246","38808"
"1002439","occ","","","122041","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Burdigalian","Langhian","20.44","13.82","38808"
"1002440","occ","","","122042","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Tortonian","","11.62","7.246","38808"
"1002441","occ","","","121992","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Tortonian","","11.62","7.246","38808"
"1002442","occ","","","122043","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Tortonian","","11.62","7.246","38808"
"1009019","occ","","","123110","Rytiodus n. sp. healyi","species","36899","species not entered","Rytiodus","genus","36899","Burdigalian","Langhian","20.44","13.82","39344"
"1009020","occ","","","123111","Dugong dugon","species","65051","","Dugong dugon","species","65050","Holocene","","0.0117","0","24484"
"1011656","occ","","","123586","Sirenia indet.","order","86537","","Sirenia","order","36873","Late Miocene","","11.608","5.333","39768"
"1011712","occ","","","123605","Halitherium n. sp. alleni","species","64993","","Halitherium alleni","species","64993","Oligocene","","33.9","23.03","16588"
"1013133","occ","","","123919","Sirenia indet.","order","86537","","Sirenia","order","36873","Priabonian","","38","33.9","39903"
"1013138","occ","","","96952","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Priabonian","","38","33.9","39903"
"1015447","occ","26429","","123588","Metaxytherium ? sp.","genus","36890","","Metaxytherium","genus","36890","Zanclean","","5.333","3.6","40080"
"1040935","occ","","","127487","Metaxytherium subapenninum","species","65037","","Metaxytherium subapenninum","species","65036","Pliocene","","5.333","2.588","41533"
"1040936","occ","","","124389","Felsinotherium n. sp. gastaldi","species","86564","subjective synonym of","Metaxytherium subapenninum","species","65036","Piacenzian","","3.6","2.588","18810"
"1040937","occ","","","124402","Metaxytherium subapenninum","species","65037","","Metaxytherium subapenninum","species","65036","Zanclean","","5.333","3.6","41533"
"1040939","occ","","","124403","Metaxytherium subapenninum","species","65037","","Metaxytherium subapenninum","species","65036","Zanclean","","5.333","3.6","41533"
"1040940","occ","","","124816","Metaxytherium subapenninum","species","65037","","Metaxytherium subapenninum","species","65036","Zanclean","","5.333","3.6","41533"
"1040945","occ","","","124817","Metaxytherium subapenninum","species","65037","","Metaxytherium subapenninum","species","65036","Zanclean","","5.333","3.6","41533"
"1041096","occ","26875","","124818","Metaxytherium ? subapenninum","species","65037","","Metaxytherium subapenninum","species","65036","Zanclean","","5.333","3.6","41533"
"1073945","occ","","","133429","Prorastomidae indet.","family","43285","","Prorastomidae","family","43285","Lutetian","","47.8","41.3","42984"
"1074691","occ","","","68021","Sirenia indet.","order","86537","","Sirenia","order","36873","Rupelian","","33.9","28.1","43041"
"1074760","occ","","","133618","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Lutetian","","47.8","41.3","43051"
"1076307","occ","","","134300","Protosirenidae indet.","family","43290","","Protosirenidae","family","43290","Bartonian","","41.3","38","25329"
"1077980","occ","","","134766","Sirenia indet.","order","86537","","Sirenia","order","36873","Chattian","","28.1","23.03","43292"
"1081107","occ","","","68021","cf. Halitherium schinzii","species","64992","nomen dubium","Dugongidae","family","43286","Rupelian","","33.9","28.1","43412"
"1087135","occ","","","49336","Metaxytherium subapenninum","species","65037","","Metaxytherium subapenninum","species","65036","Villanyian","","3.2","2.588","43641"
"1087686","occ","","","136597","Sirenia indet.","order","86537","","Sirenia","order","36873","Zanclean","","5.333","3.6","43697"
"1096498","occ","","","87795","Sirenia indet.","order","86537","","Sirenia","order","36873","Ypresian","Lutetian","56","41.3","44325"
"1107492","occ","","","96952","Eotheroides sp.","genus","43287","","Eotheroides","genus","43287","Priabonian","","38","33.9","45231"
"1107493","occ","28223","","140087","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Priabonian","","38","33.9","45230"
"1107494","occ","","","140088","Eotheroides n. sp. sandersi","species","260243","","Eotheroides sandersi","species","260243","Priabonian","","38","33.9","45230"
"1107495","occ","","","140089","Eotheroides n. sp. clavigerum","species","260242","","Eotheroides clavigerum","species","260242","Priabonian","","38","33.9","45230"
"1107496","occ","","","140090","Eosiren libyca","species","64985","","Eosiren libyca","species","64985","Priabonian","","38","33.9","45230"
"1107497","occ","","","140092","Eosiren libyca","species","64985","","Eosiren libyca","species","64985","Priabonian","","38","33.9","45230"
"1107498","occ","","","140093","Eotheroides sp.","genus","43287","","Eotheroides","genus","43287","Priabonian","","38","33.9","45230"
"1107499","occ","","","140094","Eotheroides clavigerum","species","260242","","Eotheroides clavigerum","species","260242","Priabonian","","38","33.9","45230"
"1107506","occ","","","140095","Eotheroides clavigerum","species","260242","","Eotheroides clavigerum","species","260242","Priabonian","","38","33.9","45230"
"1107507","occ","","","140096","Protosiren sp.","genus","36896","","Protosiren","genus","36896","Bartonian","","41.3","38","45230"
"1107508","occ","","","140097","Eotheroides clavigerum","species","260242","","Eotheroides clavigerum","species","260242","Priabonian","","38","33.9","45230"
"1107509","occ","","","140098","Eotheroides clavigerum","species","260242","","Eotheroides clavigerum","species","260242","Priabonian","","38","33.9","45230"
"1107510","occ","","","140099","Eotheroides sandersi","species","260243","","Eotheroides sandersi","species","260243","Priabonian","","38","33.9","45230"
"1107511","occ","","","140100","Eotheroides sandersi","species","260243","","Eotheroides sandersi","species","260243","Priabonian","","38","33.9","45230"
"1107512","occ","","","140101","Eotheroides sandersi","species","260243","","Eotheroides sandersi","species","260243","Priabonian","","38","33.9","45230"
"1107513","occ","","","140102","Eotheroides clavigerum","species","260242","","Eotheroides clavigerum","species","260242","Priabonian","","38","33.9","45230"
"1107560","occ","","","140117","Protosiren smithae","species","64801","","Protosiren smithae","species","64801","Priabonian","","38","33.9","45230"
"1107561","occ","","","140118","Eotheroides clavigerum","species","260242","","Eotheroides clavigerum","species","260242","Priabonian","","38","33.9","45230"
"1107562","occ","","","140119","Eosiren libyca","species","64985","","Eosiren libyca","species","64985","Priabonian","","38","33.9","45230"
"1107563","occ","","","140120","Eosiren stromeri","species","71178","","Eosiren stromeri","species","64987","Priabonian","","38","33.9","45230"
"1107564","occ","","","140121","Eotheroides sandersi","species","260243","","Eotheroides sandersi","species","260243","Priabonian","","38","33.9","45230"
"1107565","occ","","","140122","Eotheroides clivigerum","species","43287","species not entered","Eotheroides","genus","43287","Priabonian","","38","33.9","45230"
"1107566","occ","","","140123","Eosiren stromeri","species","71178","","Eosiren stromeri","species","64987","Priabonian","","38","33.9","45230"
"1107567","occ","","","140124","Eosiren stromeri","species","71178","","Eosiren stromeri","species","64987","Priabonian","","38","33.9","45230"
"1107568","occ","","","140125","Eotheroides clavigerum","species","260242","","Eotheroides clavigerum","species","260242","Priabonian","","38","33.9","45230"
"1107569","occ","","","140126","Protosiren smithae","species","64801","","Protosiren smithae","species","64801","Priabonian","","38","33.9","45230"
"1107570","occ","","","140127","Eosiren libyca","species","64985","","Eosiren libyca","species","64985","Priabonian","","38","33.9","45230"
"1107571","occ","","","140128","Eosiren libyca","species","64985","","Eosiren libyca","species","64985","Priabonian","","38","33.9","45230"
"1107572","occ","","","140129","Protosiren smithae","species","64801","","Protosiren smithae","species","64801","Lutetian","","47.8","41.3","45230"
"1107574","occ","","","140130","Eotheroides sandersi","species","260243","","Eotheroides sandersi","species","260243","Priabonian","","38","33.9","45230"
"1107575","occ","","","140131","Eotheroides sp.","genus","43287","","Eotheroides","genus","43287","Priabonian","","38","33.9","45230"
"1107576","occ","","","140132","Eotheroides sp.","genus","43287","","Eotheroides","genus","43287","Priabonian","","38","33.9","45230"
"1107577","occ","","","140133","Eotheroides sp.","genus","43287","","Eotheroides","genus","43287","Priabonian","","38","33.9","45230"
"1107578","occ","","","140134","Eotheroides sp.","genus","43287","","Eotheroides","genus","43287","Priabonian","","38","33.9","45230"
"1107579","occ","","","140135","Eotheroides sandersi","species","260243","","Eotheroides sandersi","species","260243","Priabonian","","38","33.9","45230"
"1107920","occ","28224","","140178","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Lutetian","Bartonian","47.8","38","45230"
"1107924","occ","","","140180","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Lutetian","","47.8","41.3","45275"
"1107926","occ","","","65272","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Bartonian","","41.3","38","45275"
"1107995","occ","","","140199","Sirenia indet.","order","86537","","Sirenia","order","36873","Lutetian","","47.8","41.3","45275"
"1107996","occ","","","65263","Sirenia indet.","order","86537","","Sirenia","order","36873","Bartonian","","41.3","38","45275"
"1108000","occ","","","140201","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Miocene","","23.03","5.333","45275"
"1108001","occ","","","49670","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Burdigalian","Langhian","20.44","13.82","45275"
"1108002","occ","","","140203","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Burdigalian","","20.44","15.97","45275"
"1108011","occ","","","140204","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Burdigalian","","20.44","15.97","45275"
"1108012","occ","","","140205","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Burdigalian","","20.44","15.97","45275"
"1116163","occ","","","141508","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Late Miocene","","11.608","5.333","46000"
"1116164","occ","","","141513","Dioplotherium sp.","genus","36878","","Dioplotherium","genus","36878","Late Miocene","","11.608","5.333","46000"
"1123295","occ","","","45489","Metaxytherium n. sp. jordani","species","65042","recombined as","Dusisiren jordani","species","65042","Tortonian","","11.62","7.246","18766"
"1132926","occ","","","144202","Sirenia indet.","order","86537","","Sirenia","order","36873","Late Miocene","","11.608","5.333","46627"
"1132927","occ","","","144202","Felsinotherium sp.","genus","36881","subjective synonym of","Metaxytherium","genus","36890","Late Miocene","","11.608","5.333","46627"
"1135172","occ","","F","144584","Halicore brevirostre","species","86539","subjective synonym of, species not entered","Dugong","genus","53124","Quaternary","","2.588","0","46779"
"1139715","occ","","","140051","Potamosiren magdalenensis","species","64974","","Potamosiren magdalenensis","species","64974","Laventan","","13.8","11.8","46972"
"1139716","occ","","","13750","Potamosiren magdalenensis","species","64974","","Potamosiren magdalenensis","species","64974","Friasian","","16.3","15.5","46972"
"1148344","occ","","","146406","Potamosiren sp.","genus","36893","","Potamosiren","genus","36893","Middle Miocene","","15.97","11.608","47311"
"1148417","occ","","","146429","Ribodon indet.","genus","36898","","Ribodon","genus","36898","Late Miocene","","11.608","5.333","47311"
"1148418","occ","","","146447","Ribodon indet.","genus","36898","","Ribodon","genus","36898","Late Miocene","","11.608","5.333","47311"
"1148419","occ","","","146431","Ribodon indet.","genus","36898","","Ribodon","genus","36898","Late Miocene","","11.608","5.333","47311"
"1150445","occ","","","146856","Sirenia indet.","order","86537","","Sirenia","order","36873","Burdigalian","Serravallian","20.44","11.62","47426"
"1155921","occ","","","148216","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Langhian","","15.97","13.82","47582"
"1155923","occ","","","73276","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Serravallian","","13.82","11.62","47582"
"1155926","occ","","","148218","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Langhian","","15.97","13.82","47582"
"1155928","occ","","","73137","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Badenian","","13.65","12.7","47582"
"1155931","occ","","","148217","Metaxytherium petersi","species","65040","subjective synonym of","Metaxytherium medium","species","53119","Serravallian","","13.82","11.62","16582"
"1155932","occ","","","148217","Halianassa collinii","species","86743","nomen dubium","Dugongidae","family","43286","Serravallian","","13.82","11.62","47582"
"1155938","occ","","","148217","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Serravallian","","13.82","11.62","47582"
"1155941","occ","","","148220","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Serravallian","","13.82","11.62","47582"
"1155960","occ","","","124259","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Middle Miocene","","15.97","11.608","47582"
"1155962","occ","","","148223","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Serravallian","","13.82","11.62","47582"
"1155964","occ","","","48029","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Langhian","","15.97","13.82","47582"
"1155965","occ","","","148224","Halitherium sp.","genus","36883","nomen dubium","Dugongidae","family","43286","Serravallian","","13.82","11.62","47582"
"1155971","occ","","","148225","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Serravallian","","13.82","11.62","47582"
"1155972","occ","","","56462","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Serravallian","","13.82","11.62","47582"
"1155973","occ","","","148226","Metaxytherium sp.","genus","36890","","Metaxytherium","genus","36890","Langhian","","15.97","13.82","47582"
"1155974","occ","","","148227","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Langhian","","15.97","13.82","47582"
"1156846","occ","","","148396","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Langhian","","15.97","13.82","47649"
"1156884","occ","","","148401","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Langhian","","15.97","13.82","47649"
"1156910","occ","","","142149","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Langhian","Tortonian","15.97","7.246","15322"
"1156911","occ","","","148406","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Miocene","","23.03","5.333","15322"
"1179450","occ","","","58449","Nanosiren cf. garciae","species","124902","","Nanosiren garciae","species","124902","Zanclean","","5.333","3.6","48601"
"1179451","occ","","","58449","Dioplotherium sp.","genus","36878","","Dioplotherium","genus","36878","Zanclean","","5.333","3.6","48601"
"1185769","occ","","","153047","Halitherium n. sp. canhami","species","64971","recombined as","Miosiren canhami","species","64971","Miocene","","23.03","5.333","18780"
"1190958","occ","","","32991","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Lutetian","","47.8","41.3","49848"
"1194167","occ","","","154317","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Langhian","Serravallian","15.97","11.62","50157"
"1194173","occ","","","154318","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Langhian","Serravallian","15.97","11.62","50157"
"1194174","occ","","","154319","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Langhian","Serravallian","15.97","11.62","50157"
"1194183","occ","","","154320","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Langhian","Serravallian","15.97","11.62","50157"
"1194186","occ","","","154321","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Langhian","Serravallian","15.97","11.62","50157"
"1194187","occ","","","118061","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Burdigalian","","20.44","15.97","50157"
"1194188","occ","","","154322","Metaxytherium medium","species","65032","","Metaxytherium medium","species","53119","Langhian","Serravallian","15.97","11.62","50157"
"1196095","occ","","","13076","Metaxytherium n. sp. albifontanum","species","289540","","Metaxytherium albifontanum","species","289540","Chattian","","28.1","23.03","50317"
"1196148","occ","","","60443","Metaxytherium albifontanum","species","289540","","Metaxytherium albifontanum","species","289540","Chattian","","28.1","23.03","50317"
"1196169","occ","","","152597","Metaxytherium albifontanum","species","289540","","Metaxytherium albifontanum","species","289540","Chattian","","28.1","23.03","50317"
"1196183","occ","","","13076","Metaxytherium aff. crataegense","species","65001","","Metaxytherium crataegense","species","71179","Chattian","","28.1","23.03","34095"
"1196427","occ","","","154771","Trichechus sp.","genus","36903","","Trichechus","genus","36903","Late Pleistocene","","0.126","0.0117","50335"
"1196907","occ","","","154804","Trichechus manatus","species","53129","","Trichechus manatus","species","53129","Late Pleistocene","","0.126","0.0117","50371"
"1199076","occ","","","121968","Protosiren cf. fraasi","species","53110","","Protosiren fraasi","species","53110","Lutetian","","47.8","41.3","50541"
"1203583","occ","30134","","155752","n. gen. Priscosiren n. sp. atlantica","species","299759","","Priscosiren atlantica","species","299759","Rupelian","","33.9","28.1","51981"
"1203591","occ","","","155753","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Chattian","","28.1","23.03","48846"
"1215905","occ","","","60443","Priscosiren atlantica","species","299759","","Priscosiren atlantica","species","299759","Chattian","","28.1","23.03","51981"
"1217428","occ","","","159107","cf. Eosiren sp.","genus","36880","","Eosiren","genus","36880","Priabonian","","38","33.9","52063"
"1217429","occ","","","159108","cf. Eosiren sp.","genus","36880","","Eosiren","genus","36880","Priabonian","","38","33.9","52063"
"1217430","occ","","","159109","cf. Eosiren sp.","genus","36880","","Eosiren","genus","36880","Priabonian","","38","33.9","52063"
"1227273","occ","","","161375","Sirenia indet.","order","306661","","Sirenia","order","36873","Early Clarendonian","","13.6","10.3","52569"
"1227277","occ","","","161377","Sirenia indet.","order","306661","","Sirenia","order","36873","Early Clarendonian","","13.6","10.3","52569"
"1234461","occ","","","162505","Sirenia indet.","order","86537","","Sirenia","order","36873","Bartonian","","41.3","38","52925"
"1234462","occ","","","162506","Sirenia indet.","order","86537","","Sirenia","order","36873","Lutetian","","47.8","41.3","52930"
"1236505","occ","","","162722","Sirenia indet.","order","306661","","Sirenia","order","36873","Middle Miocene","","15.97","11.608","52979"
"1246267","occ","","","164374","Hydrodamalis gigas","species","53136","","Hydrodamalis gigas","species","80943","Holocene","","0.0117","0","53637"
"1253650","occ","","","165748","n. gen. Callistosiren n. sp. boriquensis","species","313795","","Callistosiren boriquensis","species","313795","Chattian","","28.1","23.03","54185"
"1255385","occ","","","166446","Sirenia indet.","order","86537","","Sirenia","order","36873","Early Oligocene","","33.9","28.4","54353"
"1255659","occ","","","166506","Sirenia sp.","genus","306661","","Sirenia","order","36873","Early Miocene","","23.03","15.97","54378"
"1264814","occ","","","168013","Sirenia indet.","order","86537","","Sirenia","order","36873","Tortonian","","11.62","7.246","10039"
"1264843","occ","","","168017","Sirenia indet.","order","86537","","Sirenia","order","36873","Tortonian","","11.62","7.246","55017"
"1268061","occ","","","168590","Trichechus sp.","genus","36903","","Trichechus","genus","36903","Holocene","","0.0117","0","55158"
"1268062","occ","","","168589","Trichechus inunguis","species","64977","","Trichechus inunguis","species","64976","Holocene","","0.0117","0","55158"
"1312429","occ","","","176149","Trichechinae indet.","subfamily","64973","","Trichechinae","subfamily","77301","Early Miocene","","23.03","15.97","57830"
"1316025","occ","","","49689","Prototherium n. sp. ausetanum","species","336957","","Prototherium ausetanum","species","336957","Bartonian","","41.3","38","58204"
"1317002","occ","","","176776","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Burdigalian","","20.44","15.97","58328"
"1319436","occ","","","177363","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Burdigalian","Langhian","20.44","13.82","58601"
"1322786","occ","","","84793","Dugongidae indet.","family","43286","","Dugongidae","family","43286","Early Oligocene","","33.9","28.4","58872"
"1341265","occ","","","181250","Sirenia indet.","order","86537","","Sirenia","order","36873","Chattian","","28.1","23.03","60227"
