"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Elasmobranchii&cc=ASI"
"Access Time","Fri 2017-02-03 22:50:36 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Elasmobranchii"
"","cc","ASI"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.239"
"Records Found","1367"
"Records Returned","1367"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1187590","occ","","","153358","Acrodus lateralis","species","210041","","Acrodus lateralis","species","210041","Middle Triassic","","247.2","237","49374"
"1193219","occ","","","153357","Hybodontidae indet.","family","210086","","Hybodontidae","family","56538","Middle Triassic","","247.2","237","50034"
"1195708","occ","","","154687","Hybodontidae indet.","family","210086","","Hybodontidae","family","56538","Aptian","","125","113","50278"
"1214670","occ","","","42842","Carcharhinus egertoni","species","246012","","Carcharhinus egertoni","species","246012","Early Miocene","","23.03","15.97","51924"
"1214671","occ","","","42842","Carcharhinus frequens","species","34640","species not entered","Carcharhinus","genus","34640","Early Miocene","","23.03","15.97","51924"
"1214672","occ","","","42842","Hemipristis serra","species","83182","","Hemipristis serra","species","83182","Early Miocene","","23.03","15.97","51924"
"1214674","occ","","","42842","Rhinoptera sherborni","species","34745","species not entered","Rhinoptera","genus","34745","Early Miocene","","23.03","15.97","51924"
"1214676","occ","","","42842","Hypolophus sylvestris","species","154385","recombined as","Hypolophodon sylvestris","species","154385","Early Miocene","","23.03","15.97","51924"
"1220302","occ","","","159664","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Early Miocene","","23.03","15.97","52152"
"1220303","occ","","","159664","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Early Miocene","","23.03","15.97","52152"
"1221793","occ","","","160011","n. gen. Changxingselache n. sp. wangi","species","204606","","Changxingselache wangi","species","204606","Changhsingian","","254.17","252.17","38399"
"1221794","occ","","","119491","Changxingselache wangi","species","204606","","Changxingselache wangi","species","204606","Changhsingian","","254.17","252.17","38399"
"1221804","occ","","","160012","Hybodontoidea indet.","superfamily","56962","","Hybodontoidea","superfamily","56962","Changhsingian","","254.17","252.17","38399"
"1221805","occ","","","160013","Hybodontoidea indet.","superfamily","56962","","Hybodontoidea","superfamily","56962","Changhsingian","","254.17","252.17","38399"
"1221806","occ","","","119865","Hybodontidae indet.","family","210086","","Hybodontidae","family","56538","Changhsingian","","254.17","252.17","38399"
"1221807","occ","","","119491","Sinacrodus donglingensis","species","204610","","Sinacrodus donglingensis","species","204610","Changhsingian","","254.17","252.17","38399"
"1221811","occ","","","160016","Lissodus xiushuiensis","species","204611","","Lissodus xiushuiensis","species","204611","Changhsingian","","254.17","252.17","38399"
"1221813","occ","","","119865","Neoselachii indet.","unranked clade","100265","","Neoselachii","unranked clade","100265","Changhsingian","","254.17","252.17","38399"
"1221814","occ","","","160017","Neoselachii indet.","unranked clade","100265","","Neoselachii","unranked clade","100265","Changhsingian","","254.17","252.17","38399"
"1227614","occ","","","161434","Notidanodon lanceolatus","species","151558","","Notidanodon lanceolatus","species","151557","Late Cretaceous","","100.5","66","52598"
"1227615","occ","","","161434","Sphenodus sp.","genus","34532","","Sphenodus","genus","34532","Late Cretaceous","","100.5","66","52598"
"1227616","occ","","","161434","Scapanorhynchus sp.","genus","34632","","Scapanorhynchus","genus","34632","Late Cretaceous","","100.5","66","52598"
"1227617","occ","","","161434","Centrophoroides latidens","species","156480","recombined as","Squalus latidens","species","156480","Late Cretaceous","","100.5","66","52598"
"1227618","occ","","","161434","Sclerorhynchus sp.","genus","34712","","Sclerorhynchus","genus","34712","Late Cretaceous","","100.5","66","52598"
"1227620","occ","","","161434","Squalidae indet.","family","81027","","Squalidae","family","81027","Late Cretaceous","","100.5","66","52598"
"1227622","occ","","","161435","Hexanchus microdon","species","34526","species not entered","Hexanchus","genus","34526","Late Cretaceous","","100.5","66","52598"
"1227623","occ","","","161435","Ptychodus mammilaris","species","34513","species not entered","Ptychodus","genus","34513","Late Cretaceous","","100.5","66","52598"
"1227624","occ","","","161435","Ptychodus latissimus","species","156222","","Ptychodus latissimus","species","156222","Late Cretaceous","","100.5","66","52598"
"1227625","occ","","","161435","Orthacodus longidens","species","253348","recombined as","Sphenodus longidens","species","151720","Late Cretaceous","","100.5","66","52598"
"1227626","occ","","","161435","Orthacodus sp.","genus","253347","objective synonym of","Sphenodus","genus","34532","Late Cretaceous","","100.5","66","52598"
"1227627","occ","","","161435","Odontaspis sp.","genus","34620","","Odontaspis","genus","34620","Late Cretaceous","","100.5","66","52598"
"1227628","occ","","","161435","Scapanorhynchus rhaphiodon","species","127073","","Scapanorhynchus rhaphiodon","species","253538","Late Cretaceous","","100.5","66","52598"
"1227629","occ","","","161435","Scapanorhynchus sp.","genus","34632","","Scapanorhynchus","genus","34632","Late Cretaceous","","100.5","66","52598"
"1227631","occ","","","161435","Cretolamna appendiculata","species","117677","","Cretolamna appendiculata","species","117676","Late Cretaceous","","100.5","66","52598"
"1227632","occ","","","161435","Plicatolamna macrorhiza","species","95307","species not entered","Plicatolamna","genus","95307","Late Cretaceous","","100.5","66","52598"
"1227633","occ","","","161436","Hexanchus microdon","species","34526","species not entered","Hexanchus","genus","34526","Late Cretaceous","","100.5","66","52598"
"1227634","occ","","","161436","Squalicorax sp.","genus","34633","","Squalicorax","genus","34633","Late Cretaceous","","100.5","66","52598"
"1227635","occ","","","161436","Cretolamna appendiculata","species","117677","","Cretolamna appendiculata","species","117676","Late Cretaceous","","100.5","66","52598"
"1227636","occ","","","161436","Cretolamna sp.","genus","34608","","Cretolamna","genus","34608","Late Cretaceous","","100.5","66","52598"
"1227637","occ","","","161436","Orthacodus longidens","species","253348","recombined as","Sphenodus longidens","species","151720","Late Cretaceous","","100.5","66","52598"
"1227639","occ","","","161437","Ptychodus mammillaris","species","156218","","Ptychodus mammillaris","species","156218","Late Cretaceous","","100.5","66","52598"
"1227640","occ","","","161437","Notidanodon sp.","genus","34528","","Notidanodon","genus","34528","Late Cretaceous","","100.5","66","52598"
"1227641","occ","","","161437","Notorhynchus sp.","genus","34529","","Notorhynchus","genus","34529","Late Cretaceous","","100.5","66","52598"
"1227642","occ","","","161437","Cretolamna sp.","genus","34608","","Cretolamna","genus","34608","Late Cretaceous","","100.5","66","52598"
"1227643","occ","","","161437","Squalicorax sp.","genus","34633","","Squalicorax","genus","34633","Late Cretaceous","","100.5","66","52598"
"1227644","occ","","","161437","Paraorthacodus sp.","genus","34670","","Paraorthacodus","genus","34670","Late Cretaceous","","100.5","66","52598"
"1227645","occ","","","161438","Striatolamia sp.","genus","34634","","Striatolamia","genus","34634","Eocene","","56","33.9","52598"
"1227646","occ","","","161438","Isurus sp.","genus","34613","","Isurus","genus","34613","Eocene","","56","33.9","52598"
"1227647","occ","","","161438","Lamna sp.","genus","34615","","Lamna","genus","34615","Eocene","","56","33.9","52598"
"1227648","occ","","","161438","Carcharodon auriculatus","species","205319","","Carcharodon auriculatus","species","205317","Eocene","","56","33.9","52598"
"1227649","occ","","","161438","Carcharodon angustidens","species","124964","","Carcharodon angustidens","species","124964","Eocene","","56","33.9","52598"
"1227650","occ","","","161438","Carcharodon nodai","species","34605","species not entered","Carcharodon","genus","34605","Eocene","","56","33.9","52598"
"1227651","occ","","","161439","Hexanchus sp.","genus","34526","","Hexanchus","genus","34526","Early Oligocene","","33.9","28.4","52598"
"1227652","occ","","","161439","Heterodontus sp.","genus","34572","","Heterodontus","genus","34572","Early Oligocene","","33.9","28.4","52598"
"1227653","occ","","","161439","Odontaspis sp.","genus","34620","","Odontaspis","genus","34620","Early Oligocene","","33.9","28.4","52598"
"1227654","occ","","","161439","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Early Oligocene","","33.9","28.4","52598"
"1227655","occ","","","161439","Isurus desori","species","280548","","Isurus desori","species","280548","Early Oligocene","","33.9","28.4","52598"
"1227656","occ","","","161439","Lamna sp.","genus","34615","","Lamna","genus","34615","Early Oligocene","","33.9","28.4","52598"
"1227657","occ","","","161439","Galeocerdo sp.","genus","34643","","Galeocerdo","genus","34643","Early Oligocene","","33.9","28.4","52598"
"1227658","occ","","","161439","Negaprion sp.","genus","34651","","Negaprion","genus","34651","Early Oligocene","","33.9","28.4","52598"
"1227659","occ","","","161439","Squatina sp.","genus","34570","","Squatina","genus","34570","Early Oligocene","","33.9","28.4","52598"
"1227660","occ","","","161440","Hexanchus sp.","genus","34526","","Hexanchus","genus","34526","Early Oligocene","","33.9","28.4","52598"
"1227661","occ","","","161440","Heterodontus sp.","genus","34572","","Heterodontus","genus","34572","Early Oligocene","","33.9","28.4","52598"
"1227662","occ","","","161440","Odontaspis sp.","genus","34620","","Odontaspis","genus","34620","Early Oligocene","","33.9","28.4","52598"
"1227663","occ","","","161440","Cetorhinus sp.","genus","34606","","Cetorhinus","genus","34606","Early Oligocene","","33.9","28.4","52598"
"1227664","occ","","","161440","Isurus desori","species","280548","","Isurus desori","species","280548","Early Oligocene","","33.9","28.4","52598"
"1227665","occ","","","161440","Carcharodon angustidens","species","124964","","Carcharodon angustidens","species","124964","Early Oligocene","","33.9","28.4","52598"
"1227666","occ","","","161440","Galeorhinus sp.","genus","83177","","Galeorhinus","genus","83177","Early Oligocene","","33.9","28.4","52598"
"1227667","occ","","","161440","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Early Oligocene","","33.9","28.4","52598"
"1227668","occ","","","161440","Galeocerdo sp.","genus","34643","","Galeocerdo","genus","34643","Early Oligocene","","33.9","28.4","52598"
"1227669","occ","","","161440","Negaprion sp.","genus","34651","","Negaprion","genus","34651","Early Oligocene","","33.9","28.4","52598"
"1227670","occ","","","161440","Squalus sp.","genus","34562","","Squalus","genus","34562","Early Oligocene","","33.9","28.4","52598"
"1227671","occ","","","161440","Squatina sp.","genus","34570","","Squatina","genus","34570","Early Oligocene","","33.9","28.4","52598"
"1227672","occ","","","161440","Myliobatis sp.","genus","34741","","Myliobatis","genus","34741","Early Oligocene","","33.9","28.4","52598"
"1227673","occ","","","161441","Hexanchus sp.","genus","34526","","Hexanchus","genus","34526","Miocene","","23.03","5.333","52598"
"1227674","occ","","","161441","Odontaspis sp.","genus","34620","","Odontaspis","genus","34620","Miocene","","23.03","5.333","52598"
"1227675","occ","","","161441","Cetorhinus maximus","species","305803","","Cetorhinus maximus","species","170188","Miocene","","23.03","5.333","52598"
"1227676","occ","","","161441","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Miocene","","23.03","5.333","52598"
"1227677","occ","","","161441","Isurus desori","species","280548","","Isurus desori","species","280548","Miocene","","23.03","5.333","52598"
"1227678","occ","","","161441","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Miocene","","23.03","5.333","52598"
"1227679","occ","","","161441","Galeocerdo aduncus","species","95928","","Galeocerdo aduncus","species","95928","Miocene","","23.03","5.333","52598"
"1227680","occ","","","161441","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Miocene","","23.03","5.333","52598"
"1227681","occ","","","161441","Hemipristis serra","species","83182","","Hemipristis serra","species","83182","Miocene","","23.03","5.333","52598"
"1227682","occ","","","161441","Negaprion sp.","genus","34651","","Negaprion","genus","34651","Miocene","","23.03","5.333","52598"
"1227683","occ","","","161441","Squatina sp.","genus","34570","","Squatina","genus","34570","Miocene","","23.03","5.333","52598"
"1227686","occ","","","161442","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52598"
"1227687","occ","","","161442","Carcharodon sp.","genus","34605","","Carcharodon","genus","34605","Middle Miocene","","15.97","11.608","52598"
"1227688","occ","","","161442","Hemipristis serra","species","83182","","Hemipristis serra","species","83182","Middle Miocene","","15.97","11.608","52598"
"1227689","occ","","","161442","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Middle Miocene","","15.97","11.608","52598"
"1227690","occ","","","161442","Negaprion sp.","genus","34651","","Negaprion","genus","34651","Middle Miocene","","15.97","11.608","52598"
"1227691","occ","","","161442","Squatina sp.","genus","34570","","Squatina","genus","34570","Middle Miocene","","15.97","11.608","52598"
"1227692","occ","","","161443","Isurus sp.","genus","34613","","Isurus","genus","34613","Miocene","","23.03","5.333","52598"
"1227693","occ","","","161443","Lamna sp.","genus","34615","","Lamna","genus","34615","Miocene","","23.03","5.333","52598"
"1227694","occ","","","161443","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Miocene","","23.03","5.333","52598"
"1227695","occ","","","161443","Carcharodon sp.","genus","34605","","Carcharodon","genus","34605","Miocene","","23.03","5.333","52598"
"1227696","occ","","","161443","Otodus sp.","genus","34621","","Otodus","genus","34621","Miocene","","23.03","5.333","52598"
"1227697","occ","","","161443","Xiphodolamia sp.","genus","34636","","Xiphodolamia","genus","34636","Miocene","","23.03","5.333","52598"
"1227698","occ","","","161443","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Miocene","","23.03","5.333","52598"
"1227699","occ","","","161443","Galeocerdo aduncus","species","95928","","Galeocerdo aduncus","species","95928","Miocene","","23.03","5.333","52598"
"1227700","occ","","","161443","Negaprion sp.","genus","34651","","Negaprion","genus","34651","Miocene","","23.03","5.333","52598"
"1227701","occ","","","161443","Squalus sp.","genus","34562","","Squalus","genus","34562","Miocene","","23.03","5.333","52598"
"1227702","occ","","","161443","Myliobatis sp.","genus","34741","","Myliobatis","genus","34741","Miocene","","23.03","5.333","52598"
"1227709","occ","","","161445","Chlamydoselachus sp.","genus","34523","","Chlamydoselachus","genus","34523","Middle Miocene","","15.97","11.608","52598"
"1227710","occ","","","161445","Hexanchus sp.","genus","34526","","Hexanchus","genus","34526","Middle Miocene","","15.97","11.608","52598"
"1227711","occ","","","161445","Heptranchias sp.","genus","34525","","Heptranchias","genus","34525","Middle Miocene","","15.97","11.608","52598"
"1227712","occ","","","161445","Nebrius delfortriei","species","34587","species not entered","Nebrius","genus","34587","Middle Miocene","","15.97","11.608","52598"
"1227713","occ","","","161445","Odontaspis acutissima","species","97237","","Odontaspis acutissima","species","97229","Middle Miocene","","15.97","11.608","52598"
"1227714","occ","","","161445","Odontaspis volax","species","34620","species not entered","Odontaspis","genus","34620","Middle Miocene","","15.97","11.608","52598"
"1227715","occ","","","161445","Odontaspis cuspidata","species","80588","","Odontaspis cuspidata","species","80589","Middle Miocene","","15.97","11.608","52598"
"1227716","occ","","","161445","Pseudocarcharias sp.","genus","246557","","Pseudocarcharias","genus","246557","Middle Miocene","","15.97","11.608","52598"
"1227717","occ","","","161445","Galeus sp.","genus","34645","","Galeus","genus","34645","Middle Miocene","","15.97","11.608","52598"
"1227718","occ","","","161445","Alopias latidens","species","125020","","Alopias latidens","species","125020","Middle Miocene","","15.97","11.608","52598"
"1227719","occ","","","161445","Alopias exigua","species","34599","species not entered","Alopias","genus","34599","Middle Miocene","","15.97","11.608","52598"
"1227720","occ","","","161445","Alopias sp.","genus","34599","","Alopias","genus","34599","Middle Miocene","","15.97","11.608","52598"
"1227721","occ","","","161445","Cetorhinus sp.","genus","34606","","Cetorhinus","genus","34606","Middle Miocene","","15.97","11.608","52598"
"1227722","occ","","","161445","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52598"
"1227723","occ","","","161445","Isurus paucus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52598"
"1227724","occ","","","161445","Isurus benedeni","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52598"
"1227725","occ","","","161445","Isurus retroflexus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52598"
"1227726","occ","","","161445","Isurus desori","species","280548","","Isurus desori","species","280548","Middle Miocene","","15.97","11.608","52598"
"1227727","occ","","","161445","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52598"
"1227728","occ","","","161445","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52598"
"1227729","occ","","","161445","Hemipristis serra","species","83182","","Hemipristis serra","species","83182","Middle Miocene","","15.97","11.608","52598"
"1227730","occ","","","161445","Carcharhinus eggertoni","species","34640","species not entered","Carcharhinus","genus","34640","Middle Miocene","","15.97","11.608","52598"
"1227731","occ","","","161445","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Middle Miocene","","15.97","11.608","52598"
"1227732","occ","","","161445","Galeocerdo aduncus","species","95928","","Galeocerdo aduncus","species","95928","Middle Miocene","","15.97","11.608","52598"
"1227733","occ","","","161445","Negaprion kraussi","species","34651","species not entered","Negaprion","genus","34651","Middle Miocene","","15.97","11.608","52598"
"1227734","occ","","","161445","Negaprion acanthodon","species","34651","species not entered","Negaprion","genus","34651","Middle Miocene","","15.97","11.608","52598"
"1227735","occ","","","161445","Sphyrna sp.","genus","34664","","Sphyrna","genus","34664","Middle Miocene","","15.97","11.608","52598"
"1227736","occ","","","161445","Squalus sp.","genus","34562","","Squalus","genus","34562","Middle Miocene","","15.97","11.608","52598"
"1227737","occ","","","161445","Dalatias licha","species","34542","species not entered","Dalatias","genus","34542","Middle Miocene","","15.97","11.608","52598"
"1227738","occ","","","161445","Pristiophorus sp.","genus","34566","","Pristiophorus","genus","34566","Middle Miocene","","15.97","11.608","52598"
"1227739","occ","","","161445","Squatina sp.","genus","34570","","Squatina","genus","34570","Middle Miocene","","15.97","11.608","52598"
"1227740","occ","","","161445","Rhynchobatus sp.","genus","34710","","Rhynchobatus","genus","34710","Middle Miocene","","15.97","11.608","52598"
"1227741","occ","","","161445","Raja sp.","genus","34706","","Raja","genus","34706","Middle Miocene","","15.97","11.608","52598"
"1227742","occ","","","161445","Dasyatis nipponensis","species","34729","species not entered","Dasyatis","genus","34729","Middle Miocene","","15.97","11.608","52598"
"1227743","occ","","","161445","Dasyatis sp.","genus","34729","","Dasyatis","genus","34729","Middle Miocene","","15.97","11.608","52598"
"1227744","occ","","","161445","Aetobatis sp.","genus","83329","obsolete variant of","Aetobatus","genus","34721","Middle Miocene","","15.97","11.608","52598"
"1227745","occ","","","161445","Rhinoptera sp.","genus","34745","","Rhinoptera","genus","34745","Middle Miocene","","15.97","11.608","52598"
"1227746","occ","","","161445","Manta sp.","genus","34738","","Manta","genus","34738","Middle Miocene","","15.97","11.608","52598"
"1227747","occ","","","161445","Mobula sp.","genus","34740","","Mobula","genus","34740","Middle Miocene","","15.97","11.608","52598"
"1227748","occ","","","161446","Carcharodon sulcidens","species","202667","","Carcharodon sulcidens","species","202667","Middle Miocene","","15.97","11.608","52598"
"1227749","occ","","","161446","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52598"
"1227750","occ","","","161446","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52598"
"1227751","occ","","","161447","Hexanchus sp.","genus","34526","","Hexanchus","genus","34526","Miocene","","23.03","5.333","52598"
"1227752","occ","","","161447","Odontaspis acutissima","species","97237","","Odontaspis acutissima","species","97229","Miocene","","23.03","5.333","52598"
"1227753","occ","","","161447","Cetorhinus sp.","genus","34606","","Cetorhinus","genus","34606","Miocene","","23.03","5.333","52598"
"1227754","occ","","","161447","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Miocene","","23.03","5.333","52598"
"1227755","occ","","","161447","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Miocene","","23.03","5.333","52598"
"1227756","occ","","","161447","Isurus desori","species","280548","","Isurus desori","species","280548","Miocene","","23.03","5.333","52598"
"1227757","occ","","","161447","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Miocene","","23.03","5.333","52598"
"1227758","occ","","","161447","Hemipristis serra","species","83182","","Hemipristis serra","species","83182","Miocene","","23.03","5.333","52598"
"1227759","occ","","","161447","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Miocene","","23.03","5.333","52598"
"1227760","occ","","","161447","Galeorhinus affinis","species","83179","","Galeorhinus affinis","species","83178","Miocene","","23.03","5.333","52598"
"1227761","occ","","","161447","Galeocerdo aduncus","species","95928","","Galeocerdo aduncus","species","95928","Miocene","","23.03","5.333","52598"
"1227762","occ","","","161447","Squalus sp.","genus","34562","","Squalus","genus","34562","Miocene","","23.03","5.333","52598"
"1227763","occ","","","161447","Squatina sp.","genus","34570","","Squatina","genus","34570","Miocene","","23.03","5.333","52598"
"1227764","occ","","","161447","Dasyatis sp.","genus","34729","","Dasyatis","genus","34729","Miocene","","23.03","5.333","52598"
"1227765","occ","","","161447","Myliobatis sp.","genus","34741","","Myliobatis","genus","34741","Miocene","","23.03","5.333","52598"
"1227809","occ","","","161451","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Pliocene","","5.333","2.588","52598"
"1227810","occ","","","161451","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Pliocene","","5.333","2.588","52598"
"1227811","occ","","","161451","Dalatias licha","species","34542","species not entered","Dalatias","genus","34542","Pliocene","","5.333","2.588","52598"
"1227812","occ","","","161452","Heterodontus sp.","genus","34572","","Heterodontus","genus","34572","Pliocene","","5.333","2.588","52598"
"1227813","occ","","","161452","Isurus paucus","species","34613","species not entered","Isurus","genus","34613","Pliocene","","5.333","2.588","52598"
"1227814","occ","","","161452","Isurus sp.","genus","34613","","Isurus","genus","34613","Pliocene","","5.333","2.588","52598"
"1227815","occ","","","161452","Pristiophorus japonicus","species","34566","species not entered","Pristiophorus","genus","34566","Pliocene","","5.333","2.588","52598"
"1227816","occ","","","161453","Isurus sp.","genus","34613","","Isurus","genus","34613","Pleistocene","","2.588","0.0117","52598"
"1227817","occ","","","161453","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Pleistocene","","2.588","0.0117","52598"
"1227818","occ","","","161453","Galeocerdo sp.","genus","34643","","Galeocerdo","genus","34643","Pleistocene","","2.588","0.0117","52598"
"1227819","occ","","","161453","Squatina sp.","genus","34570","","Squatina","genus","34570","Pleistocene","","2.588","0.0117","52598"
"1227821","occ","","","161454","Cetorhinus maximus","species","305803","","Cetorhinus maximus","species","170188","Early Pleistocene","","2.588","0.781","52598"
"1227822","occ","","","161454","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Early Pleistocene","","2.588","0.781","52598"
"1227823","occ","","","161454","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Early Pleistocene","","2.588","0.781","52598"
"1227824","occ","","","161454","Sphyrna zygaena","species","83212","","Sphyrna zygaena","species","83211","Early Pleistocene","","2.588","0.781","52598"
"1227964","occ","","","161489","Dalatias licha","species","34542","species not entered","Dalatias","genus","34542","Serravallian","","13.82","11.62","52618"
"1227965","occ","","","161489","Squalus serriculus","species","34562","species not entered","Squalus","genus","34562","Serravallian","","13.82","11.62","52618"
"1227966","occ","","","161489","Rajidae indet.","family","80575","","Rajidae","family","80575","Serravallian","","13.82","11.62","52618"
"1227967","occ","","","161489","Eugomphodus acutissima","species","183109","subjective synonym of, species not entered","Carcharias","genus","64190","Serravallian","","13.82","11.62","52618"
"1227968","occ","","","161489","Odontaspis volax","species","34620","species not entered","Odontaspis","genus","34620","Serravallian","","13.82","11.62","52618"
"1227969","occ","","","161489","Carcharhinus egatoni","species","34640","species not entered","Carcharhinus","genus","34640","Serravallian","","13.82","11.62","52618"
"1227970","occ","","","161489","Carcharocles megalodon","species","202672","","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52618"
"1227971","occ","","","161489","Parotodus benedeni","species","280547","","Parotodus benedeni","species","280547","Serravallian","","13.82","11.62","52618"
"1227972","occ","","","161489","Isurus desori","species","280548","","Isurus desori","species","280548","Serravallian","","13.82","11.62","52618"
"1227973","occ","","","161489","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Serravallian","","13.82","11.62","52618"
"1227974","occ","","","161489","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Serravallian","","13.82","11.62","52618"
"1227975","occ","","","161489","Carcharhinus priscus","species","280327","","Carcharhinus priscus","species","280327","Serravallian","","13.82","11.62","52618"
"1227988","occ","","","161491","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52618"
"1227989","occ","","","161491","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52618"
"1227995","occ","","","161492","Hexanchus gigas","species","34526","species not entered","Hexanchus","genus","34526","Middle Miocene","","15.97","11.608","52618"
"1227996","occ","","","161492","Dalatias licha","species","34542","species not entered","Dalatias","genus","34542","Middle Miocene","","15.97","11.608","52618"
"1227997","occ","","","161492","Pristiophorus sp.","genus","34566","","Pristiophorus","genus","34566","Middle Miocene","","15.97","11.608","52618"
"1227998","occ","","","161492","Rhinoptera sp.","genus","34745","","Rhinoptera","genus","34745","Middle Miocene","","15.97","11.608","52618"
"1227999","occ","","","161492","Squatina sp.","genus","34570","","Squatina","genus","34570","Middle Miocene","","15.97","11.608","52618"
"1228000","occ","","","161492","Eugomphodus acutissima","species","183109","subjective synonym of, species not entered","Carcharias","genus","64190","Middle Miocene","","15.97","11.608","52618"
"1228001","occ","","","161492","Eugomphodus cuspidatus","species","183109","subjective synonym of, species not entered","Carcharias","genus","64190","Middle Miocene","","15.97","11.608","52618"
"1228002","occ","","","161492","Odontaspis volax","species","34620","species not entered","Odontaspis","genus","34620","Middle Miocene","","15.97","11.608","52618"
"1228003","occ","","","161492","Alopias superciliosus","species","83162","","Alopias superciliosus","species","83161","Middle Miocene","","15.97","11.608","52618"
"1228004","occ","","","161492","Carcharocles megalodon","species","202672","","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52618"
"1228005","occ","","","161492","Isurus desori","species","280548","","Isurus desori","species","280548","Middle Miocene","","15.97","11.608","52618"
"1228006","occ","","","161492","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52618"
"1228007","occ","","","161492","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52618"
"1228008","occ","","","161492","Hemipristis serra","species","83182","","Hemipristis serra","species","83182","Middle Miocene","","15.97","11.608","52618"
"1228009","occ","","","161492","Galeocerdo aduncus","species","95928","","Galeocerdo aduncus","species","95928","Middle Miocene","","15.97","11.608","52618"
"1228010","occ","","","161492","Carcharhinus egertoni","species","246012","","Carcharhinus egertoni","species","246012","Middle Miocene","","15.97","11.608","52618"
"1228011","occ","","","161492","Carcharhinus priscus","species","280327","","Carcharhinus priscus","species","280327","Middle Miocene","","15.97","11.608","52618"
"1228012","occ","","","161492","Carcharhinus acanthodon","species","34640","species not entered","Carcharhinus","genus","34640","Middle Miocene","","15.97","11.608","52618"
"1228024","occ","","","161493","Squalus seniculus","species","34562","species not entered","Squalus","genus","34562","Langhian","","15.97","13.82","52618"
"1228025","occ","","","161493","Eugomphodus acutissima","species","183109","subjective synonym of, species not entered","Carcharias","genus","64190","Langhian","","15.97","13.82","52618"
"1228026","occ","","","161493","Carcharhinus egertoni","species","246012","","Carcharhinus egertoni","species","246012","Langhian","","15.97","13.82","52618"
"1228027","occ","","","161493","Carcharhinus priscus","species","280327","","Carcharhinus priscus","species","280327","Langhian","","15.97","13.82","52618"
